id_producao,id_produto,data_producao,linha_producao,volume_entrada_litros,volume_saida,custo_total,lote,validade
695,29,2023-09-09,Linha B,8746.95,6817.48,40537.63,L00695,2025-06-20
696,9,21/03/2024,Linha C,900.11,794.14,3932.07,L00696,2024-05-13
697,4,2023-06-01,Linha B,3592.64,2902.29,11632.66,L00697,2025-03-27
698,19,2023-05-05,Linha A,3906.94,3673.3,44826.02,L00698,2024-07-03
699,17,2023-04-23,Linha C,3727.31,3187.5,32743.26,L00699,2024-10-30
700,23,2023-05-01,Linha C,6429.4,5406.3,,L00700,2024-02-01
701,4,2023-02-27,Linha A,4313.87,3830.25,19137.84,L00701,2025-01-20
702,4,2023-01-21,Linha A,6811.86,5766.91,1903.03,L00702,2024-03-21
703,9,2024-10-26,Linha A,2237.59,1933.12,22860.65,L00703,2025-04-19
704,5,2023-10-29,Linha A,2678.11,2570.01,41779.31,L00704,2024-02-13
705,27,2023-08-27,Linha C,689.21,650.92,48538.75,L00705,2024-11-20
706,21,2023-03-27,Linha A,7352.91,6023.18,18862.58,L00706,2024-09-30
707,29,2024-02-19,Linha A,6156.84,4452.64,44678.85,L00707,2025-03-05
708,7,2024-06-01,Linha C,8467.87,6053.03,40728.85,L00708,2025-03-03
709,6,2023-02-03,LINHA C,4896.2,4116.86,28057.16,L00709,2025-02-28
710,22,2023-04-04,Linha B,7872.04,7502.18,17457.2,L00710,2024-08-21
711,1,2024-04-15,Linha A,3558.28,2664.12,47104.62,L00711,2024-02-24
712,1,2023-01-14,Linha C,6463.2,5548.87,35269.94,L00712,2024-02-11
713,12,2024-11-11,Linha B,3594.35,2879.88,15130.52,L00713,2024-03-25
714,3,2024-12-31,Linha A,4805.95,3411.94,9278.94,L00714,2025-05-20
715,25,2023-12-03,Linha B,7497.82,7289.57,28358.26,L00715,2025-04-13
716,17,2024-08-04,Linha B,8252.31,7390.61,,L00716,2024-08-27
717,7,2024-08-03,Linha C,7084.13,6599.72,25671.88,L00717,2025-03-24
718,29,2023-07-05,Linha B,6300.93,5926.61,19307.17,L00718,2024-07-04
719,10,2023-10-25,Linha B,8134.38,7836.37,15579.73,L00719,2024-09-19
720,30,2024-06-07,LINHA C,7196.22,6097.97,14132.59,L00720,2024-03-18
721,19,2024-09-07,Linha A,7605.95,6284.86,27269.04,L00721,18/02/2025
722,13,2023-05-26,LINHA C,7173.5,5732.53,36283.44,L00722,2024-04-07
723,24,2023-04-26,Linha A,7239.59,6061.18,42592.52,L00723,2024-02-07
724,26,2023-12-06,Linha C,2932.11,2799.95,40385.96,L00724,2024-01-10
725,27,2024-08-03,Linha A,664.63,639.4,32819.51,L00725,2025-06-28
726,12,2023-09-26,LINHA B,8265.15,7362.57,34554.06,L00726,2025-06-03
727,30,2023-11-30,Linha A,9501.55,8112.5,20207.24,L00727,2025-02-08
728,3,2024-10-19,LINHA B,936.16,735.74,31103.26,L00728,2024-08-16
729,8,2023-03-19,Linha B,8275.02,7403.35,29656.48,L00729,2024-11-05
730,6,2023-07-30,Linha A,8508.06,5972.81,9158.79,L00730,2024-04-26
731,7,2023-07-24,linha a,6444.19,5050.42,12220.43,L00731,2025-02-16
732,18,2023-05-10,Linha A,3148.12,2883.08,29635.76,L00732,2025-03-13
733,15,2024-04-16,LINHA A,6400.98,4569.62,23421.54,L00733,2024-05-09
734,23,2024-06-05,Linha A,6334.5,4456.3,21686.14,L00734,2024-08-23
735,1,2023-04-10,Linha C,9813.72,9596.06,6799.85,L00735,2024-01-06
736,3,2024-04-04,Linha A,606.16,570.12,6148.62,L00736,2025-04-28
737,28,2023-04-18,Linha A,8469.08,7306.0,20629.16,L00737,2025-06-22
738,5,2024-04-14,linha c,5358.87,4452.27,43434.67,L00738,2024-05-10
739,29,2024-07-11,Linha C,4937.66,3797.71,24816.43,L00739,2024-09-21
740,25,2024-03-22,Linha C,3331.1,2446.0,27635.45,L00740,2025-05-22
741,14,2024-11-03,Linha A,7979.11,6948.62,15631.91,L00741,2025-01-05
742,18,2024-10-31,Linha A,8387.63,7580.71,23312.57,L00742,2024-04-21
743,9,2023-09-06,Linha C,5701.58,5221.46,30700.92,L00743,2024-01-19
744,1,2024-04-06,Linha B,4991.74,3815.0,,L00744,2024-12-08
745,15,2023-09-16,Linha B,5988.5,4773.87,44109.24,L00745,2024-02-15
746,27,2023-06-21,Linha A,3977.49,3594.76,8687.5,L00746,2024-05-27
747,3,2023-09-18,Linha A,6715.14,5824.11,43071.39,L00747,02/06/2025
748,3,2023-04-04,Linha C,6873.33,5057.81,21871.64,L00748,2025-03-04
749,8,2024-03-03,Linha B,1777.69,1444.11,39628.52,L00749,2024-01-21
750,21,2023-10-30,Linha B,5527.38,5108.43,,L00750,2025-03-12
751,3,2023-12-14,LINHA B,9075.16,8866.89,13414.32,L00751,2025-05-02
752,6,23/04/2024,Linha C,7520.22,5867.24,31602.14,L00752,2024-11-23
753,2,2024-06-16,Linha C,4876.96,3800.32,40791.03,L00753,2025-01-02
754,17,2024-01-16,LINHA A,5698.52,4390.48,2260.91,L00754,2024-09-08
755,23,2024-07-10,Linha C,7368.0,6791.36,20494.38,L00755,2025-04-27
756,11,2023-09-24,LINHA C,5751.81,4202.81,16518.76,L00756,2025-03-28
757,20,2024-04-23,linha a,2757.67,2321.02,,L00757,2025-04-29
758,24,2024-08-25,LINHA C,2664.6,2041.76,47217.23,L00758,2024-10-10
759,16,2023-01-06,Linha C,5559.88,5207.07,47941.06,L00759,2024-05-13
760,26,2024-12-05,Linha B,9053.04,8465.3,46505.81,L00760,2024-03-02
761,28,2024-05-09,Linha C,6396.43,5162.24,24745.8,L00761,2024-04-30
762,5,2023-02-20,Linha A,7720.02,7066.3,12953.88,L00762,2025-02-08
763,13,2023-05-29,Linha B,1556.85,1370.71,7559.85,L00763,2024-11-09
764,4,2023-09-05,Linha B,9088.79,6779.47,32920.63,L00764,2024-08-18
765,20,2023-04-18,Linha B,9852.53,6904.0,20917.32,L00765,2024-02-28
766,4,2024-12-27,Linha A,6449.36,6104.28,,L00766,2025-06-06
767,21,2023-08-06,Linha C,2492.25,1972.37,7380.21,L00767,2024-11-17
768,26,2023-10-05,linha a,2855.08,2432.99,26177.83,L00768,2024-01-16
769,30,2023-02-22,Linha A,2950.49,2285.65,28515.71,L00769,2024-09-11
770,9,2023-01-21,LINHA A,5016.78,3871.23,2173.34,L00770,2024-03-03
771,19,2024-11-12,Linha A,6264.55,4743.85,35097.1,L00771,2024-07-15
772,27,2024-12-24,LINHA C,8523.69,7960.13,49005.78,L00772,2024-07-23
773,15,2023-02-27,linha a,7369.58,5447.1,42925.23,L00773,2024-10-14
774,26,2023-04-11,Linha A,2299.47,1727.13,45452.05,L00774,2025-02-25
775,16,2023-11-07,Linha A,8070.84,6870.1,47953.52,L00775,2024-12-28
776,9,2024-11-24,linha a,1739.51,1495.53,18466.38,L00776,2024-10-12
777,19,2023-08-03,Linha C,5886.82,4742.82,33631.06,L00777,2025-04-14
778,30,2023-06-17,Linha A,9808.35,8916.89,33299.48,L00778,2025-03-30
779,15,2024-11-21,Linha B,1993.06,1888.72,37857.21,L00779,2025-03-21
780,18,2024-06-21,Linha B,5442.54,4469.61,44300.62,L00780,2024-12-21
781,9,2023-09-20,LINHA C,9491.49,7039.65,31280.35,L00781,2024-02-24
782,21,2023-01-06,Linha A,2442.37,2199.32,15424.1,L00782,2024-10-29
783,27,2024-10-16,Linha C,2413.85,1810.9,9516.49,L00783,2025-01-20
784,4,2023-04-11,linha b,9861.44,8927.13,16393.1,L00784,2024-08-12
785,7,2024-06-02,Linha B,2450.43,2129.01,7861.66,L00785,2025-04-05
786,13,2023-07-05,Linha B,7769.58,7061.02,24897.69,L00786,2024-10-23
787,21,2024-01-31,Linha A,1940.33,1759.53,18217.11,L00787,2024-06-08
788,9,2024-04-25,linha a,9059.83,7996.74,27084.2,L00788,2024-03-28
789,19,2024-11-28,Linha A,5178.66,4846.88,29221.81,L00789,2024-11-07
790,3,2023-12-29,Linha A,2713.19,1913.08,20904.73,L00790,2024-10-08
791,9,2023-12-11,Linha C,4872.38,3857.61,38228.74,L00791,2024-02-29
792,17,2023-07-20,LINHA A,6698.43,5488.31,43409.91,L00792,2025-06-06
793,8,2024-05-21,LINHA A,5061.8,4183.64,3982.84,L00793,2025-05-11
794,6,2023-03-10,Linha C,7535.68,6555.64,30573.73,L00794,2025-05-12
795,24,2024-05-13,Linha B,5803.27,4281.63,6569.45,L00795,2025-04-16
796,7,2023-06-01,Linha C,4960.93,4396.3,,L00796,2025-05-25
797,17,2024-11-19,linha c,3417.19,2715.66,29243.96,L00797,2025-01-23
798,16,2024-08-29,linha c,8840.03,6229.9,43699.11,L00798,2025-06-19
799,15,2024-07-20,Linha A,3506.0,2951.83,22402.41,L00799,2025-03-22
800,14,2023-01-15,Linha C,8041.87,7408.49,38432.36,L00800,2024-03-11
801,7,2024-10-26,Linha A,1720.8,1588.78,26310.73,L00801,2024-12-08
802,8,2023-09-01,Linha A,1147.56,920.29,31382.99,L00802,2024-03-15
803,18,2024-11-19,Linha B,9191.1,8673.12,36882.52,L00803,2024-10-29
804,15,2024-01-12,linha a,5970.72,4205.42,7868.47,L00804,2024-06-13
805,27,2024-09-23,Linha C,1856.31,1620.16,31855.7,L00805,2024-08-09
806,8,2024-10-25,Linha A,3354.78,3098.74,13685.62,L00806,2025-01-13
807,4,2023-09-25,Linha A,8400.16,7363.42,31015.55,L00807,2025-01-29
808,14,2023-07-26,Linha A,5393.52,5254.95,48055.33,L00808,2024-08-07
809,15,2024-08-18,Linha B,7256.96,5992.03,3006.89,L00809,2025-02-05
810,17,2024-06-08,Linha B,9291.43,6813.72,1827.74,L00810,2024-07-27
811,11,2023-04-02,Linha B,4618.59,4149.69,10938.3,L00811,2025-02-17
812,6,2024-01-02,Linha C,8630.48,7125.53,21016.71,L00812,2025-01-15
813,15,2024-06-09,Linha A,4578.74,4389.93,14618.17,L00813,2024-01-30
814,25,2024-04-24,Linha C,3061.21,2211.36,41642.92,L00814,2024-02-22
815,29,2024-03-23,LINHA A,6091.35,5232.81,8050.68,L00815,2024-07-03
816,19,2024-07-23,Linha B,7668.09,6866.28,39698.66,L00816,2025-03-17
817,22,2024-12-15,Linha C,4048.02,3135.55,14169.8,L00817,2025-06-03
818,8,2024-08-04,Linha C,2591.87,1925.25,6274.12,L00818,2024-09-04
819,7,2024-05-30,Linha B,8104.48,6079.25,1313.55,L00819,2025-03-25
820,7,2024-03-11,LINHA C,8593.28,8388.56,28261.67,L00820,2025-05-05
821,12,2024-01-19,Linha A,9992.71,7607.2,9020.98,L00821,2024-06-18
822,26,2024-02-29,LINHA C,9545.51,9052.62,42633.15,L00822,2025-05-02
823,8,2024-04-02,Linha A,2722.84,2304.52,9659.43,L00823,2025-06-12
824,20,2023-11-05,Linha B,7532.95,5807.73,21961.02,L00824,2024-05-29
825,10,2023-09-15,Linha B,7942.44,7233.87,,L00825,2025-03-15
826,8,2024-06-14,Linha A,1191.93,1005.12,12745.87,L00826,2024-10-20
827,9,2024-06-01,Linha C,7893.92,7466.43,47940.1,L00827,2025-02-24
828,8,2023-09-19,Linha C,7990.02,6642.74,33674.99,L00828,2024-09-04
829,15,2024-03-24,Linha B,4111.8,3166.36,23362.85,L00829,2024-12-12
830,1,2024-02-29,Linha B,9826.63,8308.86,38065.38,L00830,2025-04-28
831,16,2024-01-04,Linha C,3000.36,2233.33,38964.0,L00831,2024-03-02
832,13,2023-06-21,LINHA A,2104.53,1939.89,6209.48,L00832,29/10/2024
833,19,2024-03-13,linha c,6839.84,6152.97,36754.17,L00833,2024-06-12
834,2,2023-09-24,Linha A,1226.48,1175.13,5855.83,L00834,2024-10-19
835,19,2023-07-26,Linha C,7073.44,6597.73,38807.86,L00835,2024-08-23
836,10,2024-04-19,Linha A,5859.71,4546.69,26612.49,L00836,2024-01-16
837,21,2024-07-23,Linha C,9200.76,6677.39,33140.25,L00837,2025-05-03
838,3,2023-04-27,Linha B,3612.36,3436.21,37808.48,L00838,2025-04-20
839,8,2024-05-17,Linha C,5994.14,4258.6,23837.66,L00839,2025-03-16
840,27,2024-03-24,Linha C,3802.61,3706.88,14717.81,L00840,2024-03-12
841,12,2024-05-16,Linha B,5589.86,3937.62,15092.71,L00841,2025-04-14
842,16,2023-07-23,Linha B,9837.44,7734.37,11578.19,L00842,2024-10-16
843,18,2024-11-03,Linha B,8622.24,6708.76,7025.34,L00843,2025-05-21
844,3,2024-05-12,Linha B,8826.01,7839.57,48595.75,L00844,2024-10-29
845,30,2023-06-15,Linha C,5194.06,4715.25,44006.63,L00845,2024-05-28
846,7,2023-01-24,LINHA B,3042.35,2885.57,24594.45,L00846,2024-09-06
847,21,2024-02-04,linha c,6389.07,5895.1,38959.2,L00847,2024-05-01
848,4,2023-04-20,LINHA A,8975.29,8507.04,,L00848,2024-04-17
849,7,2024-03-09,LINHA B,9279.54,8837.97,25126.28,L00849,2024-10-15
850,8,2023-01-11,Linha B,2482.26,2140.36,22301.65,L00850,2025-04-15
851,10,2024-11-19,LINHA A,5995.22,5705.95,33838.7,L00851,2024-01-08
852,16,2023-07-06,Linha A,9093.99,6528.32,31819.99,L00852,2025-01-12
853,29,2024-10-05,Linha B,9873.24,9054.87,34074.62,L00853,2024-02-15
854,29,2023-04-05,Linha A,793.08,718.64,25964.45,L00854,2024-12-06
855,4,2024-12-20,Linha B,9538.32,8459.66,23768.46,L00855,2025-01-25
856,1,2023-09-15,Linha B,9230.02,8781.85,12661.28,L00856,2024-09-29
857,23,2024-09-20,Linha A,2625.12,2435.01,7816.57,L00857,2024-02-13
858,17,2024-12-18,Linha B,894.63,701.77,,L00858,2024-08-10
859,11,2023-03-29,Linha C,9314.27,6661.41,20069.08,L00859,2025-05-30
860,26,2023-10-18,Linha B,2732.55,2561.01,49065.27,L00860,2024-08-13
861,9,2023-12-16,Linha C,5046.94,4436.09,27592.34,L00861,2024-05-07
862,4,2023-09-24,Linha B,1401.22,1214.75,13290.41,L00862,2025-05-31
863,15,2023-08-01,Linha B,6492.53,5695.59,8178.84,L00863,2024-06-07
864,30,16/10/2023,Linha C,9908.3,8648.58,10903.57,L00864,2025-06-14
865,18,2023-02-16,Linha A,3331.8,3122.52,,L00865,2025-06-27
866,12,2024-02-26,Linha C,3534.93,3018.01,25094.27,L00866,2024-06-09
867,17,2024-10-28,linha b,8058.33,5668.12,3358.18,L00867,2024-03-31
868,1,2024-10-10,linha b,7705.53,5824.15,36702.21,L00868,2025-05-31
869,10,2024-12-05,Linha A,4316.02,3518.13,22414.72,L00869,2024-03-18
870,1,2023-05-26,Linha B,4639.37,3433.92,24443.97,L00870,2024-01-19
871,13,2023-06-03,Linha A,743.2,695.37,21342.79,L00871,2024-09-16
872,2,2023-11-29,Linha A,4050.11,3852.55,22519.68,L00872,2025-01-12
873,18,2024-01-23,Linha C,1092.62,833.72,29467.01,L00873,2025-03-28
874,12,2023-12-09,Linha A,5179.12,4462.92,7412.03,L00874,2024-02-23
875,9,2024-11-24,Linha B,5607.1,5124.16,,L00875,2025-04-13
876,8,2024-03-30,Linha A,8630.43,7967.74,10821.5,L00876,2025-03-05
877,4,28/10/2024,Linha A,1158.9,1016.6,10603.15,L00877,2024-07-24
878,18,2023-07-31,Linha C,7784.62,7126.34,39781.36,L00878,2025-02-26
879,10,2023-08-18,Linha A,2692.81,2318.5,24572.24,L00879,2025-05-21
880,28,2024-10-14,Linha A,5368.83,5071.71,47517.26,L00880,2024-04-16
881,1,2023-01-03,Linha B,8714.0,8033.63,43472.23,L00881,2025-05-03
882,9,2024-03-31,Linha A,8356.68,7419.19,17635.69,L00882,2024-10-11
883,7,2024-06-16,Linha B,2223.28,1707.92,44048.58,L00883,2024-11-06
884,1,2024-02-21,Linha A,2977.66,2581.48,12600.06,L00884,2024-07-21
885,12,2024-06-06,Linha C,1629.7,1380.41,43728.08,L00885,2024-01-18
886,16,2023-10-28,Linha B,8663.46,7558.87,7399.74,L00886,2025-02-27
887,16,2023-02-26,Linha A,2942.39,2143.91,38989.71,L00887,2025-03-13
888,27,2023-05-26,Linha B,3227.1,2836.22,14747.18,L00888,2025-01-24
889,12,2024-04-02,Linha C,4764.4,4476.26,35910.28,L00889,2024-02-15
890,23,2023-05-18,Linha C,4926.34,3928.48,40044.71,L00890,2024-10-25
891,16,2023-10-11,Linha A,1437.8,1070.08,,L00891,2024-12-20
892,11,2024-09-22,Linha C,9417.08,6821.37,33075.8,L00892,2024-07-29
893,17,2023-07-19,Linha B,5244.59,3785.49,33079.97,L00893,2025-03-13
894,20,2024-05-03,Linha C,8769.93,6250.05,18483.02,L00894,2025-04-04
895,25,2023-11-04,Linha B,9795.58,9357.96,48661.62,L00895,2024-03-15
896,7,11/10/2023,linha a,5228.55,4553.68,2117.71,L00896,2024-12-15
897,5,2023-01-15,Linha C,3340.26,2907.09,24026.85,L00897,2024-12-22
898,8,28/07/2023,LINHA A,6228.86,4503.13,6065.17,L00898,2024-06-19
899,15,2023-09-12,Linha C,7749.94,6004.2,35475.1,L00899,2024-06-03
900,28,2024-08-25,Linha A,1004.44,708.12,5839.01,L00900,2024-06-03
901,16,2023-02-25,Linha A,1201.06,985.03,33493.75,L00901,2024-08-20
902,2,2023-06-30,Linha B,6379.78,4855.7,12793.38,L00902,2025-06-23
903,7,2023-01-23,Linha B,1397.14,1178.92,1949.45,L00903,2025-03-30
904,11,2023-05-28,LINHA B,8630.42,6320.45,38524.81,L00904,2024-12-10
905,14,2024-08-23,Linha C,3399.53,2442.74,4927.03,L00905,2025-02-18
906,11,2023-06-30,Linha C,3320.78,2749.1,31556.31,L00906,2025-06-04
907,27,2023-07-17,Linha A,5973.92,5751.95,11800.92,L00907,2024-06-07
908,30,2024-04-08,Linha B,6599.55,5278.83,19278.16,L00908,2024-03-22
909,27,23/09/2024,Linha C,5932.12,5670.57,44226.16,L00909,2024-06-12
910,13,2023-06-24,Linha A,1257.62,957.93,48865.17,L00910,2024-06-16
911,16,2024-07-07,Linha C,2108.13,1553.2,30484.0,L00911,2024-09-20
912,4,2024-05-15,Linha C,6932.52,6021.55,17587.87,L00912,2025-05-05
913,2,2024-08-25,Linha A,1896.07,1608.04,20473.61,L00913,2025-01-01
914,21,2023-06-01,Linha A,8837.17,8657.28,38551.72,L00914,2025-03-11
915,28,2024-02-22,Linha C,2704.61,2247.09,31709.79,L00915,2025-02-22
916,24,2023-02-28,Linha B,5158.34,4725.37,47047.28,L00916,2025-01-13
917,3,2024-03-16,Linha B,3052.51,2552.31,36866.26,L00917,2025-05-29
918,7,2024-02-09,Linha A,1525.31,1111.79,11086.39,L00918,2025-03-26
919,19,2023-09-23,linha c,4529.23,3430.59,9656.93,L00919,2024-09-07
920,27,2024-08-25,Linha C,4182.39,3109.88,43759.41,L00920,2024-12-09
921,25,2023-05-29,LINHA C,7061.49,4958.46,1737.82,L00921,2025-04-16
922,12,2024-08-19,Linha C,3355.02,2648.22,13403.26,L00922,2025-06-12
923,19,2023-09-11,Linha A,2127.9,1665.03,37264.74,L00923,2025-05-17
924,7,2023-07-18,Linha C,1602.55,1411.03,8273.7,L00924,2024-05-02
925,16,2024-01-10,Linha C,6081.47,5484.7,,L00925,2024-08-21
926,22,2023-01-30,Linha B,9580.32,8271.51,48671.07,L00926,2024-01-05
927,8,2023-05-07,LINHA C,3973.46,2964.45,44745.67,L00927,2024-09-30
928,11,2024-07-05,Linha C,9574.21,7706.84,49621.97,L00928,2024-11-04
929,14,2023-05-04,Linha C,8852.53,8349.89,29146.66,L00929,2025-06-18
930,13,2024-04-05,Linha A,6468.5,6337.72,41210.31,L00930,2025-03-21
931,13,2024-11-25,LINHA A,8520.53,8132.51,,L00931,2024-08-26
932,12,2024-10-20,Linha B,5657.57,5131.63,11397.05,L00932,2025-02-28
933,13,2023-04-27,Linha A,4714.53,4430.11,1312.74,L00933,2024-01-30
934,15,2023-11-28,Linha C,4804.47,3589.55,35979.2,L00934,2024-04-21
935,6,2023-03-16,Linha B,5264.5,4299.34,,L00935,2024-10-16
936,13,2024-08-10,LINHA B,7103.19,5715.62,20467.96,L00936,2025-02-05
937,20,2023-05-12,Linha B,5404.46,4772.44,17822.73,L00937,2025-02-19
938,21,2023-08-20,Linha A,8128.52,7930.1,46605.5,L00938,2025-01-31
939,29,2023-08-13,Linha C,6595.37,4904.81,45403.03,L00939,2025-06-07
940,10,2024-02-13,Linha B,2414.43,1728.71,8270.29,L00940,2024-08-12
941,9,2023-09-12,LINHA C,8509.46,6745.12,30269.58,L00941,2024-11-18
942,18,2024-07-28,Linha A,5694.21,4534.64,15494.79,L00942,2025-04-14
943,19,2024-11-18,Linha A,5468.51,4808.45,23649.04,L00943,2024-08-08
944,5,2024-04-01,Linha B,2656.79,1890.89,41712.31,L00944,2025-03-02
945,16,2024-12-01,Linha B,3066.74,2625.45,9177.08,L00945,2025-06-23
946,7,2024-12-11,Linha B,7463.62,5343.79,37244.22,L00946,2024-11-01
947,17,2023-01-30,Linha A,8911.12,6493.03,3000.08,L00947,2025-03-16
948,8,2024-03-07,Linha B,4804.57,3959.76,14791.3,L00948,2025-01-16
949,25,2024-08-13,Linha C,4830.76,3456.91,40758.44,L00949,2025-01-16
950,19,2023-02-03,Linha B,2421.9,2098.16,46443.4,L00950,2024-04-07
951,20,2023-01-05,Linha A,9500.2,8623.01,15817.72,L00951,15/01/2024
952,20,2024-09-12,Linha C,787.86,557.78,10699.73,L00952,2024-03-11
953,4,2024-04-05,linha a,6757.69,5731.05,30935.69,L00953,2024-08-29
954,24,2023-02-26,LINHA A,2329.22,1748.81,35662.3,L00954,2024-11-12
955,24,2023-08-13,Linha A,5817.15,5210.5,,L00955,2024-04-23
956,12,2023-11-18,Linha B,3487.32,3160.3,22454.27,L00956,2025-01-02
957,16,2024-09-14,Linha B,4712.19,3982.52,1590.25,L00957,2024-06-20
958,2,2023-01-03,Linha B,8662.13,6907.24,21698.88,L00958,2024-12-05
959,15,2023-07-24,Linha A,9406.08,9074.91,27709.76,L00959,2024-07-19
960,15,2023-03-29,Linha A,8369.17,6394.02,27012.52,L00960,2024-06-17
961,15,2023-01-16,Linha C,6447.99,4802.58,5100.59,L00961,2024-05-08
962,3,2024-08-24,Linha C,6125.52,5726.94,1014.9,L00962,2024-12-15
963,6,2024-04-05,LINHA C,8189.6,5960.36,15596.46,L00963,2024-01-09
964,14,2024-05-02,Linha A,7108.84,4980.34,33585.79,L00964,2024-12-10
965,30,2023-08-23,Linha B,4008.47,3402.24,,L00965,2024-02-13
966,15,2024-08-05,Linha B,1733.12,1265.02,29373.75,L00966,2025-05-26
967,8,2024-12-16,Linha A,2062.06,1866.32,38910.84,L00967,2024-07-07
968,5,2024-11-27,Linha C,2478.01,2072.93,7954.49,L00968,2025-03-11
969,2,2024-10-11,Linha A,7473.34,6610.64,22595.29,L00969,2024-10-15
970,27,2023-04-19,Linha A,7275.32,6103.15,15504.98,L00970,16/02/2024
971,11,2024-03-05,Linha A,5587.23,5055.63,46290.79,L00971,2024-06-12
972,20,2023-09-26,Linha A,3379.98,2939.07,,L00972,2025-05-04
973,9,2024-08-17,Linha B,7336.09,6936.28,46891.82,L00973,2024-12-06
974,7,2024-03-30,Linha B,9679.4,8611.43,38671.32,L00974,2025-05-18
975,25,2024-10-10,Linha B,7417.91,5845.67,9665.68,L00975,2024-08-01
976,3,2023-05-22,Linha A,582.27,537.42,44552.38,L00976,2024-08-10
977,18,2023-09-16,Linha B,6218.66,4759.03,17026.35,L00977,2024-02-19
978,20,2023-02-12,Linha B,7188.54,5669.89,3587.48,L00978,2024-07-01
979,9,2024-11-24,Linha B,7811.64,7561.32,34216.2,L00979,2024-04-20
980,4,2024-11-18,Linha B,4867.75,4762.83,,L00980,2024-04-10
981,1,2023-10-27,linha c,4417.32,3236.39,32768.67,L00981,2024-06-19
982,28,2023-07-12,Linha C,7026.9,6106.87,38520.13,L00982,2024-07-28
983,15,29/04/2024,Linha B,8976.5,7917.22,40591.35,L00983,2025-01-21
984,12,2024-03-29,Linha B,6157.36,5515.94,19618.81,L00984,2025-05-12
985,11,2023-10-08,Linha C,8240.44,7739.33,22853.7,L00985,27/03/2025
986,18,2023-11-05,Linha C,8628.07,6071.44,43305.19,L00986,2024-11-02
987,26,2023-07-17,Linha A,918.91,770.29,45094.94,L00987,2024-08-03
988,7,2024-05-10,Linha A,1251.17,999.23,46668.61,L00988,2025-04-05
989,12,2024-12-03,Linha A,4964.97,3651.65,39221.49,L00989,2024-01-13
990,24,2023-03-06,LINHA B,8546.83,8115.66,,L00990,2025-04-21
991,20,2024-07-04,Linha C,5338.33,4244.8,49043.48,L00991,2024-12-28
992,14,2023-01-31,Linha C,6003.31,4554.55,30027.48,L00992,2024-05-20
993,1,2024-09-13,Linha B,9811.31,9269.24,24779.22,L00993,2024-10-26
994,27,2023-06-02,LINHA A,4962.8,3884.01,26647.55,L00994,2024-09-24
995,24,2024-05-23,LINHA A,8834.07,7511.98,,L00995,2025-04-25
996,27,2023-08-10,Linha B,8198.21,7467.88,16548.24,L00996,2024-05-26
997,16,2023-04-20,Linha A,6165.42,5951.93,20884.92,L00997,2025-02-27
998,6,2023-12-17,Linha A,527.7,514.22,42585.25,L00998,2025-04-26
999,22,2024-08-05,Linha C,1204.4,896.6,40039.8,L00999,2025-04-12
1000,28,2024-12-25,Linha C,6044.12,5290.92,39852.38,L01000,2025-06-08
1001,4,2024-12-18,Linha C,2325.76,1720.92,25475.22,L01001,2024-08-20
1002,22,2024-12-05,Linha C,7902.72,7324.03,38659.96,L01002,2025-01-29
1003,21,15/07/2023,Linha C,4227.15,3279.56,40342.68,L01003,2024-06-02
1004,23,2024-03-04,Linha A,1521.09,1406.04,42477.95,L01004,2024-10-07
1005,27,2023-04-16,Linha C,4535.3,3542.72,16850.07,L01005,2024-02-04
1006,15,2023-09-29,Linha A,6088.62,4267.33,41120.21,L01006,2025-06-09
1007,27,2024-07-12,linha a,8193.47,7155.55,36037.9,L01007,2024-02-19
1008,7,2023-09-13,Linha C,3029.32,2418.53,28836.74,L01008,2025-04-30
1009,6,2023-03-28,Linha B,5255.74,4825.34,44496.97,L01009,2024-01-09
1010,20,2024-08-23,linha b,2745.55,1965.95,9096.02,L01010,2024-02-24
1011,28,2024-09-08,Linha B,5427.3,4571.05,10457.36,L01011,2024-01-12
1012,25,2023-02-04,Linha A,2220.87,1688.1,2366.5,L01012,2024-06-15
1013,24,2023-09-17,Linha B,4341.54,3705.19,14068.45,L01013,2024-06-13
1014,14,2023-11-09,Linha C,3192.26,2527.69,40878.7,L01014,2025-03-15
1015,19,2024-08-11,Linha A,7400.99,5875.58,10799.55,L01015,2024-01-26
1016,8,2024-10-18,Linha B,5520.84,4919.03,27131.91,L01016,2024-05-12
1017,27,2023-09-05,Linha C,1893.19,1696.21,14918.96,L01017,16/08/2024
1018,30,2024-12-11,Linha B,9015.42,8136.07,19687.27,L01018,18/11/2024
1019,13,2023-08-28,Linha C,2950.17,2762.85,,L01019,2025-02-15
1020,26,2023-01-29,Linha C,1466.38,1036.68,20828.02,L01020,2025-01-17
1021,19,2024-02-19,Linha B,7522.07,5433.6,33983.82,L01021,2024-05-08
1022,15,2023-06-10,Linha B,4119.66,3475.93,20940.07,L01022,2024-08-25
1023,4,2024-11-22,Linha C,6139.13,4864.81,4508.63,L01023,2024-07-25
1024,18,05/09/2024,Linha B,9300.2,6958.8,49576.36,L01024,2024-08-31
1025,2,2024-10-25,Linha C,2255.19,1975.14,,L01025,2024-08-03
1026,4,2024-03-01,Linha C,2634.01,2368.16,31604.95,L01026,2024-10-08
1027,28,2023-06-22,Linha B,5950.38,4520.24,22122.91,L01027,2024-08-12
1028,16,2023-10-23,Linha A,6541.84,5215.0,42932.3,L01028,2024-08-30
