id_coleta;id_fazenda;id_rota;data_coleta;volume_litros;temperatura_c;gordura_pct;proteina_pct;acidez
22568;225;3;17/07/2023;1296.59;9.2;4.56;3.27;16.17
22571;88;2;17/07/2023;4845.65;4.7;;3.37;15.61
22574;122;11;17/07/2023;2911.67;7.2;4.24;3.06;14.69
22578;241;15;17/07/2023;1562.52;3.8;3.89;3.98;15.89
22583;76;1;17/07/2023;3735.05;8.0;3.15;3.76;19.44
22584;7;14;17/07/2023;4340.61;3.1;3.13;2.91;14.45
22587;153;11;17/07/2023;376.57;3.4;3.84;3.77;17.07
22595;54;2;17/07/2023;3606.63;;4.76;3.47;
22597;131;20;17/07/2023;844.85;5.6;3.42;;16.73
22599;132;8;17/07/2023;4918.5;6.8;3.18;3.38;14.33
22601;192;16;17/07/2023;2368.22;5.8;5.43;3.39;14.84
22602;12;9;17/07/2023;4745.17;5.3;3.81;3.51;19.61
22603;184;20;17/07/2023;4970.89;4.4;4.86;3.49;17.72
22605;29;11;17/07/2023;2734.35;4.1;3.26;3.43;16.16
22606;6;10;17/07/2023;4664.28;8.9;3.98;3.59;19.18
22607;37;18;17/07/2023;3416.18;9.1;3.5;3.65;15.19
22608;155;16;17/07/2023;1225.85;8.3;4.64;;18.77
22610;117;10;17/07/2023;4148.38;2.3;4.03;3.36;14.92
22613;144;5;17/07/2023;501.62;4.7;4.0;3.34;14.01
22617;126;14;17/07/2023;2172.45;8.6;3.37;3.6;17.88
22618;218;8;17/07/2023;530.28;6.0;4.28;2.91;19.34
22620;237;4;17/07/2023;1034.65;6.8;3.33;3.71;15.14
22628;178;3;17/07/2023;3826.76;6.7;4.2;3.24;19.58
22632;161;9;17/07/2023;3730.28;5.7;4.91;3.55;14.89
22635;181;19;17/07/2023;4318.94;4.5;4.51;2.85;15.19
22649;33;5;17/07/2023;3161.95;3.5;5.02;2.94;15.69
22650;39;18;17/07/2023;4426.23;4.9;4.13;3.72;19.03
22651;143;17;17/07/2023;1748.31;7.8;;3.31;18.11
22652;211;6;17/07/2023;3529.52;9.4;4.91;3.84;15.3
22653;151;2;17/07/2023;3577.43;6.9;3.23;3.96;19.37
22655;141;2;17/07/2023;2665.68;7.3;4.13;3.54;16.72
22658;86;2;17/07/2023;2913.58;2.0;5.49;3.58;
22659;177;14;17/07/2023;3870.43;7.7;3.52;2.91;18.04
22667;200;14;17/07/2023;2160.61;2.3;3.7;3.3;18.39
22669;52;16;17/07/2023;3600.16;4.3;3.11;2.85;16.74
22671;99;15;17/07/2023;3806.01;6.8;4.37;3.92;17.48
22673;222;17;17/07/2023;3213.19;8.5;3.34;2.97;14.48
22675;186;6;17/07/2023;1123.16;5.8;3.09;3.11;15.08
22681;3;3;18/07/2023;2092.45;5.9;4.61;;15.81
22684;182;5;18/07/2023;3149.79;7.8;5.23;3.73;17.86
22687;144;8;18/07/2023;1787.47;3.0;4.94;3.73;14.02
22689;201;14;18/07/2023;2786.58;5.6;;3.03;16.9
22692;24;8;18/07/2023;4563.19;7.4;4.55;3.29;17.24
22696;183;11;18/07/2023;4961.2;4.4;5.47;2.88;19.67
22699;218;6;18/07/2023;4728.82;6.9;3.84;2.8;16.38
22703;208;17;18/07/2023;2772.91;9.9;4.64;3.56;15.8
22704;150;2;18/07/2023;1074.66;4.9;4.89;2.82;
22711;30;15;18/07/2023;4551.55;3.4;3.05;3.47;16.39
22713;175;14;18/07/2023;543.47;9.2;3.69;3.86;18.57
22715;97;17;18/07/2023;4010.69;9.0;3.91;;
22726;130;1;18/07/2023;2313.54;6.8;3.63;2.86;17.7
22727;135;13;18/07/2023;4711.72;7.9;5.24;3.99;14.23
22729;166;12;18/07/2023;872.13;7.7;4.6;3.3;18.08
22740;172;3;18/07/2023;1437.87;8.1;3.24;3.77;14.13
22742;50;11;18/07/2023;2298.02;7.4;;3.52;19.64
22750;6;16;18/07/2023;1308.44;8.3;3.0;3.59;17.0
22752;204;1;18/07/2023;4607.59;;4.39;2.92;14.18
22759;102;17;18/07/2023;4659.8;4.3;4.52;3.41;15.33
22763;174;1;18/07/2023;2832.98;6.5;5.25;3.97;19.76
22771;152;11;18/07/2023;4964.9;9.1;4.51;3.2;14.23
22774;234;1;18/07/2023;4779.41;6.5;4.62;3.74;19.69
22776;47;16;18/07/2023;2548.03;5.1;5.42;4.0;19.65
22778;57;4;18/07/2023;1631.9;5.5;4.22;3.38;14.44
22783;123;6;18/07/2023;2190.92;4.2;3.86;3.83;19.09
22784;76;15;18/07/2023;1333.81;4.1;5.07;2.99;17.68
22789;95;10;18/07/2023;2730.62;2.6;5.37;3.14;14.05
22794;132;5;18/07/2023;4117.09;9.0;3.63;3.73;14.97
22799;61;19;18/07/2023;3214.98;2.0;3.34;3.72;15.46
22800;233;13;18/07/2023;639.35;7.3;3.38;3.45;18.37
22803;235;4;18/07/2023;3783.11;6.0;3.35;3.36;19.42
22804;100;7;18/07/2023;4211.4;6.6;3.47;3.53;16.82
22805;89;2;18/07/2023;2260.69;;4.6;3.13;17.2
22807;172;6;19/07/2023;3428.2;4.0;4.57;3.81;17.16
22811;18;13;19/07/2023;3293.39;9.1;4.95;2.83;17.02
22815;145;17;19/07/2023;4624.42;8.5;3.91;3.15;19.21
22816;149;7;19/07/2023;3284.1;7.2;3.4;2.88;15.58
22820;129;8;19/07/2023;4059.26;3.9;3.41;3.35;17.66
22824;110;8;19/07/2023;1034.68;3.1;3.28;3.4;18.27
22827;92;17;19/07/2023;3597.46;5.7;3.93;3.96;16.34
22829;5;20;19/07/2023;1930.03;6.4;4.85;3.95;14.37
22831;103;13;19/07/2023;3638.79;3.0;;2.88;18.11
22832;182;17;19/07/2023;4534.13;2.3;3.39;3.78;16.27
22833;102;10;19/07/2023;3706.1;3.1;4.73;3.42;18.49
22835;214;12;19/07/2023;810.56;6.0;4.55;3.04;18.3
22836;33;10;19/07/2023;3458.23;8.6;3.97;3.3;15.09
22837;57;12;19/07/2023;2289.14;2.8;4.5;3.31;19.54
22840;79;11;19/07/2023;4463.43;9.4;;3.49;15.27
22841;223;20;19/07/2023;3284.88;6.7;4.46;3.33;14.19
22846;232;19;19/07/2023;1229.53;2.3;3.31;3.44;17.35
22848;233;5;19/07/2023;2649.63;2.8;3.6;3.69;15.17
22850;120;12;19/07/2023;898.96;7.1;3.96;3.08;14.29
22851;245;14;19/07/2023;4729.67;;5.49;3.96;15.93
22859;147;8;19/07/2023;1689.31;2.2;4.22;3.66;15.72
22860;31;14;19/07/2023;1702.0;3.9;5.27;3.61;16.81
22861;157;15;19/07/2023;3655.16;2.0;3.69;3.69;14.9
22866;171;1;19/07/2023;2878.56;6.9;4.79;3.59;15.18
22872;66;17;19/07/2023;2430.27;5.4;3.41;3.77;14.05
22874;136;17;19/07/2023;3577.08;3.7;4.13;3.06;15.43
22875;137;14;19/07/2023;2042.39;9.5;4.37;3.93;18.44
22876;192;19;19/07/2023;1500.48;2.0;5.08;3.04;14.29
22880;164;5;19/07/2023;2922.34;;4.71;3.91;15.17
22890;130;12;19/07/2023;1643.41;6.6;4.48;3.78;14.95
22891;67;4;19/07/2023;4179.86;9.6;5.34;3.07;17.1
22892;72;5;19/07/2023;2967.27;6.6;4.08;2.87;16.94
22893;225;14;19/07/2023;1401.45;9.8;4.87;3.19;14.76
22898;174;4;19/07/2023;2697.79;6.2;5.04;3.56;16.5
22904;158;13;19/07/2023;3261.81;9.6;;3.27;14.19
22906;11;15;19/07/2023;4834.16;4.6;4.77;3.36;16.17
22908;95;4;19/07/2023;1905.78;;3.94;3.67;17.58
22910;74;20;19/07/2023;1570.75;8.4;4.47;;16.21
22917;173;7;19/07/2023;2693.06;4.0;4.13;3.51;18.09
22919;239;6;19/07/2023;1321.94;9.5;3.42;3.86;15.64
22920;155;4;19/07/2023;3583.85;7.7;3.23;3.06;14.0
22926;55;8;19/07/2023;446.24;4.2;3.96;3.47;15.48
22927;6;8;19/07/2023;3465.17;5.4;5.25;3.98;18.55
22931;182;13;20/07/2023;315.16;3.7;3.86;3.8;
22934;155;13;20/07/2023;3403.19;2.8;5.2;2.9;19.07
22935;178;20;20/07/2023;811.18;3.2;3.12;3.39;17.88
22936;70;6;20/07/2023;-4644.79;5.0;4.7;3.18;15.69
22937;213;7;20/07/2023;831.07;2.3;3.34;3.17;17.45
22938;95;12;20/07/2023;4710.51;3.2;4.21;3.31;14.57
22939;62;10;20/07/2023;2586.18;8.5;3.57;3.56;14.38
22943;37;18;20/07/2023;4432.0;4.6;5.37;2.95;18.54
22947;31;6;20/07/2023;4573.24;9.1;3.26;3.81;17.76
22948;238;18;20/07/2023;4978.51;3.3;4.66;2.99;14.58
22951;217;16;20/07/2023;349.21;2.9;3.88;3.76;16.16
22952;76;6;20/07/2023;1562.27;2.7;4.04;2.98;17.72
22955;161;14;20/07/2023;4807.48;2.2;4.01;3.23;18.71
22957;106;12;20/07/2023;3455.45;8.1;4.24;;14.92
22959;68;13;20/07/2023;570.87;4.8;3.15;3.09;18.04
22960;92;2;20/07/2023;967.47;9.4;4.81;3.9;17.97
22961;222;19;20/07/2023;1698.25;7.4;4.28;3.12;19.01
22962;15;4;20/07/2023;2492.93;;3.84;3.53;17.91
22963;33;16;20/07/2023;1513.81;3.1;5.3;3.59;17.04
22968;219;6;20/07/2023;4209.84;10.0;3.33;4.0;19.64
22970;53;3;20/07/2023;457.47;6.0;3.61;3.56;16.16
22981;90;11;20/07/2023;4175.05;5.1;4.82;;17.04
22983;197;20;20/07/2023;4045.19;3.2;;2.82;14.07
22986;54;13;20/07/2023;3235.49;5.0;;3.21;18.59
22988;3;9;20/07/2023;1797.92;5.6;4.57;3.64;15.48
22992;48;3;20/07/2023;3681.39;8.3;4.43;2.94;15.62
22997;174;8;20/07/2023;486.65;3.9;;3.31;15.38
23003;175;9;20/07/2023;2743.9;4.4;3.78;3.53;
23004;153;6;20/07/2023;3808.75;5.8;4.16;3.08;15.89
23005;200;19;20/07/2023;2322.87;9.7;4.36;3.8;14.46
23017;92;1;21/07/2023;1367.15;4.7;5.43;3.99;19.73
23020;99;2;21/07/2023;1723.57;4.2;4.54;3.02;17.05
23021;154;6;21/07/2023;2537.26;8.3;3.99;3.98;18.19
23022;28;14;21/07/2023;730.79;2.2;5.07;3.97;15.08
23026;152;20;21/07/2023;4226.76;6.5;5.4;3.4;19.27
23027;41;5;21/07/2023;1241.05;3.1;3.95;3.64;19.99
23029;216;4;21/07/2023;4761.1;10.0;5.46;3.75;15.86
23030;151;7;21/07/2023;4468.01;7.4;4.15;3.86;14.03
23034;93;2;21/07/2023;2702.09;;5.07;3.42;15.99
23036;196;18;21/07/2023;1214.88;7.9;3.95;3.8;19.26
23037;174;8;21/07/2023;2442.91;4.4;3.64;3.11;16.49
23043;159;7;21/07/2023;687.7;8.5;3.15;3.67;18.23
23046;244;10;21/07/2023;1165.94;8.1;3.26;3.63;19.31
23048;183;12;21/07/2023;1793.08;5.3;3.75;3.33;17.31
23049;172;17;21/07/2023;2895.77;6.2;3.3;3.41;18.37
23055;5;2;21/07/2023;1786.75;4.2;4.53;3.45;15.13
23056;175;8;21/07/2023;4512.8;8.4;;3.47;19.05
23062;136;11;21/07/2023;424.75;8.1;3.3;3.85;18.65
23065;170;10;21/07/2023;3031.48;2.5;4.59;3.77;15.76
23066;230;11;21/07/2023;1885.15;6.0;4.56;2.9;19.15
23070;2;2;21/07/2023;2509.88;9.9;4.77;3.53;14.39
23071;182;3;21/07/2023;1472.04;4.6;3.72;3.36;18.93
23075;173;19;21/07/2023;710.89;7.6;4.02;3.04;19.44
23080;30;2;21/07/2023;4629.8;3.2;3.71;3.69;18.3
23081;235;3;21/07/2023;3031.66;6.3;3.73;3.13;19.92
23083;76;4;21/07/2023;4282.22;5.4;3.82;3.85;
23086;117;8;21/07/2023;3185.91;9.1;3.28;3.96;16.98
23088;70;11;21/07/2023;4623.84;8.1;3.44;3.59;15.76
23089;157;6;21/07/2023;3862.9;5.1;3.0;3.61;14.13
23096;198;1;21/07/2023;2902.41;8.6;4.68;3.4;
23099;114;12;21/07/2023;4199.55;5.0;3.59;3.13;16.35
23100;48;2;21/07/2023;1657.26;9.9;3.63;2.93;18.48
23103;7;16;21/07/2023;3247.6;4.3;3.54;3.01;14.69
23109;128;5;21/07/2023;2422.14;2.6;4.48;3.04;16.16
23111;242;15;21/07/2023;594.84;5.3;5.49;3.5;18.93
23115;158;2;21/07/2023;3127.73;7.6;4.13;;16.65
23119;132;3;21/07/2023;556.16;4.4;4.97;3.61;16.74
23124;53;18;22/07/2023;231.02;6.2;5.33;3.13;
23126;165;20;22/07/2023;3098.0;9.5;4.04;3.98;19.41
23127;156;11;22/07/2023;2598.61;5.4;4.7;3.4;18.79
23130;183;2;22/07/2023;3093.27;10.0;3.76;3.41;15.64
23138;49;16;22/07/2023;642.6;6.9;5.44;3.92;19.73
23139;92;8;22/07/2023;2359.67;4.0;3.36;3.52;19.38
23140;14;11;22/07/2023;4216.35;9.0;3.5;3.35;19.87
23146;94;3;22/07/2023;330.78;5.4;;3.23;19.55
23148;22;18;22/07/2023;2656.78;5.5;5.25;3.78;15.87
23153;137;5;22/07/2023;1554.15;2.8;5.22;3.58;15.39
23155;81;20;22/07/2023;1060.64;4.5;3.79;3.95;14.6
23156;164;5;22/07/2023;3108.82;7.2;4.11;3.27;19.0
23159;180;14;22/07/2023;427.02;8.4;4.69;3.11;17.0
23160;192;20;22/07/2023;1334.33;2.5;4.3;3.57;17.49
23161;18;4;22/07/2023;1243.96;7.6;4.32;3.9;19.67
23164;15;19;22/07/2023;3821.21;2.5;4.1;3.65;19.92
23168;77;6;22/07/2023;3427.51;5.2;4.97;3.0;19.24
23171;149;12;22/07/2023;1292.13;7.5;3.96;3.25;16.28
23172;142;18;22/07/2023;4392.63;7.7;;3.83;18.65
23176;73;8;22/07/2023;993.07;4.6;3.19;3.8;17.44
23178;62;18;22/07/2023;3268.67;7.4;3.11;3.08;17.71
23179;213;16;22/07/2023;1697.38;;4.44;3.78;14.99
23180;97;3;22/07/2023;2653.55;2.0;3.27;;19.92
23183;230;14;22/07/2023;1330.87;2.3;4.41;3.24;14.27
23187;9;10;22/07/2023;1263.61;5.2;4.56;3.69;15.83
23189;6;15;22/07/2023;4113.12;4.2;5.15;3.35;15.25
23203;32;10;22/07/2023;3582.06;2.7;3.7;3.82;17.86
23205;131;3;22/07/2023;3467.09;9.2;4.57;3.31;14.91
23206;78;11;22/07/2023;4125.43;;4.56;3.7;18.8
23207;112;9;22/07/2023;3542.76;8.7;4.09;3.85;19.24
23210;54;11;22/07/2023;1983.99;3.9;3.15;3.91;18.93
23211;57;2;22/07/2023;2070.59;8.7;4.66;3.32;18.28
23214;214;11;22/07/2023;2839.14;3.3;5.06;;19.29
23215;209;12;22/07/2023;2045.91;7.5;;3.6;19.98
23216;150;12;22/07/2023;529.22;9.9;4.9;2.83;17.44
23219;212;9;22/07/2023;1462.07;4.1;4.87;3.47;18.4
23221;201;2;22/07/2023;4171.04;3.1;5.43;3.07;14.07
23222;216;17;22/07/2023;2781.03;9.5;5.34;;
23223;176;11;22/07/2023;662.0;8.5;3.87;3.51;19.08
23237;113;1;22/07/2023;3827.74;6.2;3.44;3.28;19.07
23239;93;2;22/07/2023;3322.05;9.4;3.67;3.31;17.93
23248;128;13;22/07/2023;2082.85;6.6;4.83;3.99;19.92
23250;173;5;22/07/2023;1319.05;7.1;4.35;3.76;19.27
23253;240;4;22/07/2023;2547.51;5.7;5.1;3.62;16.09
23254;195;8;22/07/2023;3825.04;8.8;;3.33;19.73
23256;38;10;22/07/2023;1446.72;9.1;4.39;3.49;15.13
23257;34;15;22/07/2023;2586.15;9.0;5.35;3.66;16.89
23261;200;12;23/07/2023;946.72;7.1;4.3;3.18;18.75
23262;117;14;23/07/2023;4201.27;6.8;4.32;3.04;18.45
23264;222;10;23/07/2023;4956.06;8.6;3.56;3.07;19.2
23268;26;8;23/07/2023;4547.54;5.0;3.16;3.23;16.96
23270;17;9;23/07/2023;452.62;2.3;5.48;3.9;15.71
23272;82;19;23/07/2023;441.28;5.1;3.43;3.07;14.58
23274;152;4;23/07/2023;4286.32;4.6;3.53;3.5;14.66
23279;118;10;23/07/2023;2577.26;5.9;4.78;3.78;17.3
23280;227;9;23/07/2023;4853.91;7.7;3.89;2.85;16.15
23281;133;7;23/07/2023;3282.13;7.4;3.35;3.28;16.26
23283;57;2;23/07/2023;2800.49;3.6;4.78;2.9;18.74
23285;176;13;23/07/2023;290.26;8.0;3.6;3.04;
23286;66;19;23/07/2023;2024.08;6.2;3.05;3.95;19.1
23289;156;13;23/07/2023;3399.41;2.9;4.35;3.39;17.71
23292;32;13;23/07/2023;-4242.43;6.7;;3.26;17.98
23293;109;7;23/07/2023;4887.64;4.8;4.29;;18.5
23294;101;4;23/07/2023;2072.04;6.8;4.04;3.16;17.87
23301;221;8;23/07/2023;4561.01;7.2;4.78;3.97;18.56
23302;218;4;23/07/2023;2083.96;2.5;4.53;3.59;18.27
23305;14;17;23/07/2023;3494.14;4.8;3.4;3.63;18.16
23307;131;10;23/07/2023;2546.37;8.6;;3.84;16.19
23309;6;12;23/07/2023;3979.31;3.0;4.66;3.62;14.81
23314;136;1;23/07/2023;734.98;;4.22;3.61;19.82
23315;76;2;23/07/2023;2894.7;8.1;4.37;3.57;15.07
23316;233;6;23/07/2023;2429.3;8.4;3.24;3.76;14.12
23319;56;2;23/07/2023;3993.95;;4.65;3.11;16.52
23323;90;11;23/07/2023;2340.96;6.6;4.85;3.79;16.3
23324;195;2;23/07/2023;2476.5;8.2;5.29;3.38;19.23
23329;89;3;23/07/2023;4372.9;;4.87;3.72;18.96
23338;157;13;23/07/2023;4680.62;8.5;4.92;3.18;18.81
23340;53;20;23/07/2023;3550.93;8.1;4.0;3.74;17.86
23341;165;6;23/07/2023;-1540.12;6.4;3.67;3.48;16.09
23347;134;14;23/07/2023;1461.79;2.6;5.47;2.87;14.86
23348;44;14;23/07/2023;955.19;4.4;4.67;2.86;18.92
23350;188;14;23/07/2023;1185.59;2.8;3.01;3.96;17.1
23353;25;19;23/07/2023;1581.8;;3.26;3.22;14.39
23357;94;16;23/07/2023;2972.67;7.0;5.39;3.95;14.14
23359;11;12;24/07/2023;2499.52;4.9;3.06;3.63;14.96
23360;205;7;24/07/2023;3272.28;7.0;3.99;3.88;14.19
23364;77;16;24/07/2023;3585.31;10.0;3.53;3.0;14.2
23368;131;2;24/07/2023;3899.9;6.3;;3.17;14.89
23371;161;19;24/07/2023;1153.79;4.4;5.45;3.87;15.52
23376;182;4;24/07/2023;614.56;4.4;4.26;3.58;14.51
23379;76;16;24/07/2023;1909.26;4.0;3.86;3.84;17.05
23381;225;3;24/07/2023;3656.82;2.9;3.02;2.92;19.87
23387;165;3;24/07/2023;1471.05;6.8;4.34;3.16;17.09
23388;187;11;24/07/2023;2041.5;3.9;5.32;3.03;15.0
23390;102;6;24/07/2023;2745.67;3.8;3.12;3.0;16.11
23395;68;5;24/07/2023;1202.61;9.8;4.0;3.45;17.38
23402;151;4;24/07/2023;4248.36;;5.43;3.02;17.62
23403;88;10;24/07/2023;4085.47;2.7;4.07;3.21;15.65
23411;111;20;24/07/2023;4308.1;4.8;3.56;3.24;
23416;110;2;24/07/2023;562.98;4.4;5.34;3.07;17.07
23417;172;7;24/07/2023;1589.57;6.6;4.31;3.18;18.19
23420;49;6;24/07/2023;1675.79;4.0;3.89;3.11;16.06
23421;65;3;24/07/2023;1105.56;7.6;4.38;3.94;16.89
23422;162;1;24/07/2023;374.51;7.2;5.27;;15.34
23426;32;10;24/07/2023;4777.86;4.8;4.13;2.99;15.05
23428;227;11;24/07/2023;2880.8;3.2;4.8;2.98;14.21
23430;113;17;24/07/2023;531.29;3.5;4.64;3.51;15.94
23432;8;5;24/07/2023;3106.31;3.2;;3.84;14.17
23433;243;9;24/07/2023;236.58;7.1;4.93;2.9;15.75
23439;219;12;24/07/2023;2013.9;4.7;5.11;3.76;16.85
23441;173;17;24/07/2023;2580.82;8.3;;2.96;19.46
23445;53;5;24/07/2023;4062.48;7.0;5.04;3.33;17.65
23447;220;12;24/07/2023;2787.46;9.7;3.84;3.11;14.54
23452;202;9;24/07/2023;2899.31;2.8;5.12;3.72;17.29
23454;35;9;24/07/2023;4184.72;7.5;4.71;3.9;15.68
23456;43;14;24/07/2023;2372.54;;3.9;;17.05
23460;17;7;24/07/2023;4333.21;9.4;3.12;;17.95
23462;233;7;24/07/2023;1941.09;3.7;3.35;3.98;19.05
23468;103;13;24/07/2023;4069.65;7.5;3.43;3.64;15.97
23469;203;14;24/07/2023;2619.32;;;3.88;14.71
23470;112;16;24/07/2023;1626.64;;4.79;2.88;16.82
23471;138;9;24/07/2023;2071.37;5.4;4.22;3.94;16.73
23474;154;5;24/07/2023;3629.76;7.6;4.77;3.21;19.13
23476;188;17;24/07/2023;2606.48;3.6;5.34;2.82;14.23
23481;177;16;24/07/2023;1327.47;9.8;4.3;3.02;16.62
23482;146;20;24/07/2023;1180.6;7.6;5.21;3.21;19.32
23487;32;6;25/07/2023;3614.06;3.9;3.69;3.52;18.67
23489;28;1;25/07/2023;321.38;5.3;5.17;;17.69
23491;20;3;25/07/2023;1800.07;8.2;5.43;3.67;19.27
23492;113;19;25/07/2023;4453.65;;4.47;3.42;16.47
23493;139;19;25/07/2023;3964.17;6.2;4.6;3.05;14.52
23494;27;2;25/07/2023;4309.72;7.1;4.07;3.77;14.09
23495;213;7;25/07/2023;1576.7;8.6;4.28;3.97;19.94
23496;227;4;25/07/2023;508.79;2.9;3.92;3.84;
23497;164;20;25/07/2023;397.78;9.5;3.02;3.64;16.06
23504;244;4;25/07/2023;575.34;;;3.13;17.65
23506;41;16;25/07/2023;3905.9;6.3;;3.42;18.61
23509;173;18;25/07/2023;1567.24;2.9;3.91;;18.33
23514;242;1;25/07/2023;3961.13;5.9;5.21;3.14;15.99
23517;205;11;25/07/2023;4089.28;9.3;4.7;;17.76
23519;236;10;25/07/2023;3585.1;7.6;3.46;3.11;18.75
23521;85;11;25/07/2023;2215.36;5.1;5.13;3.19;14.66
23524;204;18;25/07/2023;4787.45;2.1;4.25;2.88;14.81
23531;158;20;25/07/2023;1997.25;2.1;3.65;2.82;19.87
23534;207;17;25/07/2023;1154.72;4.2;4.02;3.62;16.71
23546;65;18;25/07/2023;1938.51;5.8;3.68;4.0;16.61
23549;64;18;25/07/2023;1955.57;7.8;3.09;3.12;14.03
23553;146;18;25/07/2023;3703.08;5.5;5.01;3.33;18.09
23554;86;4;25/07/2023;1864.12;4.9;3.25;2.82;18.33
23555;219;10;25/07/2023;3393.18;8.2;4.23;3.01;18.25
23560;232;19;25/07/2023;2073.16;3.5;3.43;3.79;17.3
23561;105;9;25/07/2023;4801.79;2.7;4.74;3.39;18.87
23571;196;16;25/07/2023;1948.41;8.4;3.95;3.74;15.64
23581;129;15;25/07/2023;2676.41;8.0;4.52;2.95;18.6
23582;130;7;25/07/2023;3893.84;4.4;4.32;3.78;19.24
23586;4;15;25/07/2023;3570.44;4.1;3.4;3.65;15.44
23590;79;11;25/07/2023;1138.18;2.6;5.44;2.98;19.05
23591;136;12;25/07/2023;2895.86;8.4;3.74;2.83;16.4
23592;8;20;25/07/2023;1157.73;5.0;3.09;3.52;16.73
23594;175;20;25/07/2023;4621.79;2.8;5.04;2.91;19.33
23596;10;11;25/07/2023;4350.93;10.0;5.32;3.31;19.22
23601;230;18;25/07/2023;1609.91;3.0;4.61;;19.71
23606;184;7;25/07/2023;4686.68;6.3;4.42;3.73;19.6
23608;187;14;25/07/2023;1992.73;2.3;4.33;3.38;15.22
23609;168;7;25/07/2023;996.0;5.4;3.98;2.88;15.6
23616;149;2;25/07/2023;3955.53;7.6;4.29;3.74;18.82
23618;133;18;25/07/2023;462.24;8.0;5.05;3.69;18.89
23620;18;1;25/07/2023;2231.82;7.0;5.26;2.86;18.85
23628;12;20;26/07/2023;4998.57;;4.5;3.7;15.7
23632;164;5;26/07/2023;1999.67;4.3;3.65;3.76;19.18
23634;93;10;26/07/2023;4188.61;4.9;4.15;3.34;14.14
23636;103;6;26/07/2023;2080.56;7.9;4.86;3.74;16.02
23637;60;11;26/07/2023;736.66;7.0;4.22;3.75;15.63
23639;126;15;26/07/2023;224.02;8.3;4.29;3.11;15.95
23640;125;10;26/07/2023;2615.02;8.9;4.66;3.39;19.99
23643;244;14;26/07/2023;3746.07;8.3;3.5;;17.88
23645;143;9;26/07/2023;2481.44;3.1;4.96;3.45;14.39
23646;198;9;26/07/2023;3178.04;6.2;4.86;3.94;18.51
23648;119;3;26/07/2023;3182.28;6.7;3.25;3.93;15.95
23657;236;1;26/07/2023;2012.6;4.7;5.28;3.48;15.54
23661;108;5;26/07/2023;3007.46;8.6;;3.03;
23664;175;12;26/07/2023;-1911.66;7.5;3.18;3.55;17.39
23665;200;19;26/07/2023;1586.0;8.7;4.23;2.87;16.02
23669;102;1;26/07/2023;2029.34;7.5;3.07;4.0;14.48
23670;117;10;26/07/2023;657.57;3.4;5.47;3.63;19.45
23674;64;1;26/07/2023;2366.98;6.4;3.8;3.66;19.01
23675;201;1;26/07/2023;735.09;7.2;5.31;2.84;15.37
23676;8;10;26/07/2023;2632.6;5.8;3.8;3.79;18.41
23678;203;19;26/07/2023;2264.73;4.6;3.92;3.21;19.54
23679;16;8;26/07/2023;4137.89;4.3;;3.82;19.14
23680;151;8;26/07/2023;1482.35;9.9;;3.16;18.15
23682;76;17;26/07/2023;1414.05;3.4;4.85;3.63;17.65
23683;149;8;26/07/2023;2874.49;5.4;5.38;3.55;16.31
23685;155;5;26/07/2023;1907.51;2.0;3.35;3.16;17.67
23686;59;7;26/07/2023;1185.88;3.8;4.54;3.46;18.27
23687;238;20;26/07/2023;1448.29;2.6;3.78;3.2;17.38
23688;79;1;26/07/2023;1074.24;9.7;5.27;2.99;17.9
23692;56;4;26/07/2023;2834.52;4.4;4.92;2.86;18.61
23693;171;19;26/07/2023;236.25;4.6;5.29;2.95;
23698;33;13;26/07/2023;1898.35;4.2;3.09;3.57;17.87
23699;167;5;26/07/2023;4255.19;5.1;4.1;3.16;16.89
23700;21;9;26/07/2023;3804.22;2.2;5.09;;15.13
23704;15;8;26/07/2023;4516.17;9.7;3.31;2.94;15.0
23707;104;14;26/07/2023;4840.63;9.0;3.3;2.96;14.8
23710;116;20;26/07/2023;4416.51;2.3;4.97;2.92;15.97
23711;207;2;26/07/2023;1357.62;3.8;5.4;3.49;19.96
23714;209;13;26/07/2023;469.94;8.9;5.3;3.97;14.67
23722;232;17;26/07/2023;1013.24;6.0;4.07;3.57;14.72
23723;237;11;26/07/2023;3514.95;7.6;;2.91;16.84
23726;172;7;27/07/2023;2186.94;4.4;3.81;3.54;14.15
23727;68;7;27/07/2023;2431.06;7.6;4.65;3.7;18.61
23730;48;11;27/07/2023;2830.6;6.5;4.36;3.66;17.33
23731;134;10;27/07/2023;4205.75;4.7;3.5;2.84;18.08
23733;219;16;27/07/2023;1146.4;4.0;;3.27;14.72
23738;46;2;27/07/2023;4369.74;2.6;4.51;3.44;18.56
23748;43;2;27/07/2023;3000.66;5.9;3.74;3.85;16.67
23752;13;14;27/07/2023;1987.9;2.4;3.96;3.95;16.95
23753;16;19;27/07/2023;928.94;6.0;3.15;3.21;14.14
23755;205;1;27/07/2023;3335.29;7.1;3.13;2.91;18.8
23760;204;11;27/07/2023;4549.23;8.8;4.28;3.54;16.45
23762;88;19;27/07/2023;1928.69;;3.76;;15.53
23766;110;19;27/07/2023;4658.55;7.6;3.26;3.01;18.73
23767;91;4;27/07/2023;3237.67;6.0;;3.29;17.98
23769;112;19;27/07/2023;1996.16;5.9;4.59;3.72;19.69
23771;210;5;27/07/2023;4888.98;7.4;4.35;3.88;
