id_pedido,id_cliente,data_pedido,status,canal,desconto_pct
1144,11,2023-02-10,Faturado,Direto,9.42
1145,62,2024-09-18,Em Separação,Representante,13.39
1146,94,2024-03-31,Cancelado,Representante,11.73
1147,170,2023-06-05,Em separação,E-commerce,
1148,66,2024-02-02,Cancelado,representante,
1149,183,2023-09-09,Cancelado,Direto,3.75
1150,64,2023-01-12,Cancelado,Direto,2.56
1151,157,2023-11-22,Em separação,representante,8.24
1152,2,2024-02-29,Faturado,Representante,
1153,60,2024-12-15,Entregue,E-commerce,1.96
1154,180,2023-05-11,Entregue,E-commerce,
1155,6,2024-09-17,Entregue,E-commerce,2.11
1156,95,2024-01-07,Faturado,e-commerce,14.96
1157,5,2023-01-08,Cancelado,Direto,2.39
1158,33,2024-08-03,FATURADO,Representante,7.35
1159,138,2023-06-04,Cancelado,Direto,9.97
1160,24,2024-04-25,Em Separação,Representante,3.7
1161,98,2023-01-31,Cancelado,Direto,14.77
1162,156,2023-07-31,Em separação,Representante,8.7
1163,121,2023-03-26,Em separação,E-commerce,13.48
1164,83,2024-07-08,Em separação,Direto,6.65
1165,107,07/12/2023,EM SEPARAÇÃO,E-Commerce,1.59
1166,109,2024-07-04,EM SEPARAÇÃO,Representante,11.38
1167,99,2024-07-13,FATURADO,Direto,8.26
1168,90,2023-08-13,Cancelado,Direto,6.09
1169,164,2024-05-15,ENTREGUE,E-Commerce,3.48
1170,90,2023-04-14,Em separação,Direto,11.97
1171,101,2023-06-16,Em separação,Representante,13.39
1172,109,2024-11-22,EM SEPARAÇÃO,E-commerce,8.57
1173,44,2023-02-03,Em separação,Representante,12.29
1174,155,2024-07-26,Cancelado,E-commerce,14.42
1175,176,2024-03-14,Cancelado,e-commerce,2.4
1176,74,2024-11-03,Entregue,Direto,14.15
1177,157,2024-03-19,Entregue,E-commerce,6.34
1178,37,2024-10-16,Em separação,E-commerce,1.0
1179,185,2024-09-13,Faturado,Representante,1.64
1180,113,2024-08-15,Faturado,Representante,9.26
1181,163,2023-07-23,Cancelado,Direto,5.47
1182,200,2023-08-24,Em separação,E-commerce,
1183,180,14/09/2023,Entregue,Representante,14.08
1184,199,2023-06-25,Cancelado,E-commerce,5.87
1185,85,2023-01-08,Faturado,representante,10.07
1186,133,2023-12-27,Faturado,Representante,
1187,36,2023-10-21,Faturado,E-COMMERCE,11.35
1188,190,2023-02-22,Entregue,direto,10.52
1189,128,2023-03-25,Faturado,Representante,13.12
1190,36,2023-11-26,Cancelado,E-commerce,
1191,1,2023-05-04,Cancelado,Direto,14.35
1192,25,15/08/2024,Faturado,E-commerce,6.15
1193,68,2024-12-28,Em separação,Direto,1.58
1194,167,2023-10-04,Faturado,Representante,
1195,163,2023-08-24,Cancelado,e-commerce,1.9
1196,199,2024-09-27,ENTREGUE,Representante,
1197,129,2024-01-06,entregue,Representante,
1198,144,2023-02-25,Cancelado,Representante,1.41
1199,176,2024-04-11,entregue,Direto,6.11
1200,68,2024-12-14,Cancelado,representante,13.75
1201,141,2024-02-29,Em separação,E-COMMERCE,13.03
1202,29,2023-05-21,EM SEPARAÇÃO,Direto,10.83
1203,115,2023-08-16,entregue,E-commerce,1.17
1204,121,2024-06-20,Em separação,representante,9.1
1205,110,2024-03-15,Cancelado,E-commerce,
1206,39,2023-12-16,faturado,Direto,6.74
1207,101,2024-11-08,Em Separação,DIRETO,14.77
1208,25,2024-12-16,Entregue,Direto,5.4
1209,118,2024-01-22,faturado,E-COMMERCE,9.25
1210,158,2023-07-22,Faturado,DIRETO,
1211,15,2023-12-26,Cancelado,Representante,1.02
1212,186,2024-09-21,cancelado,E-commerce,
1213,120,2024-05-06,entregue,Direto,0.71
1214,108,2023-04-07,Cancelado,Representante,8.82
1215,89,2023-06-05,FATURADO,REPRESENTANTE,5.54
1216,58,2024-07-17,Cancelado,Direto,
1217,13,2023-06-27,Faturado,representante,
1218,105,2023-05-22,Entregue,representante,12.83
1219,39,2024-12-18,Em separação,E-commerce,2.75
1220,65,2023-04-25,Cancelado,Direto,14.03
1221,81,2023-09-23,FATURADO,Direto,2.35
1222,33,2024-08-30,Faturado,Direto,13.21
1223,170,2024-02-22,Cancelado,E-COMMERCE,14.9
1224,72,2024-04-29,Entregue,Representante,
1225,62,2023-04-26,FATURADO,E-commerce,10.77
1226,87,2023-06-20,Cancelado,E-commerce,2.13
1227,103,2023-10-28,FATURADO,E-commerce,0.3
1228,125,2024-07-18,FATURADO,Direto,2.95
1229,35,2024-10-18,Cancelado,Direto,14.46
1230,75,2024-08-13,Faturado,Direto,
1231,156,2024-01-20,FATURADO,E-commerce,10.42
1232,137,2024-10-30,CANCELADO,E-commerce,12.29
1233,184,2024-06-19,Em separação,representante,
1234,121,2024-05-28,Em separação,Direto,7.43
1235,135,2024-04-14,cancelado,direto,8.87
1236,158,2023-01-10,Faturado,Direto,6.67
1237,84,2023-05-04,Entregue,direto,
1238,21,2023-08-20,Faturado,E-commerce,10.84
1239,8,2023-02-25,Em separação,Direto,13.63
1240,17,2024-03-08,faturado,E-commerce,6.29
1241,56,2023-11-14,Entregue,Direto,13.62
1242,127,2023-10-27,Em separação,E-commerce,14.2
1243,25,2024-12-20,Em separação,representante,0.69
1244,56,2024-04-21,Cancelado,E-commerce,
1245,93,2023-11-13,Faturado,Representante,12.81
1246,65,2024-03-22,Faturado,Representante,4.12
1247,109,2023-09-12,faturado,Direto,12.37
1248,183,2024-09-27,FATURADO,E-commerce,6.64
1249,16,2023-12-22,EM SEPARAÇÃO,Direto,
1250,198,2023-07-07,Em separação,E-Commerce,9.36
1251,187,2024-06-27,Cancelado,Representante,10.29
1252,143,2024-04-26,faturado,Direto,
1253,97,2024-05-12,Cancelado,E-COMMERCE,2.29
1254,200,2023-07-16,Entregue,E-commerce,6.73
1255,14,2024-12-24,Cancelado,Direto,9.3
1256,131,2023-05-25,Em separação,Representante,
1257,67,2024-09-07,entregue,Representante,
1258,113,2024-10-04,Faturado,E-commerce,
1259,112,2024-12-28,Cancelado,Direto,3.4
1260,139,2023-10-26,Entregue,E-commerce,
1261,152,2024-03-26,Cancelado,Direto,10.6
1262,87,2024-10-21,Cancelado,REPRESENTANTE,
1263,27,2023-07-10,em separação,Direto,2.08
1264,153,2024-07-29,Entregue,Direto,5.82
1265,30,2024-02-07,Faturado,Representante,13.32
1266,137,2023-02-17,entregue,E-commerce,
1267,104,2023-01-10,Faturado,E-Commerce,1.05
1268,44,2023-01-24,Entregue,Direto,
1269,100,2024-01-25,Em separação,E-commerce,1.61
1270,166,2023-07-10,Em separação,E-commerce,10.93
1271,106,2023-06-05,Entregue,Representante,0.76
1272,116,2023-08-08,Faturado,E-COMMERCE,8.49
1273,135,2024-04-10,Cancelado,Direto,0.6
1274,54,2023-02-09,Em separação,direto,
1275,68,2024-11-17,CANCELADO,Representante,11.52
1276,16,2023-12-14,ENTREGUE,Representante,0.84
1277,192,30/07/2024,Em separação,E-commerce,2.08
1278,106,2023-11-11,Em separação,E-commerce,5.88
1279,157,2024-06-23,Entregue,Representante,5.58
1280,140,2024-12-14,Faturado,representante,4.69
1281,83,2023-05-16,EM SEPARAÇÃO,e-commerce,9.52
1282,128,2023-10-29,Faturado,Direto,5.6
1283,164,05/04/2024,Cancelado,Direto,
1284,173,2024-05-07,Faturado,Representante,3.35
1285,3,2023-07-23,Entregue,E-commerce,3.62
1286,122,2023-02-02,Cancelado,Representante,
1287,29,2023-07-20,FATURADO,Direto,14.58
1288,42,2024-09-11,Cancelado,E-commerce,12.81
1289,100,2023-05-09,Em separação,Representante,8.08
1290,13,2023-09-22,Entregue,Direto,
1291,168,2023-02-02,Faturado,E-commerce,3.09
1292,182,2023-08-20,Em separação,Direto,7.78
1293,159,2023-06-09,Cancelado,Representante,3.01
1294,197,2023-03-26,Em separação,Direto,
1295,52,2023-05-27,Cancelado,Direto,5.98
1296,137,2024-07-21,Cancelado,E-Commerce,5.0
1297,33,2024-07-15,Faturado,e-commerce,0.63
1298,163,2023-08-16,Faturado,E-Commerce,13.94
1299,191,2024-08-08,Faturado,E-commerce,5.31
1300,46,2023-02-25,Entregue,E-COMMERCE,0.26
1301,96,2023-10-05,Entregue,Representante,13.08
1302,32,2024-12-20,Em separação,E-Commerce,9.78
1303,118,2023-04-11,Em separação,E-commerce,9.75
1304,189,2023-05-01,entregue,E-COMMERCE,10.28
1305,25,2024-12-09,Em separação,E-Commerce,4.5
1306,1,2024-11-10,EM SEPARAÇÃO,Direto,10.37
1307,148,2023-08-26,Entregue,Representante,5.16
1308,148,2023-12-04,Em separação,E-commerce,
1309,47,2024-04-13,Em separação,Direto,
1310,167,2023-07-12,Entregue,E-COMMERCE,4.94
1311,58,2024-04-29,Entregue,E-commerce,0.23
1312,51,2024-04-25,Faturado,Representante,2.06
1313,173,2024-07-10,cancelado,Direto,
1314,73,2024-01-21,Faturado,Direto,7.3
1315,52,2023-04-25,Entregue,e-commerce,
1316,56,2023-06-12,Cancelado,Direto,7.37
1317,17,03/08/2024,faturado,E-commerce,7.62
1318,116,2023-05-30,Faturado,e-commerce,14.09
1319,73,2024-12-01,Cancelado,Direto,3.52
1320,30,2024-03-24,Em separação,Direto,9.92
1321,146,2024-08-31,Cancelado,E-COMMERCE,13.91
1322,94,2024-04-04,ENTREGUE,E-commerce,7.92
1323,52,2023-05-05,Em separação,E-COMMERCE,5.69
1324,143,2024-12-09,Entregue,E-commerce,9.18
1325,189,2023-09-08,Entregue,Direto,11.99
1326,69,2024-09-10,Em separação,Direto,
1327,39,2023-12-25,Em Separação,E-commerce,
1328,36,2024-09-02,Faturado,representante,9.74
1329,175,2024-09-19,EM SEPARAÇÃO,E-commerce,4.91
1330,74,2024-05-25,Cancelado,Direto,
1331,157,2023-02-21,Em separação,E-commerce,8.05
1332,124,2023-03-03,Faturado,Direto,7.82
1333,63,2024-01-20,Em separação,Representante,
1334,92,2024-03-19,Em separação,Direto,1.22
1335,16,2023-04-16,Cancelado,DIRETO,14.42
1336,199,2023-04-18,Entregue,Direto,
1337,90,2024-07-14,Entregue,Representante,
1338,66,2023-06-16,CANCELADO,Direto,
1339,159,2024-01-03,faturado,E-commerce,
1340,62,2024-09-24,Cancelado,E-commerce,
1341,132,2023-08-12,Em separação,Direto,3.9
1342,33,2024-06-03,entregue,Direto,2.87
1343,51,2023-09-27,Cancelado,DIRETO,3.77
1344,97,2023-07-29,Cancelado,Direto,11.42
1345,82,2024-04-25,Cancelado,Representante,1.24
1346,157,2023-10-22,Entregue,Direto,0.52
1347,117,2024-11-16,Faturado,Representante,14.58
1348,154,2024-03-06,Cancelado,E-commerce,7.87
1349,35,2024-03-25,Entregue,REPRESENTANTE,10.08
1350,50,2024-11-26,Em separação,Representante,
1351,74,2023-08-18,FATURADO,REPRESENTANTE,13.97
1352,65,2023-05-08,Em separação,Direto,2.55
1353,190,2023-09-21,Em separação,Representante,13.32
1354,153,2024-06-20,Faturado,representante,5.09
1355,138,2023-09-18,Em separação,E-Commerce,3.8
1356,159,2023-12-13,Entregue,Representante,13.38
1357,93,2024-06-12,Entregue,Direto,3.91
1358,23,2023-06-22,FATURADO,Representante,
1359,95,2024-01-11,Faturado,Representante,
1360,85,2024-07-25,Entregue,Representante,12.68
1361,79,2023-10-16,Entregue,E-commerce,6.0
1362,150,30/03/2023,FATURADO,direto,4.85
1363,14,2024-02-05,Entregue,E-commerce,3.85
1364,22,2024-02-05,Entregue,direto,12.17
1365,173,2024-01-04,entregue,REPRESENTANTE,
1366,100,2024-10-20,Faturado,Representante,0.23
1367,90,2024-03-25,Em separação,Representante,
1368,4,2024-08-23,Faturado,Direto,8.01
1369,150,2023-07-06,Faturado,Direto,12.34
1370,3,2023-05-21,Entregue,E-commerce,14.42
1371,169,2023-07-18,Faturado,Direto,7.48
1372,48,2024-09-13,Em separação,Direto,4.42
1373,140,2023-03-02,Faturado,direto,1.3
1374,151,2024-04-23,CANCELADO,Representante,11.98
1375,93,2024-07-17,Cancelado,Representante,2.0
1376,143,2023-04-05,CANCELADO,E-commerce,5.08
1377,84,2023-11-30,Em separação,E-commerce,11.95
1378,62,2024-04-30,Faturado,Direto,9.21
1379,143,2023-10-24,faturado,E-commerce,
1380,89,2023-01-22,Entregue,Direto,2.85
1381,140,2024-05-27,faturado,E-Commerce,4.1
1382,96,2023-02-08,Entregue,REPRESENTANTE,8.33
1383,18,01/05/2023,Entregue,representante,2.43
1384,130,2024-07-09,Em separação,E-commerce,5.2
1385,181,2024-04-04,Entregue,REPRESENTANTE,0.32
1386,99,2023-06-05,Entregue,E-commerce,1.78
1387,123,2023-03-31,Faturado,Direto,14.81
1388,128,2024-02-18,CANCELADO,Direto,2.02
1389,143,2024-10-09,Em separação,Direto,1.41
1390,26,2023-11-11,entregue,REPRESENTANTE,6.75
1391,174,2024-07-07,Entregue,E-commerce,
1392,161,2024-04-12,Em separação,E-commerce,5.01
1393,127,2023-01-27,Entregue,e-commerce,9.39
1394,54,2024-01-08,Cancelado,representante,6.03
1395,6,2023-08-14,Faturado,Representante,
1396,74,2024-03-06,faturado,Representante,13.65
1397,63,2023-03-28,Entregue,e-commerce,11.08
1398,25,2024-05-11,Cancelado,Representante,11.66
1399,140,2023-08-26,Faturado,DIRETO,9.12
1400,91,2024-03-01,cancelado,representante,4.53
1401,150,2023-03-09,Cancelado,Direto,11.66
1402,26,2023-11-20,Faturado,E-commerce,
1403,177,2023-08-17,Em separação,Direto,
1404,66,2023-05-28,FATURADO,Direto,
1405,64,2023-02-03,Faturado,direto,12.81
1406,52,25/05/2023,EM SEPARAÇÃO,REPRESENTANTE,
1407,167,2023-11-03,Cancelado,DIRETO,5.02
1408,185,2023-07-21,Faturado,Representante,8.56
1409,42,2024-08-07,CANCELADO,Representante,5.48
1410,19,2023-04-30,CANCELADO,Representante,
1411,89,2024-04-27,Em separação,Representante,
1412,12,2024-03-13,Faturado,E-commerce,3.38
1413,56,2024-09-24,Cancelado,Representante,
1414,189,2024-09-03,Faturado,Representante,14.32
1415,184,2024-01-27,Em separação,Representante,9.41
1416,165,2023-07-22,Faturado,E-commerce,10.24
1417,105,2023-08-03,Em separação,Representante,8.09
1418,112,2024-01-07,Faturado,REPRESENTANTE,0.18
1419,67,2024-06-09,Em separação,E-commerce,0.8
1420,103,2024-10-16,Faturado,E-commerce,1.63
1421,41,2023-05-27,Faturado,E-commerce,
1422,49,2024-10-31,Cancelado,Representante,6.69
1423,159,2023-12-05,Faturado,REPRESENTANTE,8.24
1424,166,2023-01-12,Em Separação,Direto,7.82
1425,153,16/09/2023,Cancelado,E-commerce,2.59
1426,173,2023-05-14,Em separação,representante,4.39
1427,190,2024-04-26,Entregue,E-commerce,0.44
1428,141,2023-05-20,EM SEPARAÇÃO,e-commerce,4.36
1429,24,2024-10-27,Em Separação,e-commerce,1.8
1430,32,2023-07-05,Faturado,e-commerce,3.34
1431,192,2024-04-18,Entregue,E-Commerce,
1432,133,2024-10-02,Faturado,E-commerce,10.01
1433,75,2023-03-07,Cancelado,E-Commerce,
1434,114,2023-08-01,Em separação,E-COMMERCE,12.7
1435,58,28/06/2023,Entregue,Direto,13.15
1436,141,2023-05-09,FATURADO,Representante,6.07
1437,74,2024-06-23,Em separação,Direto,0.64
1438,9,29/09/2024,Cancelado,Direto,3.5
1439,51,2023-06-18,entregue,Representante,14.04
1440,198,2023-01-26,Entregue,Direto,
1441,87,2023-08-21,Entregue,E-commerce,1.66
1442,4,2023-12-27,Em separação,Representante,6.45
1443,78,2023-07-27,Faturado,Direto,5.31
1444,47,2023-12-08,Faturado,Representante,0.2
1445,173,2023-07-16,faturado,E-commerce,
1446,133,2024-10-15,Faturado,Direto,0.04
1447,78,2024-10-21,Entregue,E-Commerce,
1448,139,2023-05-28,Entregue,E-commerce,0.91
1449,66,2023-04-17,Cancelado,representante,8.87
1450,67,2024-03-27,Cancelado,Representante,
1451,158,2024-02-12,Faturado,E-commerce,12.38
1452,3,2024-03-26,Em separação,Representante,14.18
1453,54,2023-08-19,Faturado,Representante,6.04
1454,93,2023-05-14,Em separação,E-commerce,11.41
1455,103,2024-10-09,Faturado,DIRETO,2.3
1456,41,2024-10-13,Faturado,Direto,8.46
1457,106,2023-04-15,ENTREGUE,Direto,1.18
1458,185,2023-08-31,Faturado,E-Commerce,10.99
1459,135,2024-10-02,Faturado,Representante,4.22
1460,194,2024-08-02,Em separação,Direto,3.83
1461,118,2024-01-11,CANCELADO,Direto,7.23
1462,91,2023-10-29,Em Separação,direto,10.25
1463,85,2023-01-25,Em separação,REPRESENTANTE,7.71
1464,54,2023-09-27,Faturado,E-commerce,
1465,57,2024-02-06,Cancelado,Representante,13.56
1466,8,2024-03-07,Em separação,Direto,
1467,51,2024-06-21,faturado,E-commerce,6.02
1468,67,2024-05-13,Entregue,Representante,3.26
1469,80,2024-11-17,Entregue,direto,8.94
1470,142,2023-06-21,Faturado,E-commerce,3.69
1471,160,2023-09-24,em separação,E-COMMERCE,2.22
1472,193,2024-07-29,Cancelado,Representante,7.79
1473,48,2024-08-20,Entregue,Representante,1.63
1474,178,09/01/2024,Entregue,E-COMMERCE,5.76
1475,178,2024-05-01,Faturado,E-COMMERCE,
1476,56,2023-01-30,Entregue,E-commerce,3.25
1477,122,2023-04-25,em separação,E-Commerce,4.15
1478,200,2024-12-27,Entregue,e-commerce,2.28
1479,10,2023-05-07,Faturado,E-commerce,2.91
1480,36,2024-12-15,Cancelado,Representante,
1481,132,2023-10-23,CANCELADO,E-commerce,
1482,140,2024-06-25,Faturado,Representante,11.09
1483,117,2023-11-01,Entregue,Direto,11.34
1484,37,2024-10-18,Em separação,Representante,8.82
1485,106,2023-09-20,Entregue,Direto,14.89
1486,144,2023-04-03,Cancelado,Representante,5.11
1487,109,2023-04-18,Entregue,E-commerce,
1488,54,2024-03-24,Entregue,E-commerce,1.9
1489,140,2024-06-07,Faturado,Representante,6.75
1490,142,07/01/2024,Faturado,Direto,1.99
1491,89,2024-07-21,Em separação,Direto,12.48
1492,183,2024-08-19,Cancelado,Representante,5.11
1493,145,2023-04-17,Faturado,E-COMMERCE,0.12
1494,65,2024-12-26,Em separação,Direto,2.83
1495,149,2024-01-31,Cancelado,Direto,10.69
1496,170,2023-03-27,Cancelado,REPRESENTANTE,13.71
1497,89,2024-11-15,Faturado,Representante,7.7
1498,46,2023-01-02,Cancelado,Representante,
1499,14,2024-07-04,Entregue,Representante,
1500,118,2023-01-29,Entregue,REPRESENTANTE,4.36
1501,63,2024-03-08,Faturado,representante,
1502,141,2023-02-05,Faturado,Direto,7.14
1503,181,2024-03-18,Cancelado,Direto,
1504,8,2024-08-13,Entregue,Representante,0.19
1505,74,2023-05-17,Entregue,Direto,7.88
1506,97,2024-01-22,Entregue,REPRESENTANTE,10.72
1507,78,2023-04-07,Faturado,E-commerce,9.34
1508,144,2023-04-09,Entregue,E-commerce,0.13
1509,159,2024-08-29,Entregue,E-commerce,5.75
1510,125,2023-05-22,Entregue,Direto,9.13
1511,192,2024-10-03,Cancelado,Direto,
1512,199,2024-06-07,Faturado,Representante,8.46
1513,138,2023-11-16,Cancelado,e-commerce,4.14
1514,78,2024-11-18,Em separação,Direto,4.17
1515,58,2023-10-18,Cancelado,Direto,2.69
1516,79,2024-07-20,EM SEPARAÇÃO,E-commerce,0.63
1517,96,2023-03-06,Cancelado,Representante,5.75
1518,26,2023-08-28,Entregue,Representante,13.97
1519,78,2024-08-18,Cancelado,Direto,7.23
1520,146,2023-12-27,Em Separação,Direto,
1521,84,2024-06-10,Faturado,Direto,7.95
1522,146,2024-06-15,Em separação,Representante,
1523,18,2024-03-17,Entregue,E-Commerce,13.42
1524,124,2023-12-26,Entregue,Representante,6.12
1525,91,2024-02-26,Em separação,e-commerce,6.26
1526,166,2023-12-11,Entregue,E-commerce,
1527,111,2024-04-05,Entregue,Representante,
1528,66,2023-08-31,Em separação,E-commerce,10.03
1529,94,2024-05-21,Entregue,Representante,1.26
1530,122,2023-06-21,Entregue,Representante,0.8
1531,152,2024-01-02,Em separação,E-commerce,
1532,60,2023-03-11,Cancelado,direto,9.64
1533,43,2023-06-26,Cancelado,E-commerce,9.58
1534,166,2023-09-18,Em separação,Direto,8.11
1535,30,2024-06-14,Cancelado,E-commerce,
1536,119,2024-01-02,EM SEPARAÇÃO,E-commerce,4.99
1537,157,2023-10-05,CANCELADO,Representante,1.42
1538,102,2024-01-05,EM SEPARAÇÃO,Representante,5.64
1539,29,2023-03-27,Faturado,E-COMMERCE,0.74
1540,17,2023-06-13,Entregue,REPRESENTANTE,0.64
1541,109,2024-08-05,Entregue,Representante,4.11
1542,190,2024-10-30,Faturado,DIRETO,
1543,61,2024-11-01,Entregue,E-commerce,2.19
1544,84,2023-12-03,Cancelado,e-commerce,
1545,180,2024-07-03,Cancelado,Representante,
1546,9,2023-11-08,Faturado,Representante,
1547,126,2024-11-06,Em separação,DIRETO,
1548,188,2023-12-06,Em separação,Direto,9.29
1549,106,2023-01-18,Em separação,Representante,13.62
1550,22,2023-04-15,Faturado,e-commerce,
1551,104,2023-02-26,entregue,E-commerce,5.65
1552,184,2024-02-04,Faturado,Direto,14.09
1553,18,2024-06-10,Faturado,Representante,14.35
1554,25,13/02/2023,entregue,Representante,
1555,130,2023-05-29,Em separação,E-commerce,2.89
1556,72,2024-04-16,Entregue,E-commerce,7.4
1557,189,2023-08-23,Faturado,Representante,3.28
1558,76,2023-06-01,Em separação,E-commerce,6.63
1559,169,2024-11-07,Em separação,representante,6.23
1560,185,2023-06-24,Entregue,E-commerce,5.37
1561,175,2024-09-20,CANCELADO,Direto,6.75
1562,156,2024-06-24,Faturado,Representante,5.39
1563,68,2023-05-23,Cancelado,Representante,1.15
1564,175,21/06/2024,em separação,Direto,14.33
1565,21,2023-12-01,Em separação,Direto,7.04
1566,142,2024-02-28,Entregue,E-commerce,13.7
1567,107,2023-12-29,cancelado,Representante,
1568,20,2023-04-27,CANCELADO,E-commerce,2.89
1569,128,2023-09-25,Faturado,Representante,0.96
1570,18,2024-07-31,Em separação,E-commerce,5.92
1571,31,2023-06-26,CANCELADO,E-commerce,9.9
1572,88,2023-09-03,Cancelado,Direto,
1573,199,2023-10-12,Cancelado,E-commerce,9.71
1574,129,2024-06-26,Cancelado,Representante,10.47
1575,56,2024-03-31,Entregue,E-commerce,5.86
1576,93,2023-01-29,Faturado,Direto,2.25
1577,122,2024-01-23,FATURADO,Direto,
1578,170,2023-02-07,Em separação,E-commerce,13.59
1579,70,2023-08-06,Em separação,Representante,13.58
1580,28,2024-05-18,EM SEPARAÇÃO,Representante,0.46
1581,44,2024-08-11,Faturado,E-commerce,0.5
1582,194,2024-08-30,ENTREGUE,E-commerce,
1583,87,2023-04-28,Cancelado,E-commerce,
1584,61,2024-07-25,Entregue,Direto,13.37
1585,60,2023-06-10,Em separação,Representante,7.5
1586,133,2023-06-15,Entregue,direto,11.8
1587,134,2024-01-02,Entregue,E-commerce,
1588,135,2023-09-20,Cancelado,Representante,2.31
1589,42,2024-05-23,Entregue,direto,11.68
1590,37,2024-11-22,Cancelado,E-commerce,
1591,140,2024-04-20,Entregue,Direto,7.77
1592,94,2023-11-04,Em separação,E-commerce,6.61
1593,105,2023-10-12,Faturado,E-commerce,
1594,196,2023-05-24,Entregue,Direto,12.11
1595,144,07/07/2024,Entregue,E-commerce,0.84
1596,26,2023-01-24,Cancelado,Direto,
1597,45,2023-08-26,cancelado,Representante,7.03
1598,130,2023-11-17,Cancelado,E-commerce,11.76
1599,124,2024-09-15,ENTREGUE,E-commerce,1.79
1600,27,2023-09-16,Em separação,Direto,7.55
1601,73,2024-06-20,Entregue,Representante,5.79
1602,2,2023-06-21,Faturado,Representante,5.69
1603,48,2023-11-30,Cancelado,Direto,11.32
1604,196,2023-01-23,Em separação,Direto,4.21
1605,147,2023-09-07,Em separação,Direto,
1606,29,2024-10-06,Faturado,Direto,
1607,188,2024-11-07,Entregue,Representante,11.96
1608,136,2024-08-02,Faturado,Representante,
1609,139,2023-01-17,Entregue,Direto,
1610,80,2024-12-31,ENTREGUE,E-COMMERCE,4.28
1611,34,2024-05-06,Entregue,Representante,13.69
1612,16,2024-01-18,Entregue,Representante,5.04
1613,19,2023-08-30,Cancelado,E-commerce,9.75
1614,184,2023-12-07,Em separação,E-commerce,
1615,72,2023-05-28,Entregue,E-COMMERCE,7.48
1616,57,2024-01-16,Faturado,DIRETO,9.54
1617,75,2023-06-01,Entregue,E-commerce,0.04
1618,157,2024-03-30,Em separação,Representante,5.1
1619,182,2023-09-18,Faturado,DIRETO,11.08
1620,127,2024-06-17,Em separação,Direto,8.08
1621,174,2023-01-09,Cancelado,Representante,11.05
1622,175,2024-02-24,Entregue,Representante,6.88
1623,178,2023-07-09,ENTREGUE,REPRESENTANTE,5.44
1624,124,2023-10-12,CANCELADO,Direto,5.48
1625,24,2023-08-21,Faturado,E-commerce,4.38
1626,11,2023-12-16,ENTREGUE,Representante,4.02
1627,115,2023-05-16,Cancelado,Direto,9.56
1628,26,2023-01-22,Entregue,E-commerce,
1629,129,2024-12-13,EM SEPARAÇÃO,Representante,
1630,39,2023-01-04,ENTREGUE,Representante,14.66
1631,93,2024-07-02,Entregue,Direto,1.07
1632,39,2023-07-12,Cancelado,Direto,13.32
1633,176,28/08/2023,Faturado,Representante,12.01
1634,177,2023-10-17,Faturado,Direto,4.23
1635,197,2023-07-14,Cancelado,E-commerce,
1636,120,2024-11-30,faturado,E-commerce,4.48
1637,14,2023-06-14,em separação,representante,6.02
1638,84,2023-10-04,Cancelado,E-commerce,6.58
1639,53,2023-12-03,Em separação,Direto,
1640,6,2024-12-29,Cancelado,Direto,
1641,165,2024-05-26,ENTREGUE,Representante,10.73
1642,128,2023-12-24,Faturado,E-commerce,
1643,94,2024-07-05,EM SEPARAÇÃO,E-commerce,7.01
1644,7,2024-11-06,Cancelado,direto,0.5
1645,75,2024-11-27,Cancelado,E-commerce,13.86
1646,10,2024-11-17,Em separação,Representante,8.71
1647,127,2023-09-13,Cancelado,Representante,9.47
1648,186,2023-07-22,Em Separação,REPRESENTANTE,6.8
1649,81,2023-03-07,Cancelado,e-commerce,6.92
1650,3,2023-03-08,Em Separação,E-COMMERCE,
1651,182,2023-01-09,Em separação,E-COMMERCE,
1652,197,2024-08-16,Cancelado,Direto,13.7
1653,78,2023-05-16,ENTREGUE,Representante,1.39
1654,173,2023-10-30,Faturado,E-commerce,
1655,37,2024-06-10,Faturado,Direto,
1656,78,2023-03-23,Entregue,Direto,1.13
1657,64,2024-08-29,Em separação,E-commerce,0.75
1658,136,2023-01-17,Em separação,E-commerce,14.89
1659,142,2024-01-13,EM SEPARAÇÃO,E-commerce,
1660,11,2023-01-17,entregue,E-commerce,12.06
1661,53,2023-09-08,Entregue,Direto,14.14
1662,62,2024-03-09,Faturado,Representante,14.75
1663,196,2024-08-12,Cancelado,Direto,3.95
1664,46,2023-10-04,Cancelado,E-commerce,
1665,72,2023-11-30,Cancelado,Representante,3.91
1666,9,16/12/2023,Em separação,E-commerce,6.71
1667,51,2023-09-27,em separação,E-commerce,14.42
1668,28,2023-10-11,Entregue,E-commerce,0.21
1669,54,2023-11-12,Faturado,E-commerce,2.08
1670,87,2024-12-10,faturado,Representante,6.12
1671,192,31/08/2024,Faturado,Direto,1.65
1672,7,2023-04-02,Entregue,Representante,10.0
1673,195,2024-05-26,Faturado,E-commerce,
1674,152,2024-01-21,entregue,Direto,5.36
1675,30,2023-09-24,Faturado,E-COMMERCE,7.73
1676,161,2023-11-02,Em separação,Representante,7.75
1677,27,16/05/2023,Entregue,Direto,
1678,102,2024-09-12,Cancelado,Representante,
1679,174,2023-02-08,Entregue,Direto,7.17
1680,118,2023-08-17,CANCELADO,E-commerce,12.27
1681,152,2023-10-13,Cancelado,Direto,0.42
