id_entrega,id_pedido,id_rota,data_prevista,data_realizada,status_entrega,km_percorrido,custo_frete,ocorrencia
1224,613,18,2023-11-28,2023-12-03,entregue,328.4,714.91,
1225,1432,13,2023-03-04,,Entregue,,818.92,
1226,1999,9,2023-12-21,,Devolvido,38.6,126.41,
1227,2277,6,2023-05-08,2023-05-07,Pendente,219.0,1924.39,Atraso
1228,65,15,2023-07-06,2023-07-12,ENTREGUE,415.0,2201.13,Recusa
1229,767,7,2024-04-21,2024-04-20,pendente,85.2,2334.17,Recusa
1230,3138,5,2023-12-09,2023-12-19,entregue,275.0,798.15,
1231,81,5,2023-05-21,2023-05-25,devolvido,329.9,,Sem ocorrência
1232,3559,2,2023-04-12,2023-04-16,PENDENTE,363.2,2457.33,
1233,2883,7,2023-02-19,2023-02-19,devolvido,167.7,1803.82,
1234,3422,6,2023-12-16,,Devolvido,310.7,,Atraso
1235,453,10,2024-03-12,2024-03-12,Devolvido,303.0,2028.6,
1236,766,1,2023-04-10,2023-04-15,Entregue,222.1,2490.83,Atraso
1237,3725,17,2023-11-30,2023-12-02,Pendente,190.4,1404.08,Atraso
1238,2628,4,2023-06-30,2023-07-02,entregue,249.0,1332.63,
1239,4265,20,2024-09-16,2024-09-23,Devolvido,253.7,368.44,Avaria
1240,3332,13,2023-04-15,2023-04-18,Entregue,412.7,194.23,Sem ocorrência
1241,180,14,2023-01-20,2023-01-22,Devolvido,301.0,788.61,Sem ocorrência
1242,3136,16,2023-11-21,2023-11-25,Entregue,62.4,1739.21,Avaria
1243,724,7,2024-12-13,2024-12-17,DEVOLVIDO,82.4,2006.02,Atraso
1244,3512,14,2024-02-18,2024-02-19,Entregue,142.6,1193.34,Sem ocorrência
1245,3000,13,2023-05-06,2023-05-15,Pendente,358.2,781.5,Recusa
1246,1769,14,2024-05-17,2024-05-22,Pendente,113.5,867.23,Sem ocorrência
1247,2480,6,18/11/2024,2024-11-24,Pendente,189.4,489.41,
1248,495,18,2023-05-14,2023-05-22,Pendente,107.7,2348.79,Avaria
1249,2517,2,2024-11-03,2024-11-12,Pendente,325.4,1010.51,
1250,841,15,2024-01-31,2024-02-07,PENDENTE,385.8,513.65,Recusa
1251,573,15,2024-11-09,2024-11-14,pendente,162.3,84.79,
1252,905,16,2024-10-09,2024-10-14,PENDENTE,177.7,329.45,Atraso
1253,2355,7,2023-11-22,2023-11-20,Pendente,208.0,1646.79,
1254,4021,9,2024-02-29,2024-03-05,PENDENTE,413.2,523.06,
1255,1724,3,2024-05-26,2024-05-26,Entregue,411.8,235.75,
1256,1794,10,2023-07-30,2023-08-06,Pendente,34.5,,
1257,1026,3,2023-06-10,2023-06-18,Entregue,,1104.22,
1258,2343,3,2024-06-26,2024-06-27,Entregue,231.7,743.35,Avaria
1259,280,14,2024-08-13,2024-08-20,Devolvido,130.5,145.75,Avaria
1260,1351,20,2024-05-13,2024-05-17,Devolvido,317.7,2262.43,
1261,665,4,2024-08-23,2024-08-27,pendente,219.8,2043.85,
1262,4173,14,2024-11-06,2024-11-13,Entregue,251.7,2296.47,Avaria
1263,3949,12,2024-09-24,2024-09-27,DEVOLVIDO,205.4,1047.56,
1264,639,6,20/11/2024,2024-11-24,Devolvido,80.5,1525.78,Avaria
1265,869,16,2023-01-29,2023-02-03,entregue,55.2,93.69,
1266,959,2,2024-06-24,2024-06-28,Pendente,116.4,2169.63,
1267,4507,19,2024-02-18,2024-02-27,Pendente,283.7,268.19,Avaria
1268,3063,2,2023-03-18,2023-03-25,Devolvido,355.5,317.23,
1269,637,19,2024-09-09,2024-09-08,Pendente,225.9,1784.06,
1270,2726,4,2024-06-08,2024-06-06,Devolvido,61.1,2318.58,Recusa
1271,2869,18,2024-08-21,,Pendente,102.9,966.36,
1272,4318,16,2024-06-16,2024-06-21,Pendente,400.2,732.07,Sem ocorrência
1273,1217,16,2024-11-20,2024-11-20,Pendente,415.5,882.62,Avaria
1274,1514,8,2023-02-17,2023-02-22,Entregue,102.5,2110.7,Atraso
1275,1362,8,2023-05-06,2023-05-08,Pendente,210.1,511.53,Recusa
1276,1413,3,2024-05-15,2024-05-25,Pendente,219.1,1007.5,Atraso
1277,283,19,2023-09-04,2023-09-09,Entregue,22.3,,
1278,4118,20,2023-12-28,2023-12-30,Pendente,35.1,1596.28,
1279,495,20,2024-08-14,2024-08-24,Entregue,375.5,1434.45,
1280,122,14,2024-11-05,2024-11-05,Pendente,136.9,2062.09,
1281,3992,2,2023-02-21,2023-02-22,PENDENTE,352.6,643.26,
1282,727,6,2024-06-09,2024-06-16,Entregue,137.7,1616.76,
1283,1663,8,2023-01-09,2023-01-09,PENDENTE,133.7,1913.69,
1284,306,11,2024-07-27,2024-08-06,Entregue,223.3,295.53,
1285,4478,19,2023-01-06,2023-01-11,ENTREGUE,334.9,452.45,Atraso
1286,1100,11,2024-10-18,2024-10-27,Pendente,,1417.89,Sem ocorrência
1287,3995,8,2023-10-29,2023-11-01,Pendente,36.4,2407.83,Sem ocorrência
1288,4031,20,2024-09-12,2024-09-20,DEVOLVIDO,258.9,373.83,Avaria
1289,3490,3,2023-04-01,2023-04-05,entregue,313.0,1749.04,Avaria
1290,963,1,2023-05-29,2023-05-29,Devolvido,227.5,2259.46,Avaria
1291,2374,9,2024-04-16,2024-04-22,PENDENTE,295.7,1399.23,
1292,3081,15,2024-03-04,2024-03-10,Entregue,,,Sem ocorrência
1293,4674,10,2024-01-09,2024-01-09,devolvido,401.9,2098.83,
1294,906,2,2024-03-29,2024-03-28,ENTREGUE,,2353.96,Recusa
1295,2405,14,2023-04-03,2023-04-05,Pendente,364.6,1989.97,
1296,3790,3,2024-11-01,2024-11-11,Pendente,382.8,1400.68,Recusa
1297,3495,5,2023-11-17,2023-11-21,Devolvido,,1406.31,
1298,1093,2,19/12/2024,2024-12-20,Entregue,163.1,980.51,Atraso
1299,614,14,2024-12-08,2024-12-10,Entregue,414.5,1159.67,
1300,593,3,2023-05-30,2023-06-06,Devolvido,377.6,346.33,
1301,1400,3,2023-08-12,2023-08-18,Entregue,167.0,418.98,Avaria
1302,808,5,2023-06-12,2023-06-22,Devolvido,265.5,1680.75,Avaria
1303,3951,18,2023-05-06,2023-05-07,Devolvido,323.3,826.93,
1304,2161,20,2024-07-23,2024-07-25,Pendente,132.9,1672.96,
1305,1740,19,2023-05-23,2023-05-27,Pendente,116.9,2147.97,Sem ocorrência
1306,4480,19,2023-02-26,2023-02-28,Pendente,,1924.22,Atraso
1307,1545,9,2024-12-12,2024-12-18,PENDENTE,384.9,2494.97,
1308,1175,12,2024-12-29,2024-12-30,Pendente,170.9,1722.47,
1309,2127,14,2023-08-24,2023-08-26,Pendente,168.7,418.65,Recusa
1310,4203,6,2024-10-02,2024-10-09,Pendente,82.8,,
1311,2855,17,2023-12-21,2023-12-23,pendente,98.1,120.77,Atraso
1312,1034,18,25/02/2024,2024-02-28,Devolvido,254.5,285.43,Sem ocorrência
1313,351,12,2023-12-09,2023-12-17,Pendente,187.9,661.11,Atraso
1314,1152,6,2024-06-19,23/06/2024,PENDENTE,240.9,1512.7,Atraso
1315,4509,14,2023-07-19,2023-07-21,Entregue,215.6,1865.64,
1316,926,1,2023-12-20,2023-12-30,Pendente,84.1,1976.02,Avaria
1317,3414,2,2024-08-17,2024-08-23,entregue,175.8,767.68,
1318,427,13,2024-08-20,2024-08-30,Devolvido,181.0,428.63,
1319,1675,2,2023-10-10,15/10/2023,Pendente,59.1,2406.47,Sem ocorrência
1320,4217,18,2024-07-28,2024-07-29,Pendente,419.0,,
1321,639,16,2024-08-14,2024-08-14,Entregue,415.4,903.39,Avaria
1322,187,15,2023-03-03,2023-03-11,Pendente,331.7,2189.99,Atraso
1323,2530,18,2024-08-29,2024-09-06,Devolvido,26.9,1131.88,
1324,4669,15,2024-03-22,2024-03-25,ENTREGUE,384.1,1303.07,
1325,1403,20,2024-10-06,2024-10-06,pendente,106.1,1001.5,Atraso
1326,3794,12,2023-07-09,2023-07-12,Devolvido,64.9,766.56,Avaria
1327,2468,6,2024-09-03,2024-09-04,ENTREGUE,263.9,1127.29,Atraso
1328,936,9,2024-07-17,2024-07-24,Entregue,125.4,1107.02,
1329,4179,18,2024-05-28,2024-05-27,ENTREGUE,315.4,2359.63,Avaria
1330,2229,5,2023-04-10,2023-04-18,Entregue,275.7,261.89,Sem ocorrência
1331,3627,5,2024-09-27,2024-10-04,Entregue,220.8,714.94,Avaria
1332,144,14,2023-06-02,2023-06-11,Devolvido,387.1,468.83,
1333,655,11,2023-08-12,2023-08-22,Devolvido,228.5,187.88,Sem ocorrência
1334,1547,19,2024-02-28,,Devolvido,290.2,2227.92,
1335,833,10,2024-05-04,2024-05-09,Pendente,205.5,1268.22,
1336,3356,16,2024-02-13,2024-02-20,Devolvido,231.6,2278.49,
1337,3358,14,2023-02-13,2023-02-18,Entregue,108.9,904.89,
1338,4944,16,2023-12-07,2023-12-10,Entregue,184.8,2261.07,Avaria
1339,4150,18,2024-12-07,2024-12-13,Devolvido,44.3,1091.13,
1340,946,19,2023-02-05,2023-02-03,Pendente,243.0,453.76,Recusa
1341,1624,18,2024-06-15,2024-06-14,Devolvido,262.8,544.31,
1342,1085,12,2024-06-21,2024-06-20,Entregue,416.5,795.26,
1343,1906,17,2024-09-02,2024-09-12,Devolvido,211.5,,Recusa
1344,99,2,2024-06-02,2024-06-02,Pendente,75.3,1051.9,Sem ocorrência
1345,4572,3,2023-09-20,2023-09-21,Devolvido,233.2,2427.1,
1346,95,6,2024-02-09,2024-02-10,Entregue,,,
1347,2823,6,2023-08-24,2023-08-24,Pendente,134.9,787.53,
1348,2274,12,2023-09-08,2023-09-12,devolvido,304.7,2253.92,
1349,2570,3,2024-06-27,,Pendente,412.5,1687.68,Sem ocorrência
1350,2383,9,2024-07-21,2024-07-29,pendente,327.7,999.35,
1351,160,1,2023-07-18,2023-07-17,Entregue,410.6,746.25,
1352,120,19,2023-06-29,2023-07-01,entregue,247.7,1215.72,
1353,4773,3,2023-03-26,2023-04-01,Entregue,35.2,755.31,
1354,2528,4,2023-02-11,2023-02-14,Devolvido,372.7,,
1355,1853,12,2023-06-15,2023-06-21,Pendente,339.8,2439.53,
1356,859,17,2024-02-06,2024-02-07,Entregue,266.3,1458.75,
1357,2205,12,2023-10-22,2023-10-25,Devolvido,334.0,330.88,
1358,1547,18,2023-10-16,2023-10-26,ENTREGUE,132.3,88.36,
1359,2726,16,2024-05-10,2024-05-17,Devolvido,390.6,1008.62,
1360,3111,12,2024-11-03,2024-11-08,Pendente,135.2,,
1361,1060,1,2023-01-24,2023-01-31,Devolvido,73.3,2189.94,Avaria
1362,1006,1,2024-09-03,2024-09-04,Entregue,284.0,,Recusa
1363,4901,6,2023-02-02,2023-02-02,Pendente,339.6,1780.53,Avaria
1364,1653,8,16/03/2023,2023-03-19,Entregue,297.2,1816.32,
1365,249,4,2023-02-25,24/02/2023,pendente,295.7,1975.93,
1366,1450,9,2024-08-02,2024-08-10,PENDENTE,153.7,1325.57,
1367,4398,15,2024-10-28,2024-11-07,Entregue,158.9,1763.31,Sem ocorrência
1368,345,9,2024-02-16,,Pendente,74.8,1832.1,Atraso
1369,4346,4,2024-05-09,,Devolvido,33.5,92.31,
1370,78,5,2024-09-18,2024-09-19,Entregue,196.1,,
1371,1489,15,2023-08-03,2023-08-13,Pendente,264.7,2337.05,Recusa
1372,3076,17,2024-01-29,2024-01-28,Devolvido,161.4,1574.87,
1373,250,18,2024-05-17,2024-05-27,PENDENTE,371.7,1488.09,
1374,888,17,2024-07-16,2024-07-23,Pendente,360.0,845.16,
1375,1844,5,2024-07-24,2024-07-28,Entregue,259.6,1852.42,Sem ocorrência
1376,1767,16,16/04/2024,2024-04-19,Entregue,,724.37,Sem ocorrência
1377,3200,14,2023-08-03,2023-08-11,Pendente,112.1,2451.9,
1378,3834,12,2023-09-23,2023-10-02,Devolvido,169.5,476.66,Atraso
1379,1774,20,09/09/2023,2023-09-11,ENTREGUE,211.0,2040.31,
1380,3582,4,2023-07-31,2023-08-01,ENTREGUE,99.9,1550.46,Atraso
1381,130,1,2024-10-13,2024-10-18,Entregue,301.3,1839.66,
1382,75,1,2023-12-08,2023-12-08,Devolvido,199.1,551.33,Avaria
1383,3586,8,2023-02-20,,Entregue,409.4,1359.0,
1384,710,1,2023-03-16,2023-03-17,entregue,90.8,613.41,
1385,3853,18,2023-08-14,2023-08-22,Devolvido,,2168.71,
1386,813,14,2023-11-03,2023-11-10,pendente,55.9,730.77,
1387,3568,9,2024-01-08,2024-01-06,Pendente,,1939.89,Sem ocorrência
1388,549,17,2023-09-04,2023-09-04,Pendente,304.1,1173.05,
1389,2898,4,2024-10-20,,Devolvido,,115.73,
1390,788,11,2023-05-21,2023-05-23,Pendente,224.8,1988.32,Atraso
1391,3906,18,2024-01-09,,Entregue,,1855.74,Avaria
1392,1814,5,2023-08-22,2023-08-29,PENDENTE,328.5,2329.21,Avaria
1393,2962,14,2024-12-13,2024-12-22,ENTREGUE,187.0,1014.59,
1394,3962,10,2024-09-30,2024-10-03,Pendente,394.7,1251.99,
1395,1314,18,2024-04-24,2024-05-02,Pendente,76.6,158.52,Sem ocorrência
1396,2315,20,2024-07-12,2024-07-21,DEVOLVIDO,111.8,2097.55,Avaria
1397,4750,18,2023-11-18,2023-11-23,Pendente,200.1,2014.28,
1398,2132,12,2023-01-05,2023-01-10,Pendente,224.6,977.69,
1399,1434,17,2023-04-06,2023-04-13,Entregue,,1181.27,Sem ocorrência
1400,2098,9,2023-09-07,2023-09-14,DEVOLVIDO,98.8,2374.48,Avaria
1401,2105,20,2024-12-04,2024-12-09,Entregue,284.9,2253.61,Recusa
1402,3968,3,2024-12-02,,Entregue,32.2,1278.75,Recusa
1403,1667,7,2023-10-30,2023-11-09,Entregue,86.4,2234.34,Avaria
1404,2564,14,2023-01-26,2023-01-25,Entregue,109.4,1607.89,
1405,2799,11,2023-11-26,2023-12-05,devolvido,34.8,1230.62,Recusa
1406,870,2,2024-09-02,2024-09-07,DEVOLVIDO,185.3,1332.54,
1407,2028,6,2023-10-06,2023-10-12,devolvido,44.4,599.66,
1408,1818,4,2024-02-20,2024-03-01,Pendente,,1712.89,
1409,1994,11,2023-03-10,2023-03-12,Entregue,391.8,1919.23,
1410,1731,12,2024-04-01,2024-04-07,Pendente,221.1,760.79,Recusa
1411,3185,16,2024-10-02,2024-10-10,entregue,33.9,1916.51,
1412,1345,8,2024-04-22,2024-05-02,Pendente,86.2,456.23,
1413,1214,1,2024-01-02,2024-01-11,Devolvido,,515.91,
1414,616,7,2023-10-23,2023-10-22,Devolvido,308.7,229.54,
1415,4056,18,2024-04-19,2024-04-20,Entregue,122.7,389.24,Recusa
1416,1771,10,2024-10-15,2024-10-20,DEVOLVIDO,315.4,1322.7,
1417,1703,16,2023-03-01,2023-02-27,Entregue,32.2,1003.18,Atraso
1418,1494,6,2023-02-05,2023-02-04,Pendente,255.7,1373.32,
1419,2685,15,2024-03-13,2024-03-15,Pendente,83.3,2423.46,Sem ocorrência
1420,4484,7,2024-09-21,2024-09-23,Devolvido,332.3,1294.73,Sem ocorrência
1421,1299,6,2023-01-19,2023-01-26,Devolvido,79.0,1202.0,
1422,4182,6,2024-10-19,2024-10-25,Entregue,210.2,573.13,Avaria
1423,4281,7,2024-01-31,2024-02-05,Pendente,358.7,2389.5,
1424,794,14,2024-08-17,2024-08-20,Devolvido,219.9,778.72,
1425,4402,11,2023-07-25,2023-07-23,Pendente,231.8,1351.29,Recusa
1426,2965,17,2023-07-08,2023-07-16,Pendente,355.3,1587.25,Recusa
1427,4350,12,2023-06-21,2023-06-26,devolvido,164.6,2456.5,
1428,3697,11,2023-11-30,2023-11-30,Entregue,249.1,613.92,Avaria
1429,2899,18,2024-09-11,2024-09-21,Entregue,87.5,1756.14,
1430,487,16,2024-07-17,2024-07-18,Entregue,94.8,1091.46,
1431,2840,11,2023-01-07,2023-01-12,DEVOLVIDO,408.9,2167.71,
1432,1037,14,2024-12-07,2024-12-15,entregue,319.4,711.64,Sem ocorrência
1433,3270,7,2023-12-12,2023-12-19,entregue,108.3,2308.39,
1434,4712,17,2023-04-27,2023-04-27,Entregue,382.5,1944.43,Sem ocorrência
1435,1557,5,2023-12-31,2023-12-31,Pendente,167.5,239.36,
1436,920,4,2023-09-10,2023-09-13,Devolvido,31.1,1536.12,
1437,1890,6,2023-09-19,2023-09-17,Devolvido,372.9,1455.43,Sem ocorrência
1438,422,10,2024-08-02,2024-08-12,Entregue,401.3,373.85,Recusa
1439,3975,2,2023-03-04,2023-03-11,Entregue,295.5,1335.53,
1440,4983,14,2024-05-10,2024-05-15,entregue,233.5,340.35,Atraso
1441,640,9,2023-05-30,2023-06-07,DEVOLVIDO,70.4,2466.3,
1442,3590,14,2023-07-30,2023-07-28,Pendente,408.5,1466.86,
1443,4726,17,2024-06-21,2024-06-26,DEVOLVIDO,176.1,889.98,Recusa
1444,4747,4,2024-02-26,2024-03-06,Entregue,90.0,507.04,
1445,1902,15,2023-12-28,2024-01-04,Devolvido,241.0,1258.09,
1446,1305,7,2024-09-04,2024-09-02,Pendente,54.2,654.48,Atraso
1447,3146,12,2023-07-18,2023-07-20,Pendente,,1334.82,Avaria
1448,2035,9,2023-07-09,2023-07-08,Devolvido,120.4,1198.02,
1449,1386,17,2024-11-17,2024-11-19,PENDENTE,395.2,2088.99,Atraso
1450,1033,9,2024-02-04,2024-02-14,Devolvido,418.3,1202.29,Avaria
1451,2305,16,2023-05-28,2023-05-29,Devolvido,117.1,399.16,Recusa
1452,2000,1,2023-04-27,2023-04-26,Entregue,262.3,1129.9,
1453,1285,16,2024-12-26,2024-12-29,Devolvido,397.7,836.09,Avaria
1454,4705,13,2023-10-29,2023-11-08,Entregue,333.9,1589.71,Recusa
1455,3537,12,2023-06-13,,ENTREGUE,150.8,387.03,
1456,4566,5,28/03/2023,2023-04-01,Pendente,307.3,2164.91,
1457,1233,19,2023-05-05,2023-05-05,devolvido,321.4,1579.74,
1458,3438,4,2023-01-13,2023-01-11,devolvido,357.4,576.71,
1459,1177,2,30/07/2023,2023-08-03,pendente,187.9,1962.82,Sem ocorrência
1460,4531,15,2024-11-08,2024-11-18,Pendente,245.2,987.54,
1461,1032,14,2023-06-11,2023-06-21,Entregue,159.6,172.35,
1462,881,6,2024-05-31,2024-06-04,Pendente,251.5,1876.32,
1463,4962,13,2024-08-04,2024-08-04,PENDENTE,314.8,1110.07,
1464,4199,19,2024-02-06,2024-02-06,Entregue,289.9,,
1465,4888,9,2024-02-19,2024-02-29,Pendente,228.7,2129.71,
1466,2837,18,2023-12-07,2023-12-11,Devolvido,361.6,1564.61,Atraso
1467,1981,7,2023-07-02,2023-07-02,Entregue,395.1,1273.59,
1468,676,11,2023-11-23,2023-11-27,Entregue,394.1,774.41,Sem ocorrência
1469,3776,10,2024-12-07,2024-12-13,Pendente,203.7,568.82,
1470,3455,10,2023-03-08,2023-03-08,Pendente,366.8,602.58,Avaria
1471,3584,15,2024-10-23,2024-10-22,Pendente,219.7,311.34,
1472,1237,11,2024-06-18,21/06/2024,Devolvido,241.3,2239.38,Sem ocorrência
1473,1694,9,2023-08-10,2023-08-18,pendente,258.2,1166.15,
1474,82,14,2024-07-08,,DEVOLVIDO,181.2,2438.68,
1475,4040,2,2023-05-10,2023-05-14,Entregue,326.6,2297.66,
1476,4417,10,2023-05-21,2023-05-20,Pendente,53.9,1512.75,
1477,4305,8,2024-01-13,2024-01-20,Devolvido,215.0,,
1478,4112,6,2024-06-24,2024-06-29,Pendente,165.0,905.01,Avaria
1479,1932,2,2024-09-09,2024-09-16,PENDENTE,138.7,129.67,
1480,3122,12,2023-09-05,2023-09-05,Devolvido,159.7,2014.14,
1481,344,18,2023-10-21,2023-10-24,Devolvido,93.1,684.5,Sem ocorrência
1482,3511,10,2023-10-13,2023-10-18,Entregue,261.9,2335.11,Avaria
1483,2996,7,2023-05-12,2023-05-20,devolvido,149.2,84.94,
1484,372,9,2024-07-01,2024-07-10,Devolvido,115.5,1658.04,
1485,2264,11,2024-10-28,2024-10-27,Entregue,197.3,452.05,Recusa
1486,89,10,2023-09-02,2023-08-31,Devolvido,315.4,656.96,Atraso
1487,842,4,2024-03-29,2024-04-07,Pendente,,,Sem ocorrência
1488,102,2,2023-05-13,15/05/2023,Devolvido,93.9,2287.6,
1489,4382,15,2024-08-14,2024-08-24,Entregue,,1042.7,Recusa
1490,3577,8,2023-08-12,2023-08-16,Pendente,139.3,1960.67,Sem ocorrência
1491,3709,14,2023-05-29,2023-06-07,pendente,199.4,1291.28,
1492,1270,19,2023-10-11,,Pendente,37.4,1961.42,
1493,645,12,2024-08-05,,Pendente,407.3,1087.79,
1494,4189,8,02/02/2023,2023-02-09,Entregue,397.1,192.15,
1495,4999,18,2023-01-04,2023-01-03,Devolvido,56.3,1150.68,Sem ocorrência
1496,4759,19,2024-02-06,2024-02-06,Entregue,363.0,1004.81,
1497,1943,8,2023-07-24,2023-08-01,Entregue,405.8,2176.89,
1498,1478,4,14/12/2024,2024-12-18,Pendente,230.2,1891.52,
1499,3895,14,2024-12-22,2024-12-27,Devolvido,328.5,1798.89,
1500,275,16,2023-04-28,2023-05-06,devolvido,136.7,799.72,Recusa
1501,2429,6,2023-11-29,2023-11-28,Devolvido,111.5,1231.67,
1502,4954,3,2023-02-12,2023-02-15,Entregue,330.8,1488.86,
1503,460,13,2024-02-16,2024-02-26,Devolvido,187.5,452.92,Sem ocorrência
1504,426,20,2024-08-18,27/08/2024,Entregue,,646.26,Sem ocorrência
1505,2845,9,2024-08-30,2024-09-02,Pendente,191.3,,
1506,3627,6,2024-09-17,,Devolvido,339.5,886.4,Avaria
1507,1313,16,2023-06-23,2023-07-03,Pendente,34.3,2141.71,
1508,910,9,2024-12-24,2024-12-22,Devolvido,72.3,1124.24,
1509,3,8,18/01/2023,2023-01-24,PENDENTE,,896.85,Atraso
1510,3430,6,2023-06-01,2023-06-04,Entregue,397.1,322.54,Sem ocorrência
1511,805,6,2023-11-29,2023-12-09,Pendente,103.9,1035.76,
1512,2417,2,2023-03-30,2023-03-31,Pendente,,1163.52,
1513,1054,6,2024-08-28,2024-09-04,Devolvido,306.8,1912.05,Recusa
1514,4339,17,2023-03-09,2023-03-08,Entregue,376.0,,Sem ocorrência
1515,3725,1,2023-11-21,2023-11-28,Devolvido,240.8,1446.15,
1516,2795,17,2023-08-19,2023-08-23,Pendente,129.5,2280.18,
1517,4821,20,2023-12-04,2023-12-14,Devolvido,415.4,1549.67,Sem ocorrência
1518,3324,7,2023-05-09,2023-05-16,Entregue,249.6,845.55,Atraso
1519,4521,10,2023-03-31,2023-04-01,Pendente,173.8,2176.05,
1520,4487,17,2023-03-08,2023-03-16,Devolvido,206.7,549.02,
1521,4961,8,2024-10-16,2024-10-19,Devolvido,316.1,2428.13,
1522,3943,1,2023-09-30,,Entregue,246.7,1371.54,Avaria
1523,1306,11,2023-10-03,2023-10-09,Pendente,31.0,2496.28,Atraso
1524,4670,3,2023-09-30,2023-10-07,ENTREGUE,74.5,2003.66,Sem ocorrência
1525,474,15,2024-08-18,2024-08-18,Devolvido,119.2,,
1526,1116,19,2023-06-13,,Pendente,125.3,,
1527,1660,9,2023-07-22,2023-07-27,Pendente,243.1,2014.27,
1528,4935,8,2023-04-17,2023-04-17,Devolvido,181.2,1620.39,
1529,3941,18,2024-07-03,2024-07-02,Entregue,152.4,2159.59,
1530,4980,1,2023-12-14,2023-12-15,Pendente,20.6,623.98,
1531,4150,18,2024-08-31,2024-09-02,Pendente,367.0,2298.42,Sem ocorrência
1532,4806,5,2023-03-30,2023-04-05,Entregue,,275.77,
1533,4095,17,2024-03-31,2024-04-07,DEVOLVIDO,107.9,221.7,Atraso
1534,3374,4,2023-03-03,2023-03-11,Pendente,,631.8,
1535,287,8,2024-07-18,2024-07-16,entregue,168.7,313.94,
1536,4203,20,2023-07-29,29/07/2023,Devolvido,255.2,2342.15,
1537,2193,3,2023-08-07,2023-08-16,Pendente,395.6,2208.06,
1538,2761,10,2023-06-05,2023-06-06,Pendente,138.1,374.56,Atraso
1539,4626,9,2024-01-17,2024-01-27,Pendente,31.0,,Atraso
1540,1837,7,2023-08-08,2023-08-11,Devolvido,197.2,614.68,
1541,746,7,2024-04-03,2024-04-11,Entregue,372.6,851.82,
1542,4823,15,28/12/2023,2024-01-05,Devolvido,153.1,914.33,
1543,3670,10,2024-10-04,2024-10-03,Devolvido,257.5,1138.18,
1544,2429,3,2023-03-02,2023-03-06,Entregue,256.9,1411.21,Sem ocorrência
1545,1259,17,2024-04-08,2024-04-14,Devolvido,44.9,2455.88,Sem ocorrência
1546,1379,5,2023-01-09,,entregue,59.7,546.58,
1547,3052,14,2023-10-24,2023-11-02,Devolvido,158.9,,
1548,943,3,2024-02-10,2024-02-08,Entregue,131.7,,Recusa
1549,1694,2,2024-04-13,2024-04-17,Devolvido,340.1,859.89,Recusa
1550,3208,1,2024-09-26,28/09/2024,Pendente,337.5,539.83,
1551,1105,9,2024-09-26,2024-09-25,Devolvido,95.5,2337.96,
1552,4940,16,2023-09-09,2023-09-14,ENTREGUE,413.8,2493.31,Avaria
1553,4035,9,2023-10-16,17/10/2023,Pendente,412.8,1793.46,
1554,4797,1,2024-12-13,2024-12-13,Devolvido,197.8,762.25,Sem ocorrência
1555,942,2,2024-09-23,2024-09-23,Pendente,400.6,1893.9,Avaria
1556,1087,9,2024-12-31,,Devolvido,,2103.45,
1557,364,16,2023-10-05,2023-10-11,PENDENTE,344.3,,Avaria
1558,1274,5,2023-08-02,2023-07-31,Pendente,348.1,1175.64,
1559,1545,17,2023-01-14,2023-01-17,Pendente,141.0,735.8,
1560,1648,5,2023-11-20,2023-11-27,Devolvido,218.2,,
1561,2200,18,2024-12-17,2024-12-15,Devolvido,237.8,2203.18,Sem ocorrência
1562,3515,12,2023-03-06,2023-03-11,Devolvido,345.6,1163.97,
1563,4056,15,2024-12-09,2024-12-18,Pendente,397.3,2147.59,
1564,2810,14,2024-02-07,2024-02-16,Pendente,288.8,2388.31,
1565,4899,12,2023-08-26,2023-09-01,entregue,354.0,369.36,
1566,2485,11,2023-10-11,2023-10-12,Devolvido,126.8,2266.37,Recusa
1567,2412,9,2024-04-25,2024-04-25,Devolvido,61.7,250.56,
1568,4733,14,2024-03-27,2024-03-31,Devolvido,274.7,2097.27,Atraso
1569,336,7,2023-05-26,2023-05-25,Entregue,33.8,329.2,Recusa
1570,3615,3,2024-07-09,2024-07-16,Devolvido,218.0,1221.32,
1571,669,3,2023-09-01,2023-09-01,Pendente,335.2,1707.25,
1572,4507,3,2023-12-12,2023-12-22,Devolvido,50.4,835.74,Sem ocorrência
1573,858,2,2024-02-02,2024-02-10,Devolvido,291.3,1790.0,Atraso
1574,755,5,2024-08-09,2024-08-16,Devolvido,78.7,287.94,
1575,479,17,2024-08-18,2024-08-22,Pendente,63.0,637.07,
1576,4716,17,2023-01-17,2023-01-24,Devolvido,193.2,1839.07,
1577,3905,12,04/12/2024,2024-12-05,Devolvido,387.2,1130.48,
1578,3860,9,2024-04-08,2024-04-14,Devolvido,304.9,2055.65,
1579,4753,7,2024-06-03,2024-06-01,Entregue,165.9,291.47,
1580,4019,19,2024-12-05,2024-12-09,entregue,236.8,722.49,
1581,3270,13,2023-02-21,2023-02-28,Devolvido,176.8,485.52,
1582,2212,7,2024-01-11,2024-01-15,Pendente,143.7,442.35,
1583,525,2,2024-03-13,2024-03-14,Entregue,304.2,267.89,Atraso
1584,4252,4,2024-02-16,2024-02-18,Pendente,76.4,458.34,
1585,4866,17,2023-03-16,2023-03-24,Pendente,203.1,,
1586,273,17,2023-10-03,2023-10-12,Devolvido,285.7,2009.04,Recusa
