COLETA ID,ID FAZENDA,ID ROTA,DATA,VOLUME,TEMPERATURA,GORDURA,PROTEINA,ACIDEZ,OBSERVACAO
3568,133,12,2023-02-01,4435.95,8.8,3.81,3.18,18.19,Revisar valor
3569,236,5,01/02/2023,1565.38,6.0,3.43,2.85,14.15,
3571,55,1,01/02/2023,246.22,6.6,4.76,3.76,16.4,Digitado manual
3575,240,17,2023-02-01,3006.68,6.7,4.27,3.1,17.46,Digitado manual
3577,221,9,2023-02-01,3967.5,3.8,3.56,3.33,18.63,Digitado manual
3579,196,19,2023-02-01,1245.52,2.1,5.33,3.38,16.05,Revisar valor
3580,99,3,01/02/2023,1617.93,4.5,5.24,3.71,,Digitado manual
3582,34,11,02/02/2023,2253.45,,3.8,3.18,19.1,Digitado manual
3583,189,8,02/02/2023,4128.43,5.1,3.54,3.12,16.83,
3588,142,8,2023-02-02,4179.13,7.0,4.18,,15.35,Revisar valor
3590,194,14,2023-02-02,1909.17,9.7,3.56,3.37,16.73,Digitado manual
3591,148,1,02/02/2023,1837.04,3.9,4.58,3.98,17.63,
3592,56,10,02/02/2023,1918.55,7.0,4.71,,15.54,Digitado manual
3598,164,9,02/02/2023,2366.62,9.5,3.41,3.36,16.67,Digitado manual
3604,76,11,02/02/2023,1924.67,5.6,3.43,4.0,14.33,Digitado manual
3610,236,20,2023-02-02,531.25,4.9,5.13,2.85,,Digitado manual
3612,103,13,2023-02-02,4589.3,9.0,4.29,3.97,16.6,
3616,192,6,02/02/2023,3089.85,2.5,3.52,3.85,19.59,
3618,97,12,2023-02-02,4763.03,7.0,4.23,3.32,14.37,
3625,66,1,2023-02-02,1240.11,7.0,4.52,3.81,15.6,Digitado manual
3626,223,19,2023-02-02,1196.36,5.3,3.93,3.76,18.75,Digitado manual
3634,104,3,02/02/2023,1228.9,3.2,4.38,3.48,17.12,Digitado manual
3635,232,15,02/02/2023,495.44,9.6,3.47,3.67,17.92,Digitado manual
3636,58,3,02/02/2023,268.44,6.4,5.11,,14.22,Revisar valor
3640,182,4,02/02/2023,717.78,2.9,3.77,2.99,14.23,Revisar valor
3645,52,1,2023-02-02,4979.84,4.7,3.02,3.9,14.97,Revisar valor
3647,123,12,2023-02-02,4776.44,6.7,5.28,3.89,18.49,Digitado manual
3648,220,3,2023-02-02,603.57,6.4,4.8,3.0,15.48,Digitado manual
3652,159,5,2023-02-02,1290.25,4.2,3.04,3.05,15.81,Revisar valor
3653,228,16,02/02/2023,601.52,6.0,3.07,3.2,14.83,
3654,75,5,2023-02-02,2496.43,5.4,4.41,3.92,17.5,
3664,186,3,2023-02-02,3529.82,9.1,4.24,,14.94,
3672,39,6,2023-02-02,1956.93,4.6,4.25,3.44,14.94,Digitado manual
3674,184,13,2023-02-02,2208.27,2.3,3.85,3.94,14.64,
3677,131,11,2023-02-02,3216.16,9.3,3.68,3.06,19.44,
3678,54,2,02/02/2023,4546.28,8.4,3.08,3.39,15.78,
3681,144,7,02/02/2023,4168.68,2.6,5.33,3.0,15.52,Revisar valor
3683,28,16,2023-02-02,4925.5,7.3,5.39,3.72,14.71,
3685,126,17,02/02/2023,1810.04,8.4,3.61,3.13,16.39,
3693,35,10,02/02/2023,2992.26,9.6,3.33,2.97,17.28,
3697,165,1,02/02/2023,2147.9,,4.47,,15.12,Revisar valor
3701,241,16,2023-02-03,2096.56,2.5,4.28,3.88,16.72,Digitado manual
3702,102,3,2023-02-03,2952.08,6.3,3.82,2.87,15.3,Digitado manual
3712,174,10,03/02/2023,4736.06,2.9,4.36,3.63,16.39,Revisar valor
3713,121,9,03/02/2023,2934.14,4.7,3.1,3.92,14.71,
3718,201,17,2023-02-03,1035.58,8.5,5.14,3.27,14.84,Digitado manual
3719,158,2,03/02/2023,2342.26,4.2,3.42,3.54,17.87,Digitado manual
3721,89,12,2023-02-03,3116.16,4.8,4.13,3.76,19.03,Revisar valor
3726,171,17,2023-02-03,2164.61,9.4,4.64,3.2,19.93,Digitado manual
3728,20,12,03/02/2023,1843.96,9.8,5.31,3.31,17.69,Digitado manual
3732,151,12,03/02/2023,1684.34,3.3,4.21,3.99,15.21,
3733,231,8,03/02/2023,2417.04,2.4,5.41,3.48,15.92,
3736,237,7,2023-02-03,888.98,,4.46,2.88,15.82,Revisar valor
3737,235,6,03/02/2023,3437.32,,3.87,2.95,15.13,
3738,154,16,03/02/2023,1411.78,4.8,3.73,3.45,18.95,
3740,144,5,03/02/2023,1159.19,4.4,3.29,3.29,15.53,
3747,60,15,2023-02-03,3471.69,7.6,3.62,3.64,18.84,Revisar valor
3749,226,12,2023-02-03,313.13,8.1,5.24,3.54,19.7,
3751,113,2,03/02/2023,4750.57,8.9,4.44,3.54,15.41,
3753,69,10,03/02/2023,3457.06,6.4,,3.13,18.79,Revisar valor
3754,78,1,03/02/2023,2836.96,9.8,3.43,3.34,17.67,Digitado manual
3758,124,6,03/02/2023,1215.46,3.3,3.97,3.44,14.71,Digitado manual
3763,100,1,2023-02-03,3449.52,4.6,5.15,2.86,18.38,Revisar valor
3769,196,17,03/02/2023,660.44,5.7,4.18,3.6,17.58,Digitado manual
3773,81,15,2023-02-03,3403.36,4.0,3.2,3.31,19.1,
3777,82,11,03/02/2023,3210.48,,4.16,,16.24,Revisar valor
3780,198,18,2023-02-03,1024.81,3.6,3.78,3.23,17.23,Digitado manual
3785,146,3,2023-02-03,3535.95,3.9,4.18,,17.37,
3789,167,10,03/02/2023,880.23,4.3,5.04,3.18,17.09,Digitado manual
3790,229,9,2023-02-03,2896.56,6.7,,3.15,19.22,Digitado manual
3791,244,6,03/02/2023,3037.78,6.1,3.69,2.85,18.8,
3792,87,4,2023-02-03,4742.35,3.9,3.69,3.07,14.36,Digitado manual
3795,2,1,2023-02-03,643.59,7.1,3.11,2.93,14.06,Digitado manual
3796,140,11,2023-02-03,3350.83,7.3,3.38,2.94,19.33,Digitado manual
3808,119,11,03/02/2023,-665.46,9.3,4.6,3.62,18.71,Digitado manual
3810,39,19,03/02/2023,2635.52,6.1,3.23,2.92,17.72,
3815,80,3,2023-02-04,714.34,6.3,3.48,3.97,14.68,
3817,244,6,2023-02-04,3432.31,7.4,5.49,3.19,18.81,
3818,73,9,2023-02-04,4120.88,6.0,3.19,3.16,17.57,Digitado manual
3819,145,12,04/02/2023,1190.25,10.0,5.22,3.92,19.93,Revisar valor
3822,183,18,04/02/2023,1957.86,2.4,4.21,3.93,16.39,Revisar valor
3823,26,17,04/02/2023,1107.41,7.0,3.56,2.86,19.08,Revisar valor
3825,153,9,04/02/2023,1867.0,3.7,4.53,3.64,17.29,
3829,4,15,2023-02-04,496.31,6.2,4.08,3.91,15.4,Revisar valor
3832,213,1,2023-02-04,2307.7,7.8,4.56,3.84,15.14,
3833,224,12,2023-02-04,3878.59,5.6,,3.66,15.33,Digitado manual
3835,173,11,04/02/2023,475.25,,4.42,2.98,18.64,Revisar valor
3836,56,3,04/02/2023,3038.81,5.6,5.21,3.94,17.71,
3838,75,20,2023-02-04,4014.34,3.4,5.32,2.82,17.66,Revisar valor
3842,241,3,2023-02-04,4255.37,8.1,5.27,3.48,18.36,Revisar valor
3845,198,17,04/02/2023,4602.01,7.0,4.12,3.88,19.21,Digitado manual
3846,9,20,04/02/2023,1768.45,5.1,5.43,3.91,18.3,Revisar valor
3849,166,16,04/02/2023,1737.65,9.5,5.4,2.99,18.14,
3854,118,11,04/02/2023,1772.7,7.1,4.83,3.21,19.68,
3855,58,4,2023-02-04,4113.07,4.8,4.16,3.05,17.13,
3860,35,20,2023-02-04,836.03,9.7,5.04,3.61,19.41,
3863,59,7,04/02/2023,3256.2,2.6,3.68,2.94,19.25,Revisar valor
3867,168,17,04/02/2023,2857.32,3.4,5.34,3.77,15.36,Revisar valor
3868,171,2,04/02/2023,621.05,5.7,4.49,3.86,14.47,Digitado manual
3870,44,17,04/02/2023,737.68,7.9,4.82,2.88,18.25,Revisar valor
3876,147,1,04/02/2023,4045.79,2.3,5.24,3.69,17.57,Digitado manual
3878,125,2,04/02/2023,2748.01,3.0,4.85,3.33,15.43,Digitado manual
3879,31,10,2023-02-04,2874.48,8.7,3.31,3.31,15.32,Revisar valor
3880,233,3,2023-02-04,2828.67,3.8,5.21,3.88,18.09,Digitado manual
3881,22,9,2023-02-04,470.75,6.3,5.49,2.99,15.28,Revisar valor
3883,94,18,04/02/2023,3373.82,4.3,4.18,3.18,16.64,Digitado manual
3888,111,7,2023-02-04,4131.93,7.6,4.1,3.76,16.63,
3889,154,11,04/02/2023,1596.69,9.6,,3.36,16.02,Digitado manual
3890,20,16,04/02/2023,4507.64,5.8,4.62,3.3,18.95,Revisar valor
3892,218,15,2023-02-04,1796.09,7.5,4.01,4.0,19.44,Digitado manual
3901,219,16,2023-02-04,4009.42,3.6,5.11,3.35,15.48,
3905,113,13,04/02/2023,312.76,2.1,5.48,3.56,15.95,Digitado manual
3910,37,8,04/02/2023,3277.8,4.1,3.06,3.35,17.67,Revisar valor
3911,189,14,2023-02-04,4876.91,8.7,4.91,3.73,18.91,Digitado manual
3915,119,2,2023-02-04,3499.91,3.7,4.09,3.88,14.58,Revisar valor
3916,222,17,2023-02-04,4674.06,6.0,4.56,3.41,19.12,Revisar valor
3918,148,20,04/02/2023,2200.34,2.4,4.77,3.76,17.43,
3921,104,4,2023-02-04,4596.14,4.2,4.84,3.25,18.84,Revisar valor
3922,162,20,2023-02-04,1053.35,5.0,3.62,3.7,18.14,Digitado manual
3930,179,20,04/02/2023,1612.77,,3.26,3.87,14.8,Revisar valor
3933,100,14,2023-02-05,887.9,,4.26,2.98,,Digitado manual
3934,210,13,05/02/2023,564.92,4.4,4.99,2.8,19.44,Digitado manual
3943,24,14,05/02/2023,939.04,7.3,4.34,3.34,18.45,Revisar valor
3951,90,1,2023-02-05,4407.21,9.4,,3.4,15.34,
3956,177,20,05/02/2023,1353.54,7.4,4.09,2.88,19.31,Digitado manual
3958,221,6,2023-02-05,1251.41,8.9,3.64,3.32,15.09,Revisar valor
3961,130,3,05/02/2023,3866.61,2.1,5.04,2.93,18.85,Digitado manual
3969,238,8,05/02/2023,4323.5,,3.99,3.25,19.08,Revisar valor
3971,115,8,2023-02-05,4061.25,6.7,3.77,3.35,,Revisar valor
3972,119,3,2023-02-05,1115.33,7.6,4.42,3.27,,Revisar valor
3977,46,18,05/02/2023,2136.37,5.1,3.09,3.2,14.19,Digitado manual
3980,152,9,2023-02-05,4839.83,7.0,3.27,3.44,18.84,Digitado manual
3982,50,12,05/02/2023,217.9,5.3,3.99,3.46,18.7,Digitado manual
3984,168,5,2023-02-05,3380.99,3.9,3.26,3.02,15.62,Digitado manual
3987,127,17,2023-02-05,4504.14,4.3,3.77,3.49,15.02,Digitado manual
3989,185,9,2023-02-05,1837.4,7.3,4.59,3.64,15.83,Revisar valor
3991,1,13,2023-02-05,2944.34,3.0,4.85,3.19,14.23,Digitado manual
3993,126,15,2023-02-05,4255.51,2.4,4.67,3.89,15.95,Revisar valor
3995,3,16,2023-02-05,4969.91,3.8,5.24,2.81,15.21,Digitado manual
3996,186,20,05/02/2023,2558.71,2.0,3.94,3.59,16.07,
3999,166,7,05/02/2023,2448.32,,,3.91,18.34,Digitado manual
4002,223,14,05/02/2023,1192.3,6.9,3.65,3.9,14.27,
4003,214,7,2023-02-05,1449.76,4.6,4.05,3.89,15.24,
4004,227,7,05/02/2023,4117.68,9.7,5.22,3.81,18.06,Digitado manual
4012,181,8,2023-02-05,1004.73,3.8,4.75,3.23,18.66,
4014,57,14,05/02/2023,3618.4,9.1,4.4,2.98,15.29,
4015,156,8,05/02/2023,1123.01,9.5,5.41,3.39,15.72,Digitado manual
4016,140,14,05/02/2023,4738.68,9.6,4.6,3.68,18.49,Digitado manual
4022,175,11,05/02/2023,3590.06,4.8,,3.03,18.42,Revisar valor
4023,88,11,2023-02-05,615.46,5.6,3.62,3.46,16.04,Digitado manual
4025,172,20,2023-02-05,3444.35,6.9,4.08,2.89,14.07,Revisar valor
4026,191,13,2023-02-05,2295.81,6.6,3.54,2.93,17.88,
4031,243,20,2023-02-05,1414.68,9.5,4.71,,16.12,Revisar valor
4035,217,18,05/02/2023,3197.95,2.4,4.63,3.66,17.71,Digitado manual
4037,54,20,2023-02-05,1509.24,7.5,4.96,3.87,16.47,
4043,121,3,05/02/2023,4187.11,2.6,3.53,2.87,16.1,Revisar valor
4055,78,2,06/02/2023,2233.09,8.5,3.56,3.95,18.91,
4057,37,4,06/02/2023,3264.47,7.6,4.57,2.84,15.18,
4058,106,5,2023-02-06,1364.11,3.8,4.54,2.93,15.45,
4060,111,8,2023-02-06,4722.49,5.1,4.79,3.51,19.24,Digitado manual
4062,23,18,06/02/2023,2733.61,7.1,4.54,3.41,14.3,Revisar valor
4067,5,14,2023-02-06,3041.13,8.5,3.15,3.72,14.69,Digitado manual
4069,214,6,2023-02-06,2483.99,5.3,4.5,3.19,19.26,Digitado manual
4070,158,14,2023-02-06,2726.66,3.9,3.18,3.29,15.67,Revisar valor
4071,8,16,06/02/2023,4148.05,2.9,4.71,3.75,14.35,Digitado manual
4073,165,2,2023-02-06,4595.36,2.8,3.33,3.24,17.8,Digitado manual
4075,80,13,06/02/2023,591.59,5.2,3.24,3.02,17.8,
4078,31,4,06/02/2023,4989.73,3.7,4.74,3.01,19.13,
4082,98,13,06/02/2023,2058.05,7.5,4.83,3.17,18.05,Revisar valor
4091,54,12,2023-02-06,3886.54,6.6,4.47,3.94,16.17,
4092,103,3,06/02/2023,858.79,4.8,5.29,3.09,18.95,Revisar valor
4093,79,2,2023-02-06,2663.67,8.7,4.26,3.6,18.44,Revisar valor
4095,181,8,2023-02-06,-3516.51,3.8,4.41,3.48,14.28,Digitado manual
4099,192,14,06/02/2023,3872.2,9.0,4.35,3.29,16.49,
4102,44,5,2023-02-06,3255.35,4.1,4.99,3.37,18.76,Digitado manual
4108,36,11,2023-02-06,2938.25,8.2,4.64,3.88,15.07,
4112,217,6,06/02/2023,1885.27,4.5,3.33,3.99,14.2,
4113,131,19,2023-02-06,1862.96,9.8,3.06,3.72,14.44,Revisar valor
4115,83,15,06/02/2023,1099.45,4.6,5.06,,,Revisar valor
4119,243,16,06/02/2023,4868.24,5.5,4.58,3.75,18.06,Digitado manual
4120,215,12,2023-02-06,1984.24,2.7,3.45,3.48,17.23,Revisar valor
4121,185,12,2023-02-06,3332.06,2.7,3.46,3.97,14.65,
4123,175,3,06/02/2023,1144.82,9.6,3.48,3.33,20.0,
4124,105,14,2023-02-06,2587.07,9.7,4.67,3.43,18.01,
4128,81,9,06/02/2023,2250.6,5.5,3.13,3.39,18.43,Revisar valor
4129,141,4,06/02/2023,3147.6,10.0,3.84,3.0,14.47,Digitado manual
4135,156,17,06/02/2023,3020.58,4.2,5.03,2.97,16.72,
4137,1,20,2023-02-06,1527.74,7.8,3.95,2.83,17.15,Revisar valor
4147,177,17,2023-02-06,4906.13,6.9,4.54,2.83,15.6,Revisar valor
4151,199,20,06/02/2023,2058.58,7.8,3.58,3.96,16.23,Digitado manual
4153,118,6,2023-02-06,4053.82,5.9,3.39,,15.41,Digitado manual
4154,245,17,2023-02-06,4107.66,9.6,4.22,3.3,18.66,Revisar valor
4155,220,13,2023-02-06,2931.72,7.2,4.45,3.67,14.7,Digitado manual
4156,3,8,2023-02-06,3382.54,8.0,3.6,3.03,14.16,Revisar valor
4160,28,16,2023-02-06,678.19,,3.98,3.68,17.78,Revisar valor
4162,147,13,2023-02-06,4518.61,8.6,3.32,3.8,18.14,Digitado manual
4164,173,13,06/02/2023,2776.93,8.2,4.83,3.54,15.67,Digitado manual
4166,136,17,06/02/2023,282.76,8.5,3.45,3.67,17.25,Digitado manual
4167,123,6,2023-02-06,2508.23,7.1,5.49,,16.05,
4178,45,18,2023-02-06,4235.78,3.5,5.16,3.98,16.58,Digitado manual
4180,162,3,07/02/2023,-1425.27,7.8,5.09,3.48,17.96,
4181,152,5,2023-02-07,3687.5,5.7,3.37,3.57,19.7,Revisar valor
4186,176,15,07/02/2023,4250.79,9.0,4.69,3.56,16.26,
4191,82,7,2023-02-07,945.97,3.1,3.01,3.76,17.5,Revisar valor
4194,140,1,2023-02-07,3427.08,5.3,4.66,3.69,15.84,Digitado manual
4195,111,15,07/02/2023,2902.21,2.0,5.22,3.28,18.22,Digitado manual
4197,65,5,07/02/2023,1402.94,7.0,4.93,,17.64,
4198,234,8,2023-02-07,3390.7,3.1,5.19,3.34,19.19,Revisar valor
4201,205,3,07/02/2023,2046.99,5.8,5.35,3.65,15.67,
4203,98,3,07/02/2023,3824.23,4.8,3.48,3.26,16.47,
4208,45,7,2023-02-07,388.53,6.8,3.64,3.24,15.23,
4214,146,19,07/02/2023,1947.46,2.7,3.31,3.32,18.86,
4216,147,18,07/02/2023,1386.74,8.9,4.8,3.64,18.63,Digitado manual
4220,199,5,2023-02-07,1244.97,4.0,3.5,3.47,17.07,Revisar valor
4221,88,11,07/02/2023,1833.95,10.0,4.94,3.45,17.67,
4222,136,15,2023-02-07,2434.86,5.4,,3.35,18.39,Digitado manual
4226,3,15,07/02/2023,1098.56,5.5,4.53,3.91,17.11,Revisar valor
4227,51,6,2023-02-07,820.72,9.4,4.71,2.81,17.3,Digitado manual
4228,90,2,07/02/2023,4328.29,,4.18,2.81,19.39,Revisar valor
4229,137,12,07/02/2023,372.83,3.4,4.62,3.13,17.81,Digitado manual
4231,170,6,07/02/2023,274.2,3.4,5.31,3.23,19.85,Digitado manual
4237,238,17,2023-02-07,1326.61,7.8,3.31,3.61,14.13,Revisar valor
4238,161,17,07/02/2023,1717.22,4.2,3.67,2.96,18.11,Revisar valor
4239,63,16,07/02/2023,4621.25,2.6,5.35,3.02,18.93,Revisar valor
4241,75,3,2023-02-07,2445.1,7.9,5.3,3.03,15.34,
4242,158,16,2023-02-07,913.02,3.4,5.39,2.9,19.77,Digitado manual
4243,241,8,07/02/2023,3299.46,8.5,4.65,3.07,16.25,
4250,143,10,07/02/2023,4785.95,,3.12,,17.52,Revisar valor
4251,231,7,2023-02-07,2796.48,3.5,5.24,3.36,15.01,Digitado manual
4252,201,8,07/02/2023,1582.7,7.7,3.01,,19.68,
4255,48,14,2023-02-07,2721.11,5.1,3.64,3.09,19.73,Digitado manual
4256,113,17,07/02/2023,909.29,6.4,3.02,3.76,19.24,Digitado manual
4258,116,6,07/02/2023,2234.34,4.6,4.36,3.69,17.9,Digitado manual
4262,74,3,2023-02-07,4298.05,9.9,3.66,,15.82,Digitado manual
4264,128,7,07/02/2023,3924.72,8.4,4.98,3.35,18.46,Revisar valor
4276,167,16,2023-02-07,4418.32,4.1,4.68,3.94,14.6,Digitado manual
4281,73,13,07/02/2023,4806.27,4.5,4.66,3.76,16.13,Revisar valor
4284,200,16,2023-02-07,759.73,9.4,5.16,,,Revisar valor
4286,57,1,2023-02-07,2122.42,3.6,3.9,3.56,18.64,Digitado manual
4288,17,20,07/02/2023,2560.24,8.5,3.89,3.28,17.43,Digitado manual
4290,80,3,2023-02-07,2993.44,9.6,4.82,3.77,19.69,
4291,227,9,2023-02-07,896.0,7.4,5.0,3.75,15.81,Digitado manual
4300,1,6,2023-02-07,3893.88,2.6,4.77,2.99,18.29,Digitado manual
4301,202,10,2023-02-07,4126.5,4.2,5.17,2.9,15.61,
4304,4,2,07/02/2023,1917.88,6.4,,3.48,19.53,Digitado manual
4305,97,10,2023-02-07,390.0,9.0,4.07,,18.79,Revisar valor
4308,106,12,2023-02-07,753.23,4.7,3.3,3.1,16.59,
4311,209,18,07/02/2023,1290.07,8.7,,3.27,15.71,Digitado manual
4314,108,6,2023-02-07,3235.66,6.2,3.78,3.18,18.48,Digitado manual
4316,127,12,2023-02-07,868.65,2.4,3.73,3.86,17.68,Revisar valor
4318,93,10,2023-02-07,1922.14,6.4,,2.93,19.81,Digitado manual
4322,76,19,2023-02-07,1709.33,3.5,4.25,3.86,16.94,Digitado manual
4324,26,17,08/02/2023,3914.23,7.2,4.27,3.63,19.84,Revisar valor
4325,97,15,2023-02-08,1527.88,9.6,3.12,,15.21,
4332,30,9,2023-02-08,2575.45,3.1,4.92,2.87,17.15,Revisar valor
4345,127,1,08/02/2023,4285.22,2.5,4.6,3.27,15.77,Digitado manual
4346,31,15,2023-02-08,737.03,7.7,3.65,3.53,19.93,Digitado manual
4347,111,13,08/02/2023,2556.58,5.9,5.24,3.42,18.86,Revisar valor
4348,134,5,08/02/2023,4923.92,3.8,3.0,3.47,14.72,
4350,78,7,08/02/2023,4727.34,8.0,3.26,3.33,14.91,Revisar valor
4359,188,9,08/02/2023,1358.64,3.8,3.97,3.08,16.77,Digitado manual
4360,190,15,2023-02-08,4014.2,5.5,4.43,3.29,18.21,Digitado manual
4361,53,15,2023-02-08,2091.55,4.3,3.15,3.45,17.88,
4362,45,16,08/02/2023,3950.21,2.8,4.89,2.99,14.56,Revisar valor
4367,21,16,08/02/2023,969.46,7.7,3.73,3.78,16.76,Revisar valor
4371,143,7,08/02/2023,4724.36,4.5,4.79,3.24,14.2,Revisar valor
4375,223,15,2023-02-08,2107.22,,5.43,3.52,17.69,Revisar valor
4376,69,7,2023-02-08,4961.4,5.9,4.71,3.11,18.42,
4379,240,19,08/02/2023,3480.28,8.8,3.14,2.86,19.19,Digitado manual
4389,117,16,08/02/2023,1415.29,2.0,5.12,3.6,16.25,Revisar valor
4390,79,3,2023-02-08,2300.17,,4.68,3.28,14.46,
4391,120,13,08/02/2023,2344.91,2.8,3.84,3.65,16.16,
4394,24,17,08/02/2023,600.78,8.1,4.15,3.91,16.38,
4395,215,11,2023-02-08,3261.08,6.4,3.48,3.25,18.52,Digitado manual
4400,231,8,08/02/2023,2699.43,3.8,4.45,3.23,15.95,
4409,66,8,08/02/2023,4657.52,2.9,4.71,3.4,19.02,Revisar valor
4411,138,7,08/02/2023,2886.61,6.9,5.18,3.58,16.36,
4412,40,14,2023-02-08,2723.62,3.7,5.3,3.98,14.4,Revisar valor
4413,68,9,2023-02-08,4052.42,9.4,4.47,3.03,17.46,
4420,47,13,08/02/2023,-2435.01,4.0,4.23,3.2,18.67,Digitado manual
4424,115,8,08/02/2023,1659.58,9.2,3.34,3.83,19.37,
4432,46,8,2023-02-08,1071.81,7.3,4.25,2.94,15.74,
4434,148,15,2023-02-08,1628.24,7.2,5.18,3.32,16.14,Digitado manual
4437,99,10,08/02/2023,3412.82,7.1,4.42,3.04,16.46,Revisar valor
4440,75,15,2023-02-08,2542.39,8.7,5.26,3.68,17.04,
4442,196,9,2023-02-08,2203.81,4.0,5.14,3.74,18.65,
4452,90,17,08/02/2023,4444.14,4.2,3.14,3.33,,Revisar valor
4455,59,14,08/02/2023,4839.09,3.7,3.5,2.92,17.11,Digitado manual
4460,47,17,09/02/2023,1370.53,8.5,3.24,2.93,15.77,Revisar valor
4473,188,1,2023-02-09,880.93,4.4,3.42,3.62,19.08,
4477,39,5,2023-02-09,2323.32,7.9,4.72,3.97,18.02,
4478,55,17,2023-02-09,2059.31,3.3,4.42,3.77,16.91,Digitado manual
4479,170,14,09/02/2023,3381.58,4.3,4.3,2.89,14.89,Digitado manual
4480,72,7,2023-02-09,2021.98,,3.98,3.07,15.62,Revisar valor
4489,164,7,09/02/2023,2071.19,5.1,4.38,3.05,18.78,
4492,78,19,2023-02-09,3906.0,8.5,4.85,3.65,14.04,
4495,215,5,09/02/2023,1284.09,3.6,4.45,3.55,14.89,Digitado manual
4502,81,3,2023-02-09,2690.4,7.0,,3.94,18.57,Digitado manual
4504,187,17,09/02/2023,945.42,7.4,3.14,3.33,,Revisar valor
4507,242,18,09/02/2023,1608.47,5.7,4.97,3.91,14.52,
4508,51,6,09/02/2023,2252.69,6.5,,3.0,16.2,Revisar valor
4510,97,12,2023-02-09,1059.17,2.8,4.39,3.19,19.32,Digitado manual
4517,87,11,2023-02-09,2026.59,8.7,4.78,2.93,18.23,Digitado manual
4521,213,7,2023-02-09,3913.4,3.9,5.04,3.85,16.29,Revisar valor
4525,148,8,2023-02-09,3030.12,,5.05,3.76,17.79,Revisar valor
4527,139,8,09/02/2023,1966.79,8.8,5.16,2.92,14.79,Digitado manual
4530,57,12,2023-02-09,3420.68,9.8,4.76,3.84,16.08,Digitado manual
4534,203,8,09/02/2023,1904.02,2.1,4.56,3.23,19.51,Digitado manual
4535,177,10,09/02/2023,3515.05,4.3,4.23,2.93,19.55,Revisar valor
4537,237,18,2023-02-09,1993.8,8.3,5.13,3.1,18.42,Revisar valor
4541,220,14,09/02/2023,2287.0,3.7,4.79,3.45,15.26,Revisar valor
4545,149,9,09/02/2023,1043.97,,4.43,3.4,19.2,Digitado manual
4546,173,3,09/02/2023,3929.8,7.8,3.36,3.29,18.33,Digitado manual
4550,23,9,09/02/2023,3244.34,,4.89,3.72,15.9,
4551,129,19,09/02/2023,1991.07,7.2,,3.32,15.36,Digitado manual
4552,198,7,09/02/2023,4030.26,5.0,4.24,3.15,16.99,Digitado manual
4554,101,11,2023-02-09,438.54,9.5,4.19,3.52,16.94,Digitado manual
4557,108,11,09/02/2023,3180.29,8.9,3.26,2.98,14.8,Revisar valor
4558,103,18,09/02/2023,4257.09,6.8,3.39,3.37,16.59,
4561,68,13,2023-02-10,985.73,8.2,4.63,3.29,18.39,Digitado manual
4562,125,19,2023-02-10,4736.36,9.1,3.98,3.26,19.29,Revisar valor
4563,123,8,2023-02-10,2551.65,7.0,5.16,,18.74,
4565,46,5,2023-02-10,916.12,2.0,4.61,3.98,17.85,Digitado manual
4579,117,12,2023-02-10,4652.93,7.4,3.15,3.67,14.6,
4581,26,14,2023-02-10,2998.31,6.8,4.37,2.95,,Revisar valor
4582,179,4,10/02/2023,1655.84,7.3,4.06,3.95,19.76,
4587,39,10,10/02/2023,3130.07,,3.66,3.05,14.08,Digitado manual
4588,203,13,2023-02-10,3543.36,4.9,4.74,3.93,16.92,Revisar valor
4590,70,4,10/02/2023,606.02,4.7,4.14,2.9,14.9,Revisar valor
4591,63,9,2023-02-10,2399.29,9.8,4.75,,15.97,Digitado manual
4595,13,15,2023-02-10,562.55,2.2,,3.58,19.83,Digitado manual
4596,193,14,10/02/2023,3173.21,3.1,4.93,2.97,14.7,Revisar valor
4600,206,13,10/02/2023,3846.41,8.9,5.02,3.46,16.66,Digitado manual
4610,143,4,10/02/2023,2533.87,3.0,3.22,3.8,17.91,Revisar valor
4612,20,16,2023-02-10,216.95,5.9,4.86,3.93,16.01,Revisar valor
4614,129,1,10/02/2023,243.39,2.8,4.39,3.96,19.31,
4615,126,13,10/02/2023,3348.78,2.6,5.06,3.52,14.5,
4617,171,5,10/02/2023,2037.44,2.3,4.86,3.81,19.3,
4618,161,17,2023-02-10,-3366.85,5.8,3.08,3.26,16.82,
4624,216,6,2023-02-10,3164.66,5.1,5.21,2.91,15.33,Digitado manual
4625,28,11,2023-02-10,3441.01,,3.8,2.9,,Revisar valor
4626,191,5,2023-02-10,3716.68,4.1,4.73,3.25,,Revisar valor
4627,226,1,2023-02-10,2138.62,5.5,5.25,,19.5,Revisar valor
4629,27,6,2023-02-10,2467.54,4.4,5.24,3.41,14.43,Digitado manual
4634,147,18,2023-02-10,4596.87,7.9,3.17,3.2,18.75,
4635,135,10,2023-02-10,3700.38,5.7,3.28,3.25,14.1,Revisar valor
4636,242,5,2023-02-10,3384.36,,3.93,3.47,16.83,Revisar valor
4638,184,18,2023-02-10,2916.23,4.8,3.91,3.83,14.23,Revisar valor
4642,91,20,10/02/2023,649.82,5.2,4.09,3.59,18.28,Revisar valor
4645,55,15,10/02/2023,1613.36,6.4,5.03,3.32,14.39,
4646,245,3,2023-02-10,4680.64,9.2,4.49,3.61,17.07,Revisar valor
4649,116,3,11/02/2023,3227.52,8.4,5.38,3.14,16.47,
