collection_id,farm_id,route_id,collection_date,collected_liters,temperature_c,fat_pct,protein_pct,acidity
16883,177,17,05-27-2023,"1045,37","4,2","4,3","3,54",
16886,57,17,05-27-2023,"1724,29","3,8","4,0","3,62","14,1"
16898,118,3,05-27-2023,"4136,4","7,2",,"3,54","17,18"
16903,9,16,05-28-2023,"4309,81","4,6","4,07","3,8","19,23"
16906,36,9,05-28-2023,"3813,45","5,0","3,46","3,87","18,81"
16908,192,11,05-28-2023,"1380,7",,"3,52","3,97","19,19"
16910,135,11,05-28-2023,"4012,32","2,4","4,91","2,84","18,92"
16914,58,17,05-28-2023,"3672,94","5,1","3,53","3,57","19,39"
16916,205,7,05-28-2023,"2613,17","7,1","3,53","3,78","17,58"
16918,187,19,05-28-2023,"2637,89","8,2","5,2","3,91","19,27"
16919,124,17,05-28-2023,"893,88","5,8","4,97","3,62","18,16"
16920,186,4,05-28-2023,"1229,61","7,0","3,8","3,78","14,88"
16928,210,11,05-28-2023,"4309,94","6,8","4,41","3,89","14,39"
16929,75,3,05-28-2023,"928,83",,"4,59","3,08","18,22"
16930,160,2,05-28-2023,"4787,4","7,7","4,82","2,95","19,19"
16933,184,15,05-28-2023,"1432,53",,"4,68","3,85",
16937,81,18,05-28-2023,"3388,15","2,1","4,23","3,9","16,79"
16949,156,20,05-28-2023,"4333,73","3,4","3,04",,
16952,78,17,05-28-2023,"4126,47","6,8",,"3,2",
16954,1,12,05-28-2023,"3124,13","8,3","3,74","3,78","18,81"
16955,65,6,05-28-2023,"2724,68",,"3,15",,"17,78"
16962,46,17,05-28-2023,"973,6","5,9","5,33","3,03","15,58"
16963,119,12,05-28-2023,"1606,21","3,2","5,16","3,55","19,26"
16966,29,10,05-28-2023,"965,38","5,0","3,52","3,12","14,38"
16967,244,4,05-28-2023,"3295,23","3,4","5,08","3,03","14,06"
16968,53,20,05-28-2023,"3946,85",,"4,65","3,65","14,53"
16971,155,10,05-28-2023,"4840,36","2,1","3,89","2,81","15,62"
16973,219,6,05-28-2023,"1841,0",,"4,83","3,05","17,43"
16974,54,1,05-28-2023,"3533,05","3,1","4,66","3,6","14,15"
16975,20,10,05-28-2023,"2904,43","4,7","3,78","3,22","14,33"
16976,166,19,05-28-2023,"2775,72","9,6","5,42","3,23","17,66"
16981,71,14,05-28-2023,"4404,71","4,9","4,61","3,05","15,04"
16986,74,17,05-28-2023,"3302,08","9,0","3,25","3,74","14,21"
16987,235,3,05-28-2023,"2853,42","5,3","4,05","3,55","15,98"
16990,59,6,05-29-2023,"3920,8","4,1","3,39","2,89","18,7"
16994,27,9,05-29-2023,"809,5","6,9","3,23","3,6","19,95"
16995,174,10,05-29-2023,"3804,85","3,5","4,0","2,96","19,46"
17000,171,9,05-29-2023,"494,7","9,9","3,8","3,29","16,4"
17001,221,14,05-29-2023,"858,68","4,6","3,14","3,35","15,02"
17005,199,9,05-29-2023,"4661,98","6,9",,"3,62","16,97"
17007,62,13,05-29-2023,"1958,07","5,0","3,95","3,56","17,88"
17008,194,12,05-29-2023,"3446,72","8,2","4,22","3,5","16,97"
17009,89,6,05-29-2023,"1801,4","6,1","3,53","2,94","19,93"
17014,168,3,05-29-2023,"697,86",,"4,37","2,84","14,48"
17016,157,10,05-29-2023,"4562,77","2,7","3,67",,"18,17"
17022,175,8,05-29-2023,"3675,68","4,5","3,6","3,42","14,6"
17025,17,15,05-29-2023,"3665,03","8,8","5,25","3,6","16,08"
17031,207,4,05-29-2023,"3038,53","2,4","3,74","3,08","16,85"
17033,245,14,05-29-2023,"4095,66","8,9","4,85","3,62","19,72"
17037,99,19,05-29-2023,"1920,67","8,6","4,73","3,8","18,74"
17039,76,1,05-29-2023,"2302,13","8,2","3,28",,"15,57"
17040,224,12,05-29-2023,"965,2","5,7",,"3,4","19,27"
17041,220,11,05-29-2023,"705,79","2,8","4,83","3,82","16,04"
17044,41,13,05-29-2023,"2671,84","4,6","3,51","2,86","15,27"
17049,55,12,05-29-2023,"958,58","6,0","3,4","3,82","14,54"
17055,7,5,05-29-2023,"4804,86","9,6","5,07","3,35",
17056,154,2,05-29-2023,"264,07","7,7","4,18","3,11","18,78"
17057,20,7,05-29-2023,"4650,01","3,2",,"3,98","17,88"
17058,53,12,05-29-2023,"456,48","9,9","3,54","3,12","14,46"
17059,109,7,05-29-2023,"2705,37","4,6","4,33","3,85","18,08"
17060,5,18,05-29-2023,"2075,79","8,8","3,39","3,45","19,91"
17064,61,20,05-29-2023,"4425,27","8,6","5,07","3,58","19,21"
17065,9,7,05-29-2023,"4967,52","3,8","5,31","3,53","18,06"
17078,92,11,05-29-2023,"2004,88","3,1","3,54","2,92","14,1"
17082,71,3,05-29-2023,"2706,8","9,0","3,41","3,52","17,39"
17085,203,3,05-29-2023,"4185,56","9,5","3,82","3,73","15,31"
17087,49,8,05-30-2023,"4929,3","4,4","4,34","2,87","18,71"
17089,137,16,05-30-2023,"692,54","2,8","3,48",,"19,75"
17091,141,1,05-30-2023,"1032,21","5,2","5,01","3,09","19,93"
17092,158,12,05-30-2023,"1020,82","6,2","4,6","3,96","17,69"
17094,180,3,05-30-2023,"1771,15",,"3,77","3,37","15,84"
17099,62,13,05-30-2023,"4479,62","2,9","4,15","3,92","14,65"
17103,60,18,05-30-2023,"2639,68","3,9","4,29","3,33",
17104,144,12,05-30-2023,"356,5","6,5","3,34","2,97","14,79"
17108,47,12,05-30-2023,"1223,63","6,6","4,94","3,02","17,56"
17112,8,7,05-30-2023,"3425,82","2,5","3,3","3,66","15,52"
17120,55,12,05-30-2023,"3680,07","5,2","5,14","2,91","16,36"
17125,167,1,05-30-2023,"3259,09","5,8","3,39",,"19,4"
17131,41,18,05-30-2023,"2879,36","8,8","5,47","3,51","18,28"
17133,79,12,05-30-2023,"-1492,5","4,0","3,88","3,16","18,95"
17134,12,18,05-30-2023,"1346,37","7,7","5,33","2,99","17,88"
17135,193,9,05-30-2023,"3357,46","3,2","3,5","3,99","18,33"
17141,164,11,05-30-2023,"936,58","7,3","4,97","3,96",
17145,234,19,05-30-2023,"1609,74","7,6","3,44","3,57","14,35"
17146,181,6,05-30-2023,"3833,77","4,9","5,44","3,55","18,29"
17148,89,19,05-30-2023,"2212,84","4,5","5,19","3,11","17,85"
17149,7,4,05-30-2023,"1144,84","7,9","4,3","3,03","15,74"
17151,219,10,05-30-2023,"306,29","3,8","3,2","2,85","14,45"
17152,213,13,05-30-2023,"4190,27","8,0","4,62","3,67","16,05"
17153,51,10,05-30-2023,"3192,72","6,7","4,51","3,49","17,5"
17157,125,8,05-30-2023,"4005,47","7,8","5,02","3,2","18,25"
17158,26,4,05-30-2023,"4990,57","5,1","5,16","3,32","17,59"
17161,233,5,05-30-2023,"4638,86","10,0","3,0","3,04","15,78"
17163,72,17,05-30-2023,"4838,9","6,9","3,59","3,59","15,55"
17164,182,16,05-30-2023,"2980,48","9,7","4,26","3,27","16,27"
17165,33,16,05-30-2023,"2131,25","4,7","4,71","3,92","19,76"
17167,80,12,05-30-2023,"792,39","3,2","5,06","2,95","19,13"
17169,243,10,05-30-2023,"3641,05","7,5","3,05","3,51",
17173,200,4,05-30-2023,"2390,32","9,2","5,42","3,66","18,38"
17176,166,10,05-30-2023,"3054,23","3,7","4,69","3,41","15,19"
17179,84,17,05-31-2023,"2784,0","4,9","3,41","3,67","18,87"
17180,49,2,05-31-2023,"2524,29","5,4","3,75","3,46","19,5"
17192,18,9,05-31-2023,"484,11","9,6","3,76","3,15","15,79"
17196,26,10,05-31-2023,"714,44",,"4,54","3,0","14,45"
17198,169,1,05-31-2023,"4939,61","8,0","3,67","3,48","15,89"
17207,114,15,05-31-2023,"280,73","6,0","4,36","2,94","17,33"
17210,82,11,05-31-2023,"4456,84","4,7","3,27","3,35","15,11"
17212,146,12,05-31-2023,"3817,16",,,"3,77","18,52"
17221,88,9,05-31-2023,"3662,46","6,0","4,8","2,86","19,91"
17225,69,6,05-31-2023,"2965,11","6,9","3,87","2,98","15,49"
17226,241,1,05-31-2023,"313,51","7,4","5,26","3,28","15,99"
17227,127,17,05-31-2023,"3402,13","3,3","3,2","3,26","19,23"
17228,222,8,05-31-2023,"3924,34",,"4,23","3,85","14,16"
17229,156,19,05-31-2023,"4602,53","5,0","4,15","3,95","14,6"
17230,23,20,05-31-2023,"4302,15","3,7","3,93","3,91","17,0"
17231,118,8,05-31-2023,"1799,49","8,8","3,65","3,74","14,99"
17233,21,5,05-31-2023,"1022,64","8,5","4,13","3,68","19,24"
17234,98,8,05-31-2023,"3846,11","2,9","3,05","3,77","14,45"
17235,186,19,05-31-2023,"914,41","4,0","5,07","3,94","19,59"
17236,152,4,05-31-2023,"3745,92","3,1","4,09","3,73","17,13"
17238,154,10,05-31-2023,"3382,31","2,6","3,33","3,32","14,35"
17239,113,17,05-31-2023,"1858,17","6,4","3,95","3,91","15,23"
17241,208,4,05-31-2023,"965,59","8,9","4,31",,"19,52"
17244,90,2,05-31-2023,"1249,15","3,0","4,35","3,55","19,29"
17248,213,16,05-31-2023,"3327,88","6,9","3,96","2,92","16,07"
17249,219,14,05-31-2023,"3373,66","4,5","3,27","3,42",
17250,80,3,05-31-2023,"4134,46","2,1","3,29","3,32","17,32"
17254,6,6,05-31-2023,"2601,9","8,3","4,79","3,88","16,75"
17257,184,12,05-31-2023,"3329,85","7,6","3,9","3,51",
17258,81,15,05-31-2023,"1762,94","7,6","5,3","3,08","19,24"
17265,205,2,05-31-2023,"211,17","6,5","4,62","3,24",
17266,195,15,05-31-2023,"1796,5","2,1","3,12","3,28","19,99"
17268,10,4,06-01-2023,"2757,0","5,5","5,4","3,57","14,69"
17269,6,17,06-01-2023,"4835,6","8,5","5,1","3,75","17,13"
17270,181,17,06-01-2023,"4284,62","6,6","4,92","3,82","15,63"
17271,191,16,06-01-2023,"1303,97","7,7","3,46","3,89","16,51"
17273,87,15,06-01-2023,"4488,47","4,0","3,28","3,75","17,44"
17274,221,16,06-01-2023,"1082,09","7,4","5,49","3,7","16,96"
17277,166,2,06-01-2023,"-2605,51","8,5","4,34","3,11","16,73"
17284,74,4,06-01-2023,"3724,26","5,5","4,34",,"17,11"
17288,241,14,06-01-2023,"3149,16",,"5,37","2,81","16,69"
17290,3,5,06-01-2023,"4627,64","7,7","3,06","2,94","17,97"
17294,170,13,06-01-2023,"2938,38","8,1","4,01","3,3","17,94"
17300,79,14,06-01-2023,"1700,18","7,6","4,82","3,59","19,38"
17321,163,2,06-01-2023,"4521,23","5,6","5,31","3,25","16,52"
17322,214,17,06-01-2023,"1094,8","2,0","4,23","3,73","17,69"
17328,17,6,06-01-2023,"1869,52","2,4","4,16","3,42","14,83"
17330,5,19,06-01-2023,"613,27","8,2","4,96","3,87","19,92"
17332,23,14,06-01-2023,"3094,33","9,6","3,44","3,13","14,37"
17336,122,20,06-01-2023,"1185,21","6,3","4,92","3,55","15,37"
17340,165,13,06-01-2023,"245,49","3,9","4,1","3,84","15,02"
17342,65,14,06-01-2023,"1868,83","2,0","5,13","2,97","15,55"
17344,4,19,06-01-2023,"552,81","6,9","4,87","3,67","14,17"
17345,174,17,06-01-2023,"4967,6","5,5","4,82","3,03","16,71"
17346,71,14,06-01-2023,"4709,56","5,1","5,5","2,86","18,87"
17348,171,9,06-01-2023,"2596,07","5,2","5,44","3,67","18,49"
17352,28,14,06-01-2023,"745,61","3,1","5,22","3,08",
17359,56,17,06-01-2023,"339,21","4,5","5,36","3,72","19,31"
17363,181,10,06-02-2023,"2978,31","4,8","4,67","3,65","18,77"
17369,213,5,06-02-2023,"3538,15","6,6","4,12","3,7","14,72"
17373,94,6,06-02-2023,"3480,47","8,9","3,83","3,33","16,93"
17374,211,1,06-02-2023,"1609,63","5,7","3,07","3,97","19,48"
17375,222,6,06-02-2023,"1460,76","5,8","4,58","3,44","15,42"
17377,60,15,06-02-2023,"-1320,28",,"3,21","2,99","19,58"
17384,63,6,06-02-2023,"3331,06","6,8","3,17","3,96","16,53"
17385,29,7,06-02-2023,"4581,0","5,6","4,17","3,45","19,83"
17388,8,14,06-02-2023,"1392,7","2,8","3,66","3,01","20,0"
17389,37,18,06-02-2023,"3291,4","3,5","3,87","3,53","16,93"
17390,111,14,06-02-2023,"4604,24","9,8","3,01","3,19","14,07"
17391,184,17,06-02-2023,"1443,45","3,7","5,48","3,11","14,82"
17397,175,11,06-02-2023,"2561,54","5,3","3,17","3,52","19,25"
17398,218,15,06-02-2023,"1682,32","5,1","5,02",,"17,54"
17400,131,2,06-02-2023,"3846,98","7,3","4,52","3,87","18,61"
17404,54,3,06-02-2023,"2831,0","8,6","4,3","2,8","14,68"
17408,12,19,06-02-2023,"4074,05","9,8","3,83","3,23","18,17"
17412,82,14,06-02-2023,"4000,93","4,9","3,24","3,8","16,7"
17414,23,15,06-02-2023,"3110,83","9,9","3,87","2,84",
17415,124,20,06-02-2023,"4613,75","4,7","5,44","3,51","15,44"
17419,133,3,06-02-2023,"2361,19","6,8","3,17","3,23",
17422,170,12,06-02-2023,"1334,5","8,2",,"3,36","18,94"
17423,78,7,06-02-2023,"4188,89","8,4","3,0","3,86","18,54"
17425,223,13,06-02-2023,"4825,41","4,3","5,24","3,1","18,48"
17428,199,3,06-02-2023,"4307,25","8,2","3,89","3,21",
17429,115,5,06-02-2023,"916,86","2,6","3,14","3,54","18,06"
17431,205,15,06-02-2023,"356,23","9,3","5,47","3,91","15,01"
17437,91,5,06-02-2023,"3658,62","7,8","4,67","3,69","18,8"
17438,77,2,06-02-2023,"4586,95","3,7","4,37","3,91","18,82"
17444,51,12,06-02-2023,"1404,52","8,1","4,81","3,48","18,56"
17445,116,2,06-02-2023,"4431,95","9,8","5,07","3,97","18,73"
17446,14,16,06-02-2023,"4945,18","3,4","4,03",,"17,57"
17450,219,4,06-02-2023,"2263,53","6,4","3,09","3,37","17,23"
17453,98,20,06-02-2023,"3130,45","9,9","4,08","2,84",
17457,22,11,06-02-2023,"1939,42","7,3","3,74","3,49","15,78"
17459,229,4,06-02-2023,"2039,89","2,1","4,5","3,97","16,08"
17460,45,12,06-02-2023,"1695,95","9,1","4,88","3,74","15,59"
17461,112,14,06-02-2023,"3620,52","2,5","4,85","3,72","15,47"
17465,128,11,06-02-2023,"4058,1","7,2","3,9","3,23","19,08"
17466,97,20,06-02-2023,"617,83","4,8","4,26","3,35","16,92"
17467,201,17,06-02-2023,"1498,5","8,1","4,09","3,7","14,34"
17470,232,18,06-02-2023,"4973,88","4,5","5,08","3,37","14,39"
17476,58,15,06-02-2023,"4886,17","9,2","4,01","3,6","18,14"
17477,28,7,06-02-2023,"2279,41","9,2","5,32","3,87","19,36"
17480,241,6,06-02-2023,"542,82","6,1","5,33","3,78","18,21"
17483,208,20,06-02-2023,"4772,15","7,4","3,34","3,77","18,15"
17486,40,12,06-02-2023,"1729,48","8,0","4,12","3,47","15,46"
17490,238,20,06-03-2023,"2615,71","7,8","3,02","3,46",
17495,27,6,06-03-2023,"4978,26","8,2","3,35","3,52","17,85"
17499,60,12,06-03-2023,"3132,39","2,6","4,91","3,96","16,78"
17501,73,4,06-03-2023,"3554,88","7,9","4,98","2,95","19,69"
17503,219,15,06-03-2023,"4599,13","6,6","4,2","3,05","19,74"
17504,57,5,06-03-2023,"2065,31","9,3","3,18","3,3","14,06"
17507,143,13,06-03-2023,"4988,03","6,5","4,52","2,84","18,43"
17508,85,18,06-03-2023,"4691,04","8,0","4,04","3,52","16,45"
17509,104,18,06-03-2023,"1548,06","3,9","3,95","3,43","15,73"
17511,74,2,06-03-2023,"3592,25","7,5","4,58","3,1","15,69"
17514,141,1,06-03-2023,"4488,99",,"4,91","3,01","18,88"
17516,222,9,06-03-2023,"898,4","2,0","4,07","3,92","19,4"
17518,88,12,06-03-2023,"4405,1",,"3,25","3,9","14,83"
17525,240,16,06-03-2023,"2738,73","8,9","3,67","3,75","19,84"
17527,6,15,06-03-2023,"1014,58","5,3","5,41","3,49","18,87"
17528,59,6,06-03-2023,"300,83","9,5","3,43","3,97","18,78"
17532,216,19,06-03-2023,"1265,3","3,5","5,14","3,25","15,83"
17534,107,6,06-03-2023,"2228,58","5,5","4,63","2,89",
17536,225,19,06-03-2023,"1344,14","7,8","4,09","2,89","14,2"
17538,36,10,06-03-2023,"322,14","5,2","3,64","3,28","14,92"
17544,245,19,06-03-2023,"1140,91","9,0","4,68","3,71","16,67"
17549,229,6,06-03-2023,"709,44","7,8","4,24","3,5","17,76"
17560,30,8,06-03-2023,"979,77","3,2","4,89","3,22","14,03"
17562,152,1,06-03-2023,"3119,05","9,8","5,47","3,56","16,68"
17569,25,1,06-03-2023,"331,8","8,6","4,76","3,1","17,98"
17571,192,11,06-03-2023,"1118,43",,"3,16","3,31","19,35"
17575,54,16,06-03-2023,"1477,0","6,7","5,35","2,9","18,96"
17578,112,16,06-03-2023,"3132,79","4,0","3,66","3,22","14,59"
17579,236,8,06-03-2023,"2043,89","8,6","5,2","3,7","18,07"
17597,231,2,06-04-2023,"1911,17","7,3","3,03","3,27","14,96"
17599,34,8,06-04-2023,"4507,79","7,3","3,41",,"14,65"
17601,154,20,06-04-2023,"2652,51","6,5","3,27","3,31","15,78"
17602,54,16,06-04-2023,"4216,27","8,5","5,1","2,99","19,92"
17612,44,19,06-04-2023,"550,52","6,4","4,45","3,34","19,43"
17613,173,5,06-04-2023,"3342,7","5,4","4,8","3,12","14,85"
17615,169,14,06-04-2023,"2632,7","5,9","4,48","3,04","15,84"
17616,191,12,06-04-2023,"1628,62","4,9","3,05","2,87","17,96"
17622,129,9,06-04-2023,"1769,66","6,6","3,5","3,04","15,38"
17631,49,8,06-04-2023,"300,51",,,"3,22","18,9"
17641,224,16,06-04-2023,"3471,73","9,5","3,26",,"15,24"
17642,29,4,06-04-2023,"1444,87","6,0","3,96","3,73","16,32"
17643,232,19,06-04-2023,"1685,12",,"3,68","3,54","16,89"
17644,238,18,06-04-2023,"3043,36","3,2","3,36","3,95","16,38"
17645,177,10,06-04-2023,"2540,99",,"4,53","3,37","16,88"
17648,95,12,06-04-2023,"2315,91","7,2","5,19","3,57","19,59"
17651,170,16,06-04-2023,"254,41","6,2","4,05","3,21","18,77"
17652,78,18,06-04-2023,"3478,75","6,3","4,38","3,6","16,42"
17654,67,2,06-04-2023,"4049,34","2,2","3,24","3,52","15,08"
17657,186,18,06-04-2023,"3686,2","5,7","5,43","2,9","19,17"
17659,36,17,06-04-2023,"1469,2","7,4","4,09","3,45","17,52"
17665,212,18,06-04-2023,"4280,66","4,7","5,12","2,82",
17669,55,3,06-04-2023,"3265,77","5,5","3,81",,"16,99"
17677,84,8,06-04-2023,"203,24","8,3","4,1","3,78","17,85"
17683,143,5,06-04-2023,"1469,5","6,3",,"3,09","16,96"
17686,241,6,06-04-2023,"3116,33","8,0","5,2","3,39","18,28"
17689,74,2,06-04-2023,"2035,16","8,5","4,68","3,31","16,85"
17690,136,17,06-04-2023,"2497,64","9,5","5,19","3,88","18,21"
17692,152,12,06-04-2023,"4989,94","7,3","3,22","3,06","14,73"
17698,30,4,06-04-2023,"4672,72","6,2","3,52","2,92","18,83"
17700,107,1,06-04-2023,"4548,73","3,2","4,69","2,89","17,72"
17702,242,11,06-04-2023,"4646,56","7,0","3,65","3,5","14,08"
17703,221,10,06-04-2023,"3547,23","7,1","4,51","3,56","16,15"
17706,148,12,06-04-2023,"4142,95","5,2","5,34","3,75","19,44"
17709,211,14,06-04-2023,"1844,88","3,7","4,39","3,64","19,21"
17717,115,2,06-05-2023,"2773,33","4,7",,"2,8","15,14"
17718,39,3,06-05-2023,"4951,37","6,1","4,74",,"14,36"
17719,34,12,06-05-2023,"2736,32","5,4","3,38","3,77","16,72"
17720,239,12,06-05-2023,"2778,22","3,4",,,"19,01"
17721,41,16,06-05-2023,"1116,03","4,4","4,49","3,13",
17722,244,5,06-05-2023,"2027,16","7,7","3,49","3,42","15,2"
17723,2,8,06-05-2023,"1747,89","8,0","3,88","3,54","17,79"
17724,173,8,06-05-2023,"3920,75","9,6","3,78","3,23","14,07"
17725,165,20,06-05-2023,"2097,18","10,0","5,14","2,96","19,25"
17728,58,19,06-05-2023,"1583,94","7,0","3,07","3,75","15,13"
17730,109,1,06-05-2023,"1618,15","7,7","5,4","3,09","19,51"
17731,203,18,06-05-2023,"3106,2","7,4","4,04","3,53","17,34"
17732,151,7,06-05-2023,"2744,8","8,7","4,25","3,55","16,67"
17733,83,6,06-05-2023,"2449,54","6,7","4,03","3,5","17,02"
17734,245,16,06-05-2023,"712,45","6,7","4,69","3,54","17,04"
17743,74,13,06-05-2023,"3267,42","4,6","5,1","3,73",
17744,30,6,06-05-2023,"2384,66","5,7","4,55","3,52","14,48"
17745,243,4,06-05-2023,"-4669,52","4,5","4,84",,"19,21"
17747,221,11,06-05-2023,"4465,33","2,9","3,08","3,32","18,37"
17749,80,9,06-05-2023,"3835,98","6,5","5,2","2,95","17,94"
17752,155,19,06-05-2023,"3075,68","8,2","3,14","3,26","15,42"
17753,57,5,06-05-2023,"350,59","3,3","4,46","3,0","19,23"
17756,172,7,06-05-2023,"3950,48","6,2","5,04","3,5",
17757,76,3,06-05-2023,"4804,92","4,5","3,67","3,91",
17759,1,18,06-05-2023,"2257,07","4,3","5,13","3,1","19,1"
17762,79,13,06-05-2023,"1194,68","8,9","4,88","3,32","16,86"
17763,139,5,06-05-2023,"3952,55",,"4,27","3,2","15,61"
17765,196,19,06-05-2023,"3166,97","6,0","3,22","3,5","14,51"
17766,92,17,06-05-2023,"2727,85","8,0","3,12","2,87","16,39"
17777,99,1,06-05-2023,"4218,68",,"4,36","3,92","14,72"
17782,225,11,06-05-2023,"4274,26","4,6",,"3,41","16,68"
17785,121,17,06-05-2023,"2826,76","4,3","4,39","3,96","19,78"
17788,189,4,06-05-2023,"258,91","4,1","3,36","3,1","15,69"
17789,236,6,06-05-2023,"926,7","2,1","4,22","3,67","17,93"
17798,127,14,06-05-2023,"3547,81","5,1","4,59","3,27","18,41"
17801,159,16,06-05-2023,"2931,08",,"3,37","2,91","19,52"
17806,37,14,06-05-2023,"2195,2","4,4","4,22","3,61","14,5"
17807,133,13,06-05-2023,"3467,06","5,8","3,01","3,44","18,81"
17810,89,4,06-05-2023,"1869,96","2,4",,"3,1","14,12"
17812,166,15,06-05-2023,"4787,39","8,3","4,84","3,67","18,09"
17813,68,4,06-05-2023,"403,53","7,0","4,2","3,97","15,68"
17814,22,19,06-05-2023,"4644,04","4,2",,"3,2","17,71"
17823,104,5,06-05-2023,"4227,12","6,8","3,06","2,93",
17824,212,4,06-05-2023,"2765,42","2,5","4,37","3,98","15,94"
17833,197,2,06-05-2023,"3166,36","9,2","3,53","3,92","18,61"
17834,145,9,06-05-2023,"3660,34","8,4","4,04","2,91","14,28"
17837,62,14,06-05-2023,"1702,62","6,3","3,94","2,95","16,53"
17838,202,8,06-05-2023,"1293,07","7,1","4,27","2,92","19,32"
17839,50,18,06-05-2023,"4134,95","9,5","4,89",,"19,77"
17842,223,4,06-05-2023,"2574,64","6,8","3,81","3,05","16,4"
17844,48,8,06-05-2023,"3403,37","4,2","4,48","3,65","17,1"
17845,33,11,06-05-2023,"1113,5","7,4","4,55","3,56","15,36"
17852,226,5,06-05-2023,"257,28","3,8","4,01","3,54","14,6"
17854,158,6,06-05-2023,"3043,64","2,3","3,06",,"15,17"
17860,242,12,06-05-2023,"4635,94","9,1","4,2","3,81",
17861,137,20,06-05-2023,"247,12","3,0","5,18","2,92","14,25"
17870,54,15,06-06-2023,"205,46","8,1","5,07","3,25","18,13"
17874,166,17,06-06-2023,"4174,88","6,6","5,03","2,9","15,12"
17878,100,19,06-06-2023,"4633,49","8,9","5,42","3,12","17,98"
17882,124,4,06-06-2023,"970,76","5,4","5,09","3,64","16,52"
17886,155,6,06-06-2023,"4234,36","6,7","5,33","3,19","14,15"
17887,128,8,06-06-2023,"4495,11","9,9","4,68","3,61","16,71"
17893,234,19,06-06-2023,"3385,15","7,6","4,96","3,76","16,02"
17894,154,18,06-06-2023,"2022,62","4,9","4,91","3,53","15,35"
17895,157,13,06-06-2023,"2519,34","3,0","3,56","3,06","16,69"
17898,192,6,06-06-2023,"1126,42","7,3","3,05","3,81",
17909,123,16,06-06-2023,"287,49","3,7","3,97","3,74","15,49"
17912,129,11,06-06-2023,"658,27",,"3,3","3,52","18,08"
17914,206,14,06-06-2023,"765,41","3,4","3,74","3,32","14,96"
17915,161,3,06-06-2023,"2151,42","5,2","3,26","2,83","18,34"
17917,47,9,06-06-2023,"4368,69","9,2","3,13","3,67","19,95"
17919,66,7,06-06-2023,"1958,49","4,1","4,69","3,08","15,11"
17920,4,1,06-06-2023,"2506,48","6,7","4,27","3,01","17,36"
17930,118,3,06-06-2023,"3860,91","8,9",,"3,62",
17931,146,5,06-06-2023,"2131,73","8,2","4,74","3,9","15,11"
17936,108,8,06-06-2023,"1144,37","9,5","3,95","3,52","18,46"
17941,140,17,06-06-2023,"3869,82","2,6","3,6",,"17,84"
17943,2,16,06-06-2023,"2154,62",,"4,8","3,69","14,24"
17944,201,4,06-06-2023,"1544,7","8,3","3,55","3,77","17,87"
17949,235,8,06-06-2023,"4992,6","9,4","4,81","3,62","14,31"
17951,222,15,06-06-2023,"1422,42","8,8","3,1","3,79","19,38"
17952,206,14,06-07-2023,"204,82","3,9","4,04","3,28","19,19"
17954,85,14,06-07-2023,"1559,09","2,2","3,56","3,76","18,39"
17957,96,9,06-07-2023,"657,34","4,6","3,45","3,92","18,41"
17961,6,7,06-07-2023,"2338,82","10,0","5,19","3,47","17,72"
17963,94,4,06-07-2023,"2979,99","8,6","4,06",,"19,31"
17965,140,5,06-07-2023,"1967,26","5,7","3,12","3,98","16,18"
17967,200,5,06-07-2023,"1316,84","8,7","3,9","3,55","19,1"
17973,136,19,06-07-2023,"3337,05","7,4","5,03","3,66","18,65"
17974,138,5,06-07-2023,"2919,59","9,7","4,98","3,64","16,08"
17975,11,7,06-07-2023,"1474,27","7,6","3,22","3,41","16,95"
17978,43,5,06-07-2023,"4553,58","5,8","4,72","3,75","14,45"
17985,230,4,06-07-2023,"2402,22","3,0","4,14","3,15","19,6"
17993,164,20,06-07-2023,"801,69","2,3","4,14","3,1",
17997,50,2,06-07-2023,"737,36","5,3","4,52","3,32",
17999,99,6,06-07-2023,"2498,72","8,6","4,89","3,96","17,13"
18007,75,10,06-07-2023,"4890,62","3,0","3,74","3,54","19,05"
18011,83,20,06-07-2023,"2259,94","5,9","4,8","3,78","19,67"
18014,104,4,06-07-2023,"678,61","4,5","3,22","2,82","14,54"
18016,119,8,06-07-2023,"3709,08","4,6","5,06","3,58","14,52"
18017,244,13,06-07-2023,"4831,87","4,6","4,46","3,7","16,87"
18018,72,6,06-07-2023,"3910,76","6,7","4,7","3,78","15,56"
18033,232,19,06-07-2023,"1042,13",,"3,06","3,36","17,53"
18045,224,16,06-07-2023,"2933,63","2,4","4,15","3,36","17,9"
18046,19,19,06-07-2023,"1350,43","6,3","4,75","3,64","19,74"
18047,132,3,06-07-2023,"1353,93","3,7","5,0","3,99","18,47"
18049,207,2,06-07-2023,"4511,05","6,7","4,85","3,19","16,63"
18052,149,18,06-07-2023,"3265,33",,"4,79","3,97","18,11"
18060,166,20,06-07-2023,"2292,33","3,7","3,72","3,56",
18064,240,12,06-08-2023,"3868,0","6,9",,"3,83","17,49"
18065,147,10,06-08-2023,"1746,39","10,0","5,11","2,9","19,46"
18066,54,19,06-08-2023,"3959,14","7,6","4,34","3,16","16,86"
18067,153,13,06-08-2023,"4425,53","6,2",,"2,88","19,18"
18069,104,2,06-08-2023,"408,88","4,8","3,4","3,73","19,92"
18070,172,9,06-08-2023,"3558,94","5,3","4,97","3,36","14,55"
18076,1,3,06-08-2023,"1929,33","9,2","4,69","3,9","18,92"
