id_item,id_pedido,id_produto,quantidade,preco_unitario,valor_total
3792,1057,7,280,57.93,
3793,1057,10,23,27.48,632.04
3794,1057,19,328,72.54,23793.12
3795,1057,9,414,78.2,32374.8
3796,1057,17,305,10.38,3165.9
3797,1057,8,457,7.97,
3798,1058,13,474,11.79,5588.46
3799,1059,5,444,5.78,2566.32
3800,1059,21,207,41.82,8656.74
3801,1059,7,351,29.24,10263.24
3802,1059,3,462,12.4,5728.8
3803,1060,18,432,14.34,6194.88
3804,1060,10,316,47.56,
3805,1060,24,23,11.86,272.78
3806,1061,9,370,21.35,7899.5
3807,1061,24,422,59.11,24944.42
3808,1061,25,299,28.0,8372.0
3809,1061,23,131,7.88,1032.28
3810,1061,21,28,48.26,1351.28
3811,1061,30,361,47.3,17075.3
3812,1062,26,157,11.01,1728.57
3813,1063,3,12,29.47,353.64
3814,1063,22,192,62.19,11940.48
3815,1063,19,208,23.38,4863.04
3816,1063,2,459,69.71,31996.89
3817,1063,7,20,21.8,436.0
3818,1064,24,125,43.93,5491.25
3819,1064,28,444,7.6,3374.4
3820,1065,6,435,30.77,13384.95
3821,1065,30,245,78.72,19286.4
3822,1065,20,218,16.16,3522.88
3823,1066,23,469,48.09,22554.21
3824,1066,19,498,33.25,16558.5
3825,1066,25,413,44.98,18576.74
3826,1066,29,208,61.37,12764.96
3827,1067,27,294,68.25,20065.5
3828,1067,8,35,38.7,1354.5
3829,1067,14,413,4.21,1738.73
3830,1068,6,326,57.4,
3831,1068,26,486,57.69,28037.34
3832,1068,22,400,46.96,18784.0
3833,1068,5,462,4.98,2300.76
3834,1068,28,223,26.11,5822.53
3835,1068,9,92,52.81,4858.52
3836,1069,21,142,47.13,6692.46
3837,1070,9,355,49.07,17419.85
3838,1071,1,134,63.99,8574.66
3839,1071,24,426,11.8,5026.8
3840,1071,22,390,15.93,6212.7
3841,1071,26,259,70.04,18140.36
3842,1072,21,364,56.04,
3843,1072,24,281,74.91,21049.71
3844,1072,12,110,23.44,2578.4
3845,1073,27,390,78.75,30712.5
3846,1073,16,485,33.25,16126.25
3847,1073,18,36,13.09,471.24
3848,1073,7,255,43.95,11207.25
3849,1073,4,152,37.63,5719.76
3850,1073,12,377,7.57,2853.89
3851,1074,18,250,66.92,16730.0
3852,1074,24,168,20.13,3381.84
3853,1075,8,278,16.26,4520.28
3854,1075,28,151,66.65,10064.15
3855,1075,7,449,4.41,1980.09
3856,1075,1,6,72.16,432.96
3857,1075,25,122,27.19,3317.18
3858,1076,26,331,23.1,7646.1
3859,1076,13,75,66.42,4981.5
3860,1076,18,39,68.61,2675.79
3861,1076,19,341,79.33,27051.53
3862,1076,29,48,3.12,149.76
3863,1077,7,387,50.89,19694.43
3864,1077,21,447,28.15,12583.05
3865,1077,27,24,52.24,1253.76
3866,1077,4,488,11.89,5802.32
3867,1078,11,10,30.48,304.8
3868,1078,10,456,8.08,3684.48
3869,1078,5,460,60.11,
3870,1079,18,463,69.09,31988.67
3871,1080,28,429,12.31,5280.99
3872,1080,12,44,61.54,2707.76
3873,1080,7,340,69.95,23783.0
3874,1080,18,42,10.9,457.8
3875,1081,5,322,52.06,16763.32
3876,1081,13,452,39.14,17691.28
3877,1081,30,220,40.8,8976.0
3878,1081,28,326,25.42,8286.92
3879,1081,27,316,66.92,21146.72
3880,1082,10,19,54.25,1030.75
3881,1082,13,220,48.67,
3882,1082,29,404,52.49,21205.96
3883,1082,30,11,68.76,756.36
3884,1082,5,455,11.71,5328.05
3885,1083,21,95,46.73,4439.35
3886,1083,18,341,30.12,10270.92
3887,1083,17,493,7.01,3455.93
3888,1084,20,82,41.62,3412.84
3889,1084,27,378,70.93,26811.54
3890,1084,17,429,61.5,26383.5
3891,1085,6,132,52.46,6924.72
3892,1086,28,293,31.84,9329.12
3893,1086,22,366,65.18,23855.88
3894,1086,21,416,45.61,18973.76
3895,1086,13,176,8.64,1520.64
3896,1086,27,457,23.57,10771.49
3897,1087,21,185,11.68,2160.8
3898,1087,9,286,66.13,18913.18
3899,1087,11,322,4.8,1545.6
3900,1087,24,123,73.02,8981.46
3901,1087,4,16,70.17,1122.72
3902,1088,22,270,53.44,14428.8
3903,1088,16,433,52.87,22892.71
3904,1088,6,373,74.67,27851.91
3905,1088,20,434,47.44,20588.96
3906,1088,2,460,8.05,3703.0
3907,1089,17,425,70.64,30022.0
3908,1089,5,29,40.51,1174.79
3909,1089,8,193,48.8,9418.4
3910,1089,26,45,74.59,3356.55
3911,1089,28,320,28.04,8972.8
3912,1089,9,397,4.53,1798.41
3913,1090,16,308,36.76,11322.08
3914,1090,7,257,33.39,8581.23
3915,1090,18,453,26.81,12144.93
3916,1090,3,248,11.49,
3917,1091,8,473,20.16,9535.68
3918,1091,10,293,59.73,17500.89
3919,1091,12,472,75.0,35400.0
3920,1091,22,394,31.37,12359.78
3921,1092,27,191,71.59,13673.69
3922,1092,11,360,40.07,14425.2
3923,1093,22,403,60.2,24260.6
3924,1093,10,286,50.48,14437.28
3925,1094,8,52,3.76,195.52
3926,1094,19,480,13.46,6460.8
3927,1094,9,463,-13.49,6245.87
3928,1094,26,253,77.82,19688.46
3929,1095,18,491,17.74,8710.34
3930,1095,7,475,61.13,29036.75
3931,1095,23,468,74.63,34926.84
3932,1096,6,248,39.6,9820.8
3933,1096,18,5,49.44,247.2
3934,1096,29,162,7.85,1271.7
3935,1097,24,442,61.94,27377.48
3936,1097,4,292,16.84,4917.28
3937,1097,17,268,48.83,13086.44
3938,1097,1,46,38.17,1755.82
3939,1097,19,32,18.81,601.92
3940,1098,14,183,52.29,9569.07
3941,1098,2,86,15.61,1342.46
3942,1098,18,394,8.13,3203.22
3943,1098,27,372,77.8,28941.6
3944,1098,19,140,48.02,6722.8
3945,1099,8,490,33.44,16385.6
3946,1099,21,107,19.59,2096.13
3947,1099,30,439,57.02,25031.78
3948,1099,22,232,38.65,8966.8
3949,1100,23,298,-46.13,13746.74
3950,1100,2,328,78.83,25856.24
3951,1101,28,400,59.02,23608.0
3952,1101,16,54,70.79,3822.66
3953,1101,20,334,57.56,19225.04
3954,1101,18,357,35.42,12644.94
3955,1102,8,397,66.32,26329.04
3956,1102,30,355,45.54,16166.7
3957,1102,3,355,72.92,25886.6
3958,1103,19,461,49.45,22796.45
3959,1103,8,476,4.93,2346.68
3960,1103,3,358,8.83,3161.14
3961,1104,28,59,49.4,2914.6
3962,1105,20,480,71.55,34344.0
3963,1105,2,490,33.47,16400.3
3964,1105,12,145,67.46,9781.7
3965,1105,28,319,8.44,2692.36
3966,1106,2,472,33.97,16033.84
3967,1106,30,184,16.38,3013.92
3968,1107,11,222,69.38,15402.36
3969,1107,27,335,50.62,16957.7
3970,1107,2,330,14.27,4709.1
3971,1107,9,169,72.97,12331.93
3972,1107,5,99,31.61,3129.39
3973,1108,5,216,26.22,5663.52
3974,1108,17,42,24.87,1044.54
3975,1108,21,69,34.26,2363.94
3976,1109,23,113,7.38,833.94
3977,1110,8,315,8.39,2642.85
3978,1110,26,170,31.81,5407.7
3979,1110,5,294,66.25,19477.5
3980,1110,12,168,45.54,7650.72
3981,1110,27,130,4.9,637.0
3982,1111,1,35,46.85,1639.75
3983,1111,30,354,65.38,23144.52
3984,1112,4,279,24.45,6821.55
3985,1112,6,485,48.57,23556.45
3986,1113,25,377,76.85,28972.45
3987,1113,30,187,42.25,7900.75
3988,1113,11,17,5.82,98.94
3989,1113,14,25,68.48,1712.0
3990,1113,12,456,46.84,21359.04
3991,1113,29,335,67.98,22773.3
3992,1114,6,66,53.27,3515.82
3993,1114,16,65,49.58,3222.7
3994,1114,1,99,75.01,7425.99
3995,1115,10,492,19.39,9539.88
3996,1115,26,30,54.94,1648.2
3997,1116,6,300,74.83,22449.0
3998,1116,24,383,20.91,8008.53
3999,1116,2,92,24.11,2218.12
4000,1116,9,392,7.15,2802.8
4001,1116,4,99,6.95,688.05
4002,1116,19,129,79.29,10228.41
4003,1117,19,42,16.27,683.34
4004,1117,14,20,38.79,775.8
4005,1117,4,341,38.99,13295.59
4006,1117,1,15,29.08,436.2
4007,1117,9,1,5.55,5.55
4008,1118,2,146,5.58,814.68
4009,1118,4,211,53.56,11301.16
4010,1118,26,490,60.56,29674.4
4011,1118,23,409,40.61,16609.49
4012,1118,16,184,52.32,9626.88
4013,1119,11,46,4.55,209.3
4014,1119,23,441,54.71,24127.11
4015,1119,20,265,18.2,4823.0
4016,1120,5,131,5.87,768.97
4017,1120,11,41,31.35,1285.35
4018,1120,15,9,48.86,439.74
4019,1120,12,152,32.81,4987.12
4020,1120,27,492,70.58,34725.36
4021,1120,2,161,11.86,1909.46
4022,1121,21,141,46.36,6536.76
4023,1121,8,379,4.1,1553.9
4024,1121,18,367,66.99,24585.33
4025,1122,3,40,28.15,1126.0
4026,1122,23,83,7.53,624.99
4027,1122,8,141,43.55,6140.55
4028,1122,30,8,40.91,327.28
4029,1123,8,126,10.57,1331.82
4030,1123,22,203,10.6,2151.8
4031,1124,28,441,45.71,20158.11
4032,1125,20,27,77.6,
4033,1125,11,22,4.03,88.66
4034,1125,25,420,14.95,6279.0
4035,1125,28,72,60.16,4331.52
4036,1126,2,50,66.99,3349.5
4037,1127,9,1,41.34,41.34
4038,1127,26,462,76.53,35356.86
4039,1127,20,393,35.95,14128.35
4040,1127,3,310,47.37,
4041,1127,17,459,66.46,30505.14
4042,1128,25,51,38.31,1953.81
4043,1128,19,351,18.47,6482.97
4044,1129,3,40,51.52,2060.8
4045,1129,2,13,62.88,817.44
4046,1129,18,490,51.14,25058.6
4047,1130,27,193,10.44,2014.92
4048,1130,23,356,30.08,10708.48
4049,1130,2,481,48.52,23338.12
4050,1131,23,469,74.57,34973.33
4051,1131,15,490,28.63,14028.7
4052,1131,5,461,53.7,24755.7
4053,1131,12,497,48.76,24233.72
4054,1131,16,61,31.62,1928.82
4055,1132,20,227,67.99,15433.73
4056,1132,1,478,15.58,7447.24
4057,1133,19,395,74.1,29269.5
4058,1134,16,246,56.31,13852.26
4059,1134,13,291,32.43,9437.13
4060,1135,21,385,3.93,1513.05
4061,1135,18,381,26.35,10039.35
4062,1135,14,150,31.94,4791.0
4063,1135,26,246,7.11,1749.06
4064,1136,16,170,18.86,3206.2
4065,1136,8,17,68.35,1161.95
4066,1136,28,96,58.47,5613.12
4067,1136,27,276,41.84,11547.84
4068,1137,10,184,60.81,11189.04
4069,1137,7,290,47.52,13780.8
4070,1137,19,70,23.93,1675.1
4071,1137,15,36,63.14,2273.04
4072,1137,16,27,51.06,1378.62
4073,1138,21,319,50.51,16112.69
4074,1138,9,469,17.57,8240.33
4075,1138,20,86,42.24,3632.64
4076,1139,18,134,23.88,3199.92
4077,1139,1,126,50.33,6341.58
4078,1139,30,499,71.08,35468.92
4079,1139,14,302,56.15,16957.3
4080,1139,5,298,7.88,2348.24
4081,1139,22,174,34.53,6008.22
4082,1140,17,68,27.52,1871.36
4083,1140,20,201,61.86,12433.86
4084,1140,5,339,44.63,15129.57
4085,1141,21,340,54.4,18496.0
4086,1141,18,71,32.92,2337.32
4087,1141,12,442,64.72,28606.24
4088,1142,8,345,9.41,3246.45
4089,1142,16,468,17.92,8386.56
4090,1142,23,398,35.2,14009.6
4091,1142,28,14,51.59,722.26
4092,1142,17,409,9.82,4016.38
4093,1142,18,372,13.98,5200.56
4094,1143,28,121,50.68,6132.28
4095,1143,5,50,68.05,3402.5
4096,1143,26,353,21.63,7635.39
4097,1144,9,361,22.83,8241.63
4098,1144,23,405,13.97,5657.85
4099,1144,20,447,26.51,11849.97
4100,1144,1,286,34.59,9892.74
4101,1144,11,168,72.68,12210.24
4102,1144,27,443,68.68,30425.24
4103,1145,4,449,59.09,26531.41
4104,1145,22,413,59.66,24639.58
4105,1145,15,267,63.1,16847.7
4106,1145,20,118,33.65,3970.7
4107,1145,29,7,23.07,161.49
4108,1145,11,165,79.67,13145.55
4109,1146,29,265,17.43,4618.95
4110,1146,7,406,8.84,3589.04
4111,1146,22,127,67.67,8594.09
4112,1146,15,419,78.84,33033.96
4113,1146,27,77,9.11,701.47
4114,1146,26,3,12.61,37.83
4115,1147,20,359,78.77,28278.43
4116,1147,24,4,64.75,259.0
4117,1148,19,435,26.89,11697.15
4118,1148,18,388,19.68,7635.84
4119,1148,15,175,24.02,4203.5
4120,1149,30,371,43.73,16223.83
4121,1149,20,400,10.13,4052.0
4122,1149,6,239,25.69,6139.91
4123,1150,3,377,56.1,21149.7
4124,1150,13,456,72.77,33183.12
4125,1150,10,60,55.33,3319.8
4126,1151,29,282,79.98,22554.36
4127,1151,15,450,63.2,28440.0
4128,1152,25,211,14.24,3004.64
4129,1153,18,404,40.57,16390.28
4130,1153,17,356,70.74,25183.44
4131,1153,28,392,12.27,4809.84
4132,1153,7,167,55.23,9223.41
4133,1153,29,21,42.74,897.54
4134,1154,24,35,40.22,1407.7
4135,1154,13,41,51.67,2118.47
4136,1154,30,309,49.38,15258.42
4137,1154,19,390,34.33,13388.7
4138,1154,5,290,72.62,21059.8
4139,1155,4,114,41.48,4728.72
4140,1155,25,128,66.0,8448.0
4141,1155,28,61,7.32,446.52
4142,1155,20,81,58.42,4732.02
4143,1155,7,471,34.34,16174.14
4144,1155,19,166,21.72,3605.52
4145,1156,25,416,37.53,15612.48
4146,1156,19,51,52.51,2678.01
4147,1157,10,253,16.67,4217.51
4148,1157,28,2,35.81,71.62
4149,1157,23,292,46.01,13434.92
4150,1157,15,112,18.35,2055.2
4151,1158,1,26,57.44,1493.44
4152,1158,11,77,20.63,1588.51
4153,1158,14,47,17.45,820.15
4154,1158,22,52,23.3,1211.6
4155,1158,27,425,5.23,2222.75
4156,1159,4,373,65.59,24465.07
4157,1159,8,437,21.94,9587.78
4158,1159,6,364,62.23,22651.72
4159,1159,16,147,42.43,6237.21
4160,1159,10,301,5.35,1610.35
4161,1159,30,351,9.21,3232.71
4162,1160,18,65,4.41,286.65
4163,1161,22,401,67.78,27179.78
4164,1161,26,70,44.61,3122.7
4165,1161,21,36,8.29,298.44
4166,1161,24,262,62.2,16296.4
4167,1161,16,69,68.85,4750.65
4168,1162,3,493,51.21,25246.53
4169,1162,23,487,71.36,34752.32
4170,1162,5,493,77.0,37961.0
4171,1162,6,257,70.77,18187.89
4172,1163,6,461,65.4,30149.4
4173,1163,28,229,31.17,7137.93
4174,1163,27,171,48.26,8252.46
4175,1163,26,296,9.01,2666.96
4176,1163,9,179,27.87,4988.73
4177,1163,12,289,43.43,12551.27
4178,1164,27,403,56.98,22962.94
4179,1165,11,448,54.76,24532.48
4180,1165,10,347,10.49,3640.03
4181,1165,13,293,56.36,16513.48
4182,1165,20,110,43.82,4820.2
4183,1166,2,23,62.32,1433.36
4184,1166,3,467,53.77,25110.59
4185,1166,19,313,8.02,2510.26
4186,1166,23,426,23.01,9802.26
4187,1166,24,121,70.06,8477.26
4188,1167,28,134,77.06,10326.04
4189,1167,2,92,79.63,7325.96
4190,1167,11,387,57.79,22364.73
4191,1167,8,200,62.37,12474.0
4192,1168,15,84,64.24,5396.16
4193,1168,22,442,22.8,10077.6
4194,1168,29,374,65.67,24560.58
4195,1168,17,410,26.53,10877.3
4196,1168,11,492,31.42,15458.64
4197,1169,17,124,67.64,8387.36
4198,1169,8,340,46.76,15898.4
4199,1170,15,304,18.18,5526.72
4200,1171,16,260,20.47,5322.2
4201,1171,4,315,33.62,10590.3
4202,1172,20,36,21.29,
4203,1172,14,459,20.79,9542.61
4204,1172,19,341,67.77,23109.57
4205,1172,13,95,35.38,3361.1
4206,1172,8,470,11.82,5555.4
4207,1172,28,148,24.27,3591.96
4208,1173,2,122,67.49,8233.78
4209,1173,4,2,61.71,123.42
4210,1173,7,197,69.37,13665.89
4211,1173,15,140,51.78,7249.2
4212,1174,5,488,28.82,14064.16
4213,1174,13,500,62.27,31135.0
4214,1175,24,247,34.59,8543.73
4215,1175,15,45,74.53,3353.85
4216,1175,13,315,32.12,10117.8
4217,1175,7,401,72.55,29092.55
4218,1175,1,323,68.99,22283.77
4219,1176,19,459,22.62,10382.58
4220,1176,26,62,5.22,323.64
4221,1176,12,260,8.5,2210.0
4222,1177,27,411,60.6,24906.6
4223,1178,18,252,23.8,5997.6
4224,1178,19,383,77.16,29552.28
4225,1178,30,169,9.72,1642.68
4226,1178,27,113,74.78,8450.14
4227,1179,7,279,66.26,18486.54
4228,1179,18,60,15.0,900.0
4229,1179,21,216,44.72,
4230,1179,20,23,42.43,975.89
4231,1180,2,281,8.81,2475.61
4232,1180,11,148,19.3,2856.4
4233,1180,16,168,66.85,11230.8
4234,1180,28,462,45.21,20887.02
4235,1181,12,310,65.82,20404.2
4236,1182,17,424,31.27,13258.48
4237,1182,30,389,75.9,
4238,1182,26,218,4.75,1035.5
4239,1183,12,451,45.0,20295.0
4240,1183,15,297,23.17,6881.49
4241,1183,11,366,22.37,8187.42
4242,1183,20,282,14.74,4156.68
4243,1183,30,440,38.88,17107.2
4244,1184,7,233,69.99,16307.67
4245,1184,23,458,13.15,6022.7
4246,1184,30,195,16.77,3270.15
4247,1184,6,99,4.34,429.66
4248,1185,25,338,10.1,3413.8
4249,1186,25,235,43.49,10220.15
4250,1186,3,269,30.83,8293.27
4251,1186,14,122,18.64,2274.08
4252,1187,7,204,70.54,14390.16
4253,1187,9,445,10.72,4770.4
4254,1187,27,3,3.68,11.04
4255,1187,24,389,41.66,16205.74
4256,1187,1,382,26.6,10161.2
4257,1187,12,227,39.4,8943.8
4258,1188,17,488,28.58,13947.04
4259,1189,4,79,16.96,1339.84
4260,1190,3,181,30.62,5542.22
4261,1190,5,118,13.62,1607.16
4262,1190,10,177,65.34,11565.18
4263,1190,26,21,53.05,1114.05
4264,1191,25,262,27.11,7102.82
4265,1192,8,82,25.18,2064.76
4266,1192,12,209,37.78,7896.02
4267,1192,1,392,7.56,2963.52
4268,1193,26,63,61.0,3843.0
4269,1193,16,225,12.87,2895.75
4270,1193,24,232,7.27,1686.64
4271,1194,7,15,52.64,789.6
4272,1194,18,186,41.41,7702.26
4273,1194,28,181,79.36,14364.16
4274,1195,22,7,8.79,61.53
4275,1195,1,414,74.0,30636.0
4276,1195,30,85,48.17,4094.45
4277,1195,14,486,46.95,22817.7
4278,1195,19,326,59.23,19308.98
4279,1195,7,263,19.93,5241.59
4280,1196,21,229,45.82,10492.78
4281,1197,8,222,68.57,15222.54
4282,1197,19,69,33.05,2280.45
4283,1197,30,217,25.2,5468.4
4284,1198,16,66,18.31,1208.46
4285,1198,4,93,10.34,961.62
4286,1198,27,471,66.29,31222.59
4287,1198,17,325,9.68,3146.0
4288,1199,30,429,42.99,18442.71
4289,1199,26,387,23.56,9117.72
4290,1199,12,376,45.43,17081.68
4291,1200,23,3,39.03,117.09
4292,1200,29,29,5.95,172.55
4293,1200,13,254,14.19,3604.26
4294,1201,24,101,49.6,5009.6
4295,1201,26,223,54.33,12115.59
4296,1202,17,391,75.55,29540.05
4297,1203,5,111,20.84,2313.24
4298,1203,7,353,71.36,25190.08
4299,1204,1,186,77.37,14390.82
4300,1204,18,129,19.35,2496.15
4301,1204,3,19,73.17,1390.23
4302,1204,16,161,56.56,
4303,1205,9,333,64.76,21565.08
4304,1205,3,58,20.56,1192.48
4305,1206,1,441,54.1,23858.1
4306,1206,24,35,59.25,2073.75
4307,1206,3,120,64.33,7719.6
4308,1207,30,248,51.68,12816.64
4309,1207,19,188,79.41,14929.08
4310,1207,3,197,33.81,6660.57
4311,1208,4,291,23.17,6742.47
4312,1208,14,70,27.96,1957.2
4313,1209,19,358,71.08,25446.64
4314,1210,14,407,40.62,16532.34
4315,1210,28,285,42.88,12220.8
4316,1210,10,299,15.42,4610.58
4317,1210,25,356,33.93,12079.08
4318,1211,18,187,12.51,2339.37
4319,1211,4,190,9.88,1877.2
4320,1211,17,418,17.42,7281.56
4321,1211,22,19,14.52,275.88
4322,1212,30,308,32.43,9988.44
4323,1213,12,444,45.88,20370.72
4324,1214,5,436,52.66,
4325,1214,11,490,17.15,8403.5
4326,1214,12,433,56.76,24577.08
4327,1214,19,20,3.12,62.4
4328,1215,20,485,75.08,36413.8
4329,1215,14,27,51.0,1377.0
4330,1215,4,43,43.79,1882.97
4331,1216,18,228,6.51,1484.28
4332,1216,8,208,54.65,11367.2
4333,1216,2,207,45.53,9424.71
4334,1216,6,403,19.78,7971.34
4335,1217,19,465,68.02,31629.3
4336,1217,24,80,14.71,1176.8
4337,1217,28,99,35.68,3532.32
4338,1217,22,219,6.37,1395.03
4339,1217,1,465,54.77,25468.05
4340,1217,27,162,13.2,2138.4
4341,1218,12,184,9.04,1663.36
4342,1218,18,366,59.77,21875.82
4343,1218,15,52,40.97,2130.44
4344,1218,7,115,54.95,6319.25
4345,1219,20,34,37.19,1264.46
4346,1219,29,356,18.39,6546.84
4347,1219,22,99,75.61,7485.39
4348,1219,19,74,8.82,652.68
4349,1219,1,493,68.02,33533.86
4350,1219,18,97,68.37,6631.89
4351,1220,1,108,39.68,4285.44
4352,1220,20,414,72.59,30052.26
4353,1220,25,251,67.72,16997.72
4354,1221,26,216,39.36,8501.76
4355,1221,16,230,18.0,4140.0
4356,1222,9,375,68.39,25646.25
4357,1222,10,129,76.24,9834.96
4358,1223,24,277,4.75,1315.75
4359,1223,8,465,54.87,25514.55
4360,1223,27,214,46.47,9944.58
4361,1223,11,370,21.81,8069.7
4362,1223,10,447,46.1,20606.7
4363,1224,10,391,17.09,6682.19
4364,1224,14,397,21.9,8694.3
4365,1224,11,374,48.87,18277.38
4366,1224,6,34,35.31,1200.54
4367,1224,17,396,43.57,17253.72
4368,1224,22,260,27.55,7163.0
4369,1225,23,445,7.8,3471.0
4370,1225,6,63,38.14,2402.82
4371,1225,12,472,23.52,11101.44
4372,1225,20,35,62.19,2176.65
4373,1225,29,454,12.57,5706.78
4374,1226,28,417,38.01,15850.17
4375,1226,13,198,61.88,12252.24
4376,1226,18,164,79.29,13003.56
4377,1226,3,292,31.32,9145.44
4378,1226,24,195,57.97,11304.15
4379,1227,19,351,33.57,11783.07
4380,1227,9,495,29.15,14429.25
4381,1227,12,206,73.4,15120.4
4382,1227,28,220,55.32,12170.4
4383,1228,3,195,76.59,14935.05
4384,1228,18,492,37.98,18686.16
4385,1228,4,489,16.47,8053.83
4386,1229,2,427,9.09,3881.43
4387,1229,26,438,20.42,8943.96
4388,1230,3,413,52.41,21645.33
4389,1231,22,319,53.57,17088.83
4390,1231,23,304,43.15,13117.6
4391,1231,28,384,35.36,13578.24
4392,1231,9,133,77.5,10307.5
4393,1231,11,47,52.33,2459.51
4394,1232,11,215,32.7,7030.5
4395,1232,9,12,27.57,330.84
4396,1232,13,379,71.57,27125.03
4397,1232,27,57,77.85,4437.45
4398,1232,10,185,69.57,12870.45
4399,1232,21,155,10.11,1567.05
4400,1233,5,401,57.26,22961.26
4401,1234,4,451,15.91,
4402,1234,1,419,55.7,23338.3
4403,1234,10,273,78.12,21326.76
4404,1234,19,14,42.01,588.14
4405,1235,19,21,57.98,1217.58
4406,1235,5,271,52.21,14148.91
4407,1235,9,430,32.58,14009.4
4408,1235,18,20,5.24,104.8
4409,1235,26,194,64.58,12528.52
4410,1235,27,394,58.15,22911.1
4411,1236,7,91,22.3,2029.3
4412,1236,8,378,28.75,10867.5
4413,1237,10,444,24.99,11095.56
4414,1237,14,55,37.01,2035.55
4415,1237,29,113,21.26,2402.38
4416,1237,5,232,69.54,16133.28
4417,1238,2,486,17.67,8587.62
4418,1238,17,389,31.68,12323.52
4419,1238,8,365,22.0,8030.0
4420,1238,4,491,20.72,10173.52
4421,1238,18,118,55.53,6552.54
4422,1238,23,84,79.71,6695.64
4423,1239,29,464,28.24,13103.36
4424,1239,4,118,73.97,8728.46
4425,1239,19,175,66.95,
4426,1239,5,305,16.36,4989.8
4427,1239,13,176,50.87,8953.12
4428,1239,17,344,36.7,12624.8
4429,1240,9,128,55.92,7157.76
4430,1240,29,17,16.11,273.87
4431,1241,11,214,34.95,7479.3
4432,1241,1,145,29.0,4205.0
4433,1241,5,314,29.44,9244.16
4434,1242,3,430,72.1,31003.0
4435,1242,7,422,74.01,31232.22
4436,1242,11,451,61.35,27668.85
4437,1242,30,152,40.03,6084.56
4438,1242,1,67,74.66,5002.22
4439,1243,24,311,7.07,
4440,1244,23,203,54.24,11010.72
4441,1244,12,462,43.31,20009.22
4442,1244,27,329,47.94,15772.26
4443,1244,26,193,20.88,4029.84
4444,1244,16,299,74.16,22173.84
4445,1244,3,397,14.12,5605.64
4446,1245,20,99,41.26,4084.74
4447,1245,9,459,78.16,35875.44
4448,1246,17,269,72.01,
4449,1246,10,1,55.31,55.31
4450,1246,11,393,36.71,14427.03
4451,1246,19,175,77.58,13576.5
4452,1246,2,289,24.06,6953.34
4453,1247,10,454,72.43,32883.22
4454,1247,21,148,79.6,11780.8
4455,1247,23,10,46.28,
4456,1248,2,413,79.28,32742.64
4457,1248,15,420,44.27,18593.4
4458,1248,4,80,73.89,5911.2
4459,1248,30,80,16.36,1308.8
4460,1248,7,396,45.62,18065.52
4461,1248,9,292,65.81,19216.52
4462,1249,1,489,11.58,5662.62
4463,1249,22,83,68.62,
4464,1249,15,316,61.56,19452.96
4465,1250,4,422,52.17,22015.74
4466,1250,19,289,67.6,19536.4
4467,1251,5,380,39.4,14972.0
4468,1251,29,80,16.01,
4469,1252,28,165,26.91,4440.15
4470,1252,22,178,56.76,10103.28
4471,1252,18,227,51.44,11676.88
4472,1252,13,347,60.4,20958.8
4473,1253,24,428,7.04,3013.12
4474,1253,13,273,31.36,8561.28
4475,1253,3,341,27.55,9394.55
4476,1253,7,487,58.03,28260.61
4477,1253,30,462,32.37,14954.94
4478,1253,9,71,75.85,5385.35
4479,1254,5,133,20.83,2770.39
4480,1254,17,52,20.17,1048.84
4481,1254,1,115,22.48,2585.2
4482,1254,27,252,25.98,6546.96
4483,1254,20,75,33.48,2511.0
4484,1255,30,254,66.2,16814.8
4485,1255,5,67,3.68,246.56
4486,1255,19,435,56.4,24534.0
4487,1255,12,266,78.83,20968.78
4488,1255,4,229,59.14,13543.06
4489,1255,8,388,36.0,13968.0
4490,1256,22,489,51.47,25168.83
4491,1256,11,352,18.7,
4492,1256,13,332,33.97,11278.04
4493,1256,26,57,3.46,
4494,1257,7,464,59.52,27617.28
4495,1257,22,67,36.13,2420.71
4496,1258,27,119,25.05,2980.95
4497,1258,19,10,58.44,584.4
4498,1259,9,39,52.07,2030.73
4499,1259,11,236,32.76,7731.36
4500,1259,6,451,30.67,13832.17
4501,1259,8,373,66.77,24905.21
4502,1259,14,241,33.82,8150.62
4503,1259,7,190,44.86,8523.4
4504,1260,3,345,77.52,26744.4
4505,1260,18,109,30.65,3340.85
4506,1261,17,145,9.97,1445.65
4507,1262,12,437,65.99,28837.63
4508,1262,17,118,49.42,5831.56
4509,1263,2,339,43.36,14699.04
4510,1263,30,361,39.07,14104.27
4511,1263,3,218,33.72,7350.96
4512,1263,15,184,35.75,6578.0
4513,1264,19,160,29.34,4694.4
4514,1264,13,51,78.94,4025.94
4515,1265,1,447,26.87,12010.89
4516,1265,24,440,31.08,13675.2
4517,1265,5,318,74.23,23605.14
4518,1265,28,255,62.38,15906.9
4519,1265,3,441,48.24,21273.84
4520,1265,17,91,4.68,425.88
4521,1266,7,320,32.45,10384.0
4522,1266,15,454,65.13,29569.02
4523,1266,19,66,72.02,4753.32
4524,1266,29,339,25.37,8600.43
4525,1267,23,283,24.15,6834.45
4526,1267,7,448,50.84,22776.32
4527,1267,27,152,55.1,8375.2
4528,1268,14,145,29.88,4332.6
4529,1268,16,326,24.91,
4530,1268,10,119,23.0,2737.0
4531,1269,18,347,38.2,
4532,1269,27,243,22.19,5392.17
4533,1269,5,144,50.49,7270.56
4534,1269,19,477,23.05,10994.85
