id_coleta,id_fazenda,id_rota,data_coleta,volume_litros,temperatura_c,gordura_pct,proteina_pct,acidez
7850,73,11,2023-03-12,4382.01,7.3,3.61,3.32,14.29
7851,1,3,2023-03-12,1903.18,9.0,4.15,3.69,18.78
7852,43,18,2023-03-12,3638.25,8.6,3.41,3.23,18.19
7853,228,15,2023-03-12,1649.45,4.2,5.04,3.49,19.04
7854,30,9,2023-03-12,2498.93,5.3,4.52,2.99,15.96
7855,27,12,12/03/2023,2670.86,2.3,4.18,3.68,
7856,175,17,2023-03-12,1076.62,8.6,3.79,3.41,17.65
7857,16,3,2023-03-12,1918.54,9.2,3.0,2.89,18.08
7858,131,4,2023-03-12,4150.67,6.8,,3.79,19.79
7859,28,5,2023-03-12,3525.99,6.1,,3.08,17.58
7860,31,13,2023-03-12,3577.14,5.8,3.31,2.99,15.12
7861,227,6,2023-03-12,1294.93,4.7,5.24,3.71,17.97
7862,150,11,12/03/2023,2415.46,8.1,3.05,3.62,18.89
7863,233,5,2023-03-12,4730.33,7.1,4.09,3.51,18.13
7864,177,2,2023-03-12,3799.36,3.8,4.16,3.34,14.87
7865,197,17,2023-03-12,1951.61,2.2,3.42,3.91,18.26
7866,93,19,2023-03-12,2992.74,4.5,,2.93,19.81
7867,39,3,2023-03-12,1957.05,8.3,3.79,3.95,14.4
7868,9,8,2023-03-12,4241.35,7.7,5.35,3.94,17.56
7869,200,7,2023-03-12,4302.01,6.0,3.99,2.91,19.51
7870,4,12,2023-03-12,2409.04,,3.99,2.84,17.3
7871,151,10,2023-03-12,2357.36,5.6,3.91,3.97,15.83
7872,186,3,2023-03-12,3228.34,8.8,,,19.7
7873,234,12,2023-03-12,2517.25,3.7,3.35,3.84,18.39
7874,111,5,2023-03-12,3370.86,7.9,3.97,2.83,16.72
7875,89,15,2023-03-12,2165.72,9.0,,3.36,19.45
7876,109,4,2023-03-12,4198.57,5.3,3.38,3.09,18.92
7877,193,2,2023-03-12,4959.35,4.9,4.49,2.84,
7878,83,8,2023-03-12,2132.09,9.3,5.04,3.6,19.7
7879,210,5,2023-03-12,3685.49,8.0,5.5,3.41,18.36
7880,98,5,12/03/2023,4398.01,4.1,4.29,3.05,16.92
7881,136,14,2023-03-12,2294.43,9.7,5.31,3.74,19.32
7882,51,9,2023-03-12,1124.29,6.4,3.77,3.65,15.05
7883,229,5,2023-03-12,1466.77,7.9,3.5,,
7884,71,2,2023-03-12,4758.71,4.9,3.21,3.13,17.95
7885,121,18,2023-03-12,4704.5,8.2,4.71,3.3,14.15
7886,132,2,2023-03-12,4489.72,7.1,3.7,2.86,17.05
7887,154,5,2023-03-12,3904.35,9.9,3.41,2.9,15.53
7888,166,12,2023-03-12,816.2,7.1,4.43,2.84,
7889,32,13,2023-03-12,284.47,2.4,4.92,3.71,17.52
7890,47,1,2023-03-12,-2974.32,4.7,5.41,3.71,19.31
7891,123,11,2023-03-12,435.46,6.6,4.74,2.99,14.3
7892,113,19,2023-03-12,3888.53,,4.19,3.91,16.75
7893,215,17,2023-03-12,-2596.02,9.3,4.58,3.89,16.67
7894,206,13,2023-03-12,518.66,3.2,4.49,3.0,19.11
7895,220,4,2023-03-12,483.3,9.8,3.63,3.73,15.59
7896,160,7,2023-03-12,885.61,7.0,5.47,3.07,16.97
7897,209,12,2023-03-12,4057.78,9.9,3.76,,14.91
7898,183,6,2023-03-12,4406.07,7.7,4.25,,19.95
7899,195,3,2023-03-12,4213.72,4.4,4.65,2.92,14.13
7900,116,20,2023-03-12,2758.26,3.4,5.15,3.28,18.57
7901,219,6,2023-03-12,236.13,9.7,4.19,3.87,17.36
7902,129,17,2023-03-12,1656.83,4.0,4.95,3.49,16.71
7903,88,17,2023-03-12,1364.97,7.8,3.3,3.23,19.94
7904,169,3,2023-03-12,1672.81,8.2,4.36,3.83,18.71
7905,114,12,2023-03-12,2899.26,7.3,4.02,3.62,17.25
7906,106,1,2023-03-12,3708.8,10.0,3.66,2.87,15.21
7907,140,1,2023-03-12,533.39,6.8,3.71,2.94,19.73
7908,49,17,12/03/2023,731.86,9.6,3.4,3.53,
7909,103,7,2023-03-12,4402.71,5.5,3.69,2.98,19.88
7910,20,3,2023-03-12,1616.18,6.6,3.63,,16.03
7911,100,3,2023-03-12,2767.53,4.5,4.42,3.29,19.45
7912,135,1,2023-03-12,1146.29,,4.32,3.52,19.31
7913,130,7,2023-03-12,3257.15,8.2,3.23,3.08,15.47
7914,235,19,2023-03-12,2086.08,9.6,4.24,3.56,14.77
7915,104,17,2023-03-12,4268.43,9.8,3.74,3.81,17.56
7916,40,15,2023-03-12,650.37,,4.95,3.77,18.68
7917,156,13,2023-03-12,4836.55,3.2,4.09,3.17,14.93
7918,12,15,2023-03-12,2581.43,9.6,3.07,3.09,18.86
7919,205,6,2023-03-12,4900.56,3.8,4.7,3.94,16.35
7920,105,12,2023-03-12,1993.6,5.8,4.19,3.28,16.32
7921,237,5,2023-03-12,1691.22,9.7,4.07,3.6,18.11
7922,163,5,2023-03-12,831.06,3.6,3.54,2.99,15.56
7923,119,12,2023-03-12,1259.2,8.5,5.28,3.29,16.96
7924,34,17,2023-03-12,820.43,,4.25,3.71,16.18
7925,208,3,2023-03-12,3731.82,6.0,3.3,3.18,15.19
7926,207,6,2023-03-12,4996.85,6.1,5.24,3.48,17.15
7927,213,20,2023-03-12,2840.71,2.2,4.61,3.6,18.64
7928,19,16,2023-03-12,1165.15,4.9,3.53,3.45,19.04
7929,95,11,2023-03-12,4069.3,,4.67,3.74,19.42
7930,181,16,2023-03-12,3128.39,2.6,3.76,,18.61
7931,76,6,2023-03-12,3595.66,4.6,4.71,3.94,19.97
7932,74,7,2023-03-12,2988.29,6.5,3.21,3.81,16.06
7933,187,3,2023-03-12,3109.03,5.2,4.89,3.86,18.88
7934,238,14,2023-03-13,3292.26,7.4,5.01,3.65,16.89
7935,20,9,2023-03-13,3959.52,9.8,4.52,3.22,17.34
7936,109,18,2023-03-13,2993.17,2.2,3.5,,18.06
7937,34,3,2023-03-13,4390.32,6.5,,3.65,
7938,83,17,2023-03-13,1276.15,7.1,4.62,3.53,16.17
7939,163,9,2023-03-13,259.5,8.8,5.47,3.31,16.59
7940,222,6,2023-03-13,2489.3,8.0,4.79,3.1,19.47
7941,155,13,2023-03-13,2161.96,7.0,3.58,3.93,14.73
7942,239,18,2023-03-13,1351.48,3.4,4.8,3.06,
7943,139,4,2023-03-13,1131.63,6.5,3.02,3.62,16.8
7944,166,12,2023-03-13,4574.49,7.1,4.93,2.87,19.71
7945,60,1,2023-03-13,4609.53,2.3,4.17,3.73,19.51
7946,167,12,2023-03-13,3079.2,6.4,3.63,3.8,16.79
7947,196,17,2023-03-13,4367.6,2.8,5.42,3.61,15.05
7948,208,4,2023-03-13,3153.84,2.8,4.91,3.88,14.81
7949,148,8,2023-03-13,2301.1,8.6,3.33,3.0,18.37
7950,27,3,2023-03-13,1853.66,7.7,4.03,3.5,17.55
7951,56,19,2023-03-13,789.25,7.6,5.43,3.54,15.9
7952,90,9,2023-03-13,2589.85,8.0,4.14,,
7953,15,4,2023-03-13,3580.58,6.0,3.33,2.82,19.35
7954,130,8,2023-03-13,2624.43,8.7,,3.55,
7955,220,3,2023-03-13,2129.68,4.4,5.34,3.03,17.92
7956,63,8,2023-03-13,4753.86,7.4,5.39,,14.62
7957,41,1,2023-03-13,3441.26,,4.11,3.22,14.19
7958,165,14,2023-03-13,4521.82,5.1,3.62,3.83,17.69
7959,52,12,2023-03-13,-4938.47,2.6,3.7,,15.36
7960,201,11,2023-03-13,2934.55,3.0,3.36,3.11,19.39
7961,38,10,2023-03-13,2856.8,5.5,4.62,2.88,16.95
7962,59,11,2023-03-13,851.2,6.2,3.85,2.98,19.45
7963,173,13,2023-03-13,4067.31,,4.89,3.3,17.7
7964,85,18,2023-03-13,3511.17,3.5,4.46,3.2,16.45
7965,152,4,2023-03-13,2124.77,3.5,3.94,3.08,19.54
7966,21,15,2023-03-13,3039.5,7.2,,3.43,19.08
7967,187,9,2023-03-13,1328.91,4.1,3.78,3.77,14.27
7968,106,17,2023-03-13,2485.51,6.7,4.89,3.03,18.58
7969,240,8,2023-03-13,4238.95,2.4,4.44,3.66,17.84
7970,99,10,2023-03-13,4786.99,9.0,5.16,3.79,18.67
7971,169,3,2023-03-13,3411.79,4.4,3.83,4.0,14.32
7972,229,3,2023-03-13,644.17,5.5,3.77,3.2,14.28
7973,226,6,2023-03-13,614.33,3.1,5.5,2.98,14.6
7974,120,13,2023-03-13,4636.1,8.9,3.06,2.81,17.24
7975,74,16,2023-03-13,3177.89,2.4,3.91,3.04,17.25
7976,209,17,2023-03-13,1095.15,3.5,3.96,2.85,16.8
7977,75,12,2023-03-13,2716.78,6.4,4.55,3.3,19.58
7978,193,19,2023-03-13,4907.27,6.6,4.61,2.81,16.84
7979,65,11,2023-03-13,1262.52,9.8,3.17,3.82,16.0
7980,55,1,2023-03-13,3172.26,8.8,,3.29,14.21
7981,158,13,2023-03-13,2146.28,3.3,3.58,3.08,18.48
7982,160,1,2023-03-13,979.09,4.8,4.18,2.97,14.37
7983,36,16,2023-03-13,533.62,4.4,3.27,3.78,18.75
7984,3,15,2023-03-13,3609.9,8.6,3.87,3.84,14.31
7985,110,9,2023-03-13,2584.07,9.6,4.89,2.96,16.36
7986,32,13,2023-03-13,1187.13,2.4,5.22,3.77,19.87
7987,18,14,2023-03-13,1746.93,4.8,5.42,3.25,19.5
7988,206,15,2023-03-13,2196.85,8.7,4.37,2.92,19.22
7989,69,13,2023-03-13,1349.29,5.4,3.14,3.29,18.75
7990,170,19,2023-03-13,2932.48,5.1,5.47,3.15,14.57
7991,178,18,2023-03-13,2122.64,5.7,3.87,3.21,19.31
7992,142,8,2023-03-13,929.53,9.9,3.36,2.89,16.32
7993,104,17,2023-03-13,4136.21,3.0,5.27,3.29,15.0
7994,241,2,2023-03-13,4587.35,5.1,4.89,3.46,16.16
7995,127,8,2023-03-13,3808.04,6.4,4.07,3.2,19.7
7996,138,10,2023-03-13,2279.91,4.2,4.88,3.58,15.73
7997,46,14,2023-03-13,1178.66,7.2,4.32,3.74,18.25
7998,159,3,2023-03-13,3589.31,3.5,,3.68,16.78
7999,176,6,2023-03-13,3378.38,4.4,,3.17,18.04
8000,81,7,2023-03-13,903.86,8.4,3.61,,18.31
8001,117,9,2023-03-13,3188.39,2.8,3.57,3.02,18.81
8002,137,7,2023-03-13,2517.08,6.7,4.33,3.69,17.25
8003,125,10,2023-03-13,4712.31,9.1,5.31,2.9,15.05
8004,123,13,2023-03-13,4855.94,,3.18,3.32,16.56
8005,86,14,2023-03-13,1319.93,5.4,4.88,3.64,16.79
8006,84,4,2023-03-13,3849.99,2.4,3.34,3.07,16.19
8007,2,14,2023-03-13,4423.39,6.7,5.34,2.86,19.04
8008,188,8,2023-03-13,1332.57,2.9,3.53,2.98,18.16
8009,207,14,13/03/2023,3321.4,4.3,,3.06,17.97
8010,132,12,2023-03-13,1364.81,7.2,3.51,3.18,19.37
8011,244,13,2023-03-13,1638.93,2.2,4.64,3.91,17.05
8012,4,9,2023-03-13,4349.3,8.6,3.57,3.61,18.24
8013,182,19,2023-03-13,793.84,3.8,3.83,3.4,14.52
8014,96,10,2023-03-13,4953.76,9.7,3.58,3.19,14.98
8015,88,14,2023-03-13,3444.96,9.5,,3.36,17.64
8016,11,1,2023-03-13,1329.11,9.8,5.26,,16.82
8017,236,5,2023-03-13,1436.13,3.8,4.95,3.27,18.96
8018,77,1,2023-03-13,659.93,9.6,4.8,2.92,17.49
8019,217,8,2023-03-13,1356.05,3.1,3.5,3.46,14.59
8020,42,7,2023-03-13,1003.86,6.5,4.85,3.35,17.74
8021,51,5,2023-03-13,4181.39,8.5,4.68,3.0,18.3
8022,202,4,2023-03-13,2808.72,3.2,3.76,3.79,15.88
8023,70,2,2023-03-13,393.74,7.6,4.44,3.32,15.96
8024,149,7,2023-03-13,352.04,,4.1,3.14,19.82
8025,205,2,2023-03-13,3789.36,2.6,4.81,,19.72
8026,237,18,2023-03-13,4215.27,3.7,4.64,3.84,14.34
8027,126,1,2023-03-13,3658.39,8.2,4.87,3.74,17.58
8028,227,10,2023-03-13,485.64,2.9,4.46,3.13,16.83
8029,52,18,2023-03-14,3090.88,6.9,,3.91,17.01
8030,142,9,2023-03-14,1407.64,5.7,4.09,3.34,18.51
8031,92,12,2023-03-14,4658.8,2.7,3.36,3.4,14.44
8032,36,6,2023-03-14,4578.81,2.5,4.03,3.7,17.76
8033,193,15,2023-03-14,3468.08,9.9,5.28,3.93,14.72
8034,22,2,2023-03-14,2957.37,4.4,4.27,3.33,15.38
8035,51,11,2023-03-14,4865.46,7.9,4.06,3.32,15.1
8036,46,3,2023-03-14,1631.14,9.4,4.01,3.65,14.02
8037,154,9,2023-03-14,527.18,6.8,3.91,3.75,14.64
8038,18,20,2023-03-14,3077.81,6.1,4.21,3.11,18.2
8039,10,16,2023-03-14,-2406.38,5.9,5.08,3.99,
8040,220,2,14/03/2023,2626.45,8.1,4.89,,19.12
8041,104,20,2023-03-14,1753.06,9.4,4.04,3.58,18.81
8042,103,15,2023-03-14,3269.92,9.6,3.08,3.67,17.1
8043,158,1,14/03/2023,4748.75,3.6,4.98,3.12,14.46
8044,153,15,2023-03-14,2545.25,4.5,3.1,2.85,17.58
8045,78,9,2023-03-14,1479.08,5.5,3.61,2.84,15.07
8046,122,8,2023-03-14,773.71,5.0,3.19,2.84,16.06
8047,86,8,2023-03-14,4078.37,3.1,4.29,3.69,19.09
8048,160,2,2023-03-14,1429.4,8.3,4.08,2.87,14.4
8049,63,7,2023-03-14,4299.05,7.1,4.99,,17.71
8050,189,10,14/03/2023,2147.95,4.7,3.21,3.31,19.55
8051,195,17,2023-03-14,3228.9,4.7,3.41,3.83,14.2
8052,207,6,2023-03-14,2256.0,6.0,5.26,3.44,16.54
8053,116,6,2023-03-14,4675.13,5.9,4.18,3.68,16.72
8054,121,5,2023-03-14,1443.73,3.6,4.83,3.62,19.26
8055,167,10,2023-03-14,2714.38,7.7,4.01,3.09,17.74
8056,234,5,2023-03-14,1428.36,9.8,4.85,3.69,15.11
8057,89,11,2023-03-14,2051.34,6.2,3.51,3.92,18.16
8058,117,16,2023-03-14,2563.19,7.1,3.57,3.93,18.45
8059,49,6,2023-03-14,4346.82,4.4,4.89,3.62,15.34
8060,15,20,2023-03-14,1221.58,4.6,4.13,3.91,14.74
8061,93,8,2023-03-14,4799.58,4.3,3.08,3.75,18.3
8062,149,12,2023-03-14,2405.44,4.2,3.66,3.63,17.48
8063,100,8,2023-03-14,3407.2,8.9,4.54,3.73,19.4
8064,198,13,2023-03-14,3678.35,8.4,3.64,3.1,15.67
8065,37,2,2023-03-14,778.77,2.5,4.75,3.4,15.17
8066,20,2,2023-03-14,2759.44,8.8,4.38,,15.25
8067,177,18,2023-03-14,2800.36,,3.86,3.32,15.38
8068,241,9,2023-03-14,1681.31,8.4,4.09,3.48,14.52
8069,3,9,2023-03-14,2338.39,5.9,4.71,3.47,19.4
8070,65,5,2023-03-14,752.68,9.6,3.72,3.26,15.44
8071,124,4,2023-03-14,359.82,3.3,3.11,3.92,14.54
8072,123,19,2023-03-14,313.17,6.3,3.17,,15.87
8073,27,16,2023-03-14,1340.91,7.7,4.38,3.03,16.0
8074,110,10,2023-03-14,1796.75,4.7,3.8,3.15,18.2
8075,173,20,2023-03-14,1474.74,9.8,4.46,3.94,16.4
8076,125,15,2023-03-14,2841.03,,4.78,3.17,14.25
8077,43,19,2023-03-14,1874.96,8.7,5.21,2.95,14.21
8078,105,4,2023-03-14,3641.54,3.7,,3.45,19.56
8079,186,4,2023-03-14,4293.25,3.4,3.88,3.19,14.47
8080,59,19,2023-03-14,3581.18,4.7,3.42,3.7,18.66
8081,62,1,2023-03-14,3950.98,3.6,5.34,3.17,19.75
8082,242,3,2023-03-14,2911.0,,4.89,3.91,18.37
8083,77,6,2023-03-14,4622.61,9.3,3.28,3.08,18.34
8084,139,12,2023-03-14,543.78,7.8,5.27,3.38,15.92
8085,42,12,2023-03-14,4470.81,2.4,4.85,3.62,16.54
8086,210,8,2023-03-14,1559.17,9.2,,2.84,14.0
8087,34,12,2023-03-14,1883.49,6.7,3.7,3.36,14.61
8088,31,3,2023-03-14,728.17,4.6,4.0,3.66,14.26
8089,9,20,2023-03-14,3600.31,7.1,3.27,3.53,
8090,227,9,2023-03-14,4848.2,,4.44,3.21,14.79
8091,134,9,2023-03-14,4291.8,2.6,5.39,2.9,14.41
8092,101,16,2023-03-14,3436.73,2.7,,,18.53
8093,190,19,2023-03-14,2903.28,3.8,3.26,3.24,16.04
8094,50,3,2023-03-14,2136.42,7.4,3.27,3.18,19.99
8095,13,12,2023-03-14,2357.3,2.3,,3.29,16.8
8096,129,16,2023-03-14,718.06,5.5,4.98,3.4,17.98
8097,33,15,2023-03-14,1237.32,,4.17,3.86,
8098,102,10,2023-03-14,3331.51,10.0,4.12,,18.11
8099,235,16,2023-03-14,4211.18,4.3,4.59,3.52,17.95
8100,26,14,2023-03-14,3723.76,,3.79,2.83,18.22
8101,217,19,2023-03-14,2989.65,4.7,5.45,3.06,15.34
8102,90,8,2023-03-14,2879.84,,5.48,3.32,18.32
8103,213,18,2023-03-14,3264.73,7.4,3.05,3.41,14.86
8104,185,4,2023-03-14,847.7,10.0,4.69,3.51,14.94
8105,23,20,2023-03-14,4788.79,6.4,5.49,3.51,
8106,171,19,2023-03-14,3594.96,8.6,3.91,3.93,19.08
8107,83,10,2023-03-14,1078.1,6.4,3.42,3.27,19.78
8108,55,5,14/03/2023,3728.3,6.8,3.44,2.86,15.09
8109,131,19,2023-03-14,4113.38,7.9,3.42,3.5,14.7
8110,81,2,2023-03-14,438.74,7.9,5.49,2.83,16.66
8111,54,13,2023-03-14,2802.99,3.0,5.07,3.79,16.54
8112,29,16,2023-03-14,2446.89,7.6,3.82,3.63,
8113,161,11,2023-03-14,4898.29,6.1,3.12,3.97,17.33
8114,231,10,2023-03-14,2343.45,6.7,3.92,3.06,14.1
8115,180,20,2023-03-14,1153.82,9.5,4.83,3.71,15.36
8116,229,18,2023-03-14,2676.85,3.7,4.08,3.08,18.0
8117,165,16,2023-03-14,1989.69,7.2,4.66,2.93,18.32
8118,97,10,2023-03-14,3814.21,9.0,4.43,3.54,14.91
8119,79,5,2023-03-14,507.12,5.5,3.16,3.89,14.68
8120,126,11,2023-03-14,4064.5,3.2,3.83,3.65,17.91
8121,156,20,2023-03-14,2103.2,6.1,,3.99,14.02
8122,233,18,2023-03-14,3267.53,4.4,4.3,3.74,19.48
8123,225,14,2023-03-14,3433.56,2.0,,3.65,18.42
8124,71,15,2023-03-14,1387.66,4.2,3.46,3.77,15.26
8125,32,12,2023-03-14,1546.4,3.0,3.81,3.88,14.23
8126,114,8,14/03/2023,1347.18,3.2,3.1,2.82,19.54
8127,48,15,2023-03-14,2316.61,2.8,5.37,3.67,17.36
8128,28,15,2023-03-14,1289.15,8.4,3.67,,15.65
8129,169,2,2023-03-15,286.43,9.9,3.25,2.92,17.27
8130,51,5,2023-03-15,3207.62,6.8,4.98,3.63,18.61
8131,117,12,2023-03-15,1706.67,7.9,4.12,3.59,18.57
8132,22,2,2023-03-15,1212.08,9.8,5.46,,19.62
8133,15,5,2023-03-15,720.2,6.9,5.31,3.79,19.1
8134,217,15,2023-03-15,1878.66,4.5,3.5,2.97,19.62
8135,236,11,2023-03-15,2565.52,9.9,4.27,3.73,18.47
8136,179,16,2023-03-15,773.89,,4.09,3.71,15.36
8137,193,15,2023-03-15,1879.56,9.2,4.81,3.81,
8138,57,4,2023-03-15,508.13,2.5,3.12,3.24,15.6
8139,198,16,2023-03-15,3999.68,5.5,3.8,3.08,14.72
8140,128,4,2023-03-15,777.76,4.5,4.84,2.97,16.23
8141,146,7,2023-03-15,3590.4,4.6,4.68,,17.65
8142,167,6,2023-03-15,3906.5,10.0,5.5,3.98,14.23
8143,87,1,2023-03-15,4640.52,4.7,4.52,3.42,15.3
8144,161,8,2023-03-15,1834.85,6.3,5.46,3.67,17.61
8145,243,6,2023-03-15,3855.06,4.3,3.33,3.14,17.95
8146,213,5,2023-03-15,557.61,6.8,4.9,3.22,16.79
8147,242,2,2023-03-15,3557.44,4.1,4.63,3.28,14.74
8148,245,11,2023-03-15,704.14,3.4,,3.75,14.74
8149,197,20,2023-03-15,3851.37,3.3,3.87,3.46,18.36
8150,43,1,2023-03-15,4291.79,9.7,3.7,3.17,15.08
8151,139,11,2023-03-15,4350.8,7.2,4.18,,
8152,40,6,2023-03-15,3406.2,,4.4,2.82,18.81
8153,18,8,2023-03-15,817.09,9.3,,3.61,14.55
8154,121,14,2023-03-15,286.93,6.0,3.7,3.39,14.79
8155,53,9,2023-03-15,1682.07,7.8,3.71,3.66,16.84
8156,195,3,2023-03-15,4109.08,,3.87,3.16,15.54
8157,93,10,2023-03-15,3169.64,4.9,3.56,3.82,14.3
8158,49,2,2023-03-15,240.13,2.8,3.67,3.3,17.47
8159,68,3,2023-03-15,3300.61,3.5,4.52,3.71,19.23
8160,192,11,2023-03-15,4025.03,2.5,4.72,3.96,15.33
8161,94,9,2023-03-15,4622.39,4.2,5.09,3.49,17.97
8162,212,12,2023-03-15,2738.78,5.1,5.06,2.92,14.61
8163,136,20,2023-03-15,3161.86,5.1,3.64,3.93,
8164,21,4,2023-03-15,3274.25,6.1,,3.74,19.49
8165,221,10,2023-03-15,2200.93,2.6,5.08,3.3,16.03
8166,99,20,2023-03-15,4932.18,8.4,4.28,3.25,15.51
8167,107,4,2023-03-15,3999.53,9.3,3.57,2.83,18.36
8168,237,11,2023-03-15,1672.15,7.9,5.24,,15.29
8169,86,18,2023-03-15,3261.42,9.0,3.74,2.9,17.42
8170,229,14,2023-03-15,1178.33,5.3,3.15,3.94,14.38
8171,159,11,2023-03-15,4389.05,2.2,5.44,3.86,15.63
8172,45,18,15/03/2023,2932.5,6.6,4.99,3.91,19.48
8173,125,4,2023-03-15,2115.57,2.3,,3.86,17.41
8174,13,15,2023-03-15,2422.64,7.6,4.7,3.29,16.36
8175,137,13,15/03/2023,4400.64,6.0,3.76,3.94,14.78
8176,31,2,2023-03-15,1419.06,5.0,3.67,3.49,
8177,8,18,15/03/2023,1722.43,,3.06,3.88,
8178,98,2,2023-03-15,2435.19,2.4,3.27,3.18,
8179,78,19,2023-03-15,1147.43,4.3,3.69,3.39,14.89
8180,60,3,2023-03-15,1556.73,5.7,5.41,3.53,19.4
8181,233,8,2023-03-15,608.02,2.9,4.33,3.55,19.03
8182,81,11,2023-03-15,4960.65,4.6,3.56,3.71,18.79
8183,158,1,2023-03-15,1347.52,6.6,5.38,2.9,17.03
8184,205,7,2023-03-15,1656.02,9.2,3.4,2.91,
8185,27,15,2023-03-15,4379.35,9.6,4.15,3.39,15.85
8186,34,19,2023-03-15,-232.62,2.6,5.04,3.97,16.23
8187,184,7,2023-03-15,3595.48,3.1,,3.17,19.98
8188,59,1,2023-03-15,3708.95,3.4,5.31,2.89,16.96
8189,106,6,2023-03-15,233.8,,3.87,3.25,14.22
8190,111,6,2023-03-15,2376.58,4.5,4.73,3.28,19.98
8191,178,17,2023-03-15,4197.89,2.1,5.2,3.56,17.0
8192,224,9,2023-03-15,4469.9,5.8,4.51,2.96,14.4
8193,186,18,2023-03-15,3113.65,,4.7,2.91,19.54
8194,201,19,2023-03-15,792.66,3.2,5.3,3.88,18.81
8195,70,7,2023-03-15,1591.98,5.3,4.84,3.59,15.33
8196,241,15,2023-03-15,2040.78,6.1,5.12,3.1,15.65
8197,65,11,2023-03-15,4611.9,9.8,4.62,2.96,14.24
8198,9,11,2023-03-15,1088.54,2.2,3.61,3.77,15.56
8199,103,19,2023-03-15,2706.36,6.8,4.45,3.82,15.45
8200,147,16,2023-03-15,466.65,7.1,,3.29,14.47
8201,166,3,2023-03-15,3464.65,2.4,3.8,,19.37
8202,79,6,2023-03-15,1522.87,6.3,3.33,3.24,19.61
8203,83,15,2023-03-15,1901.63,,3.89,3.59,17.08
8204,122,15,2023-03-15,2183.43,2.2,3.92,3.35,19.7
8205,88,6,2023-03-15,871.81,,4.2,3.3,16.47
8206,163,6,2023-03-15,2512.06,2.4,4.17,2.87,17.12
8207,204,8,2023-03-15,1817.11,6.1,5.31,2.94,15.48
8208,19,15,2023-03-15,3572.75,5.1,3.95,3.94,14.83
8209,92,4,2023-03-15,3212.67,9.5,5.05,3.65,14.25
8210,199,13,2023-03-15,3471.29,9.6,3.25,3.76,15.15
8211,119,8,2023-03-15,1450.54,5.6,5.48,3.45,19.82
8212,120,3,2023-03-15,2161.87,6.5,3.75,2.88,17.81
8213,146,15,2023-03-16,4301.18,8.2,,2.92,17.91
8214,177,17,2023-03-16,4775.25,3.1,5.13,3.01,17.9
8215,183,9,2023-03-16,3823.35,2.7,3.01,3.4,15.61
8216,150,18,2023-03-16,279.15,8.3,3.16,2.85,14.83
8217,43,11,2023-03-16,4687.51,9.6,5.28,3.55,15.94
8218,136,11,2023-03-16,352.64,6.1,3.39,2.84,19.05
8219,172,8,2023-03-16,2541.92,4.9,4.7,3.15,17.23
8220,80,9,2023-03-16,1792.49,7.8,,3.15,15.76
8221,222,5,2023-03-16,3889.07,7.2,4.74,3.79,15.05
8222,40,17,2023-03-16,4628.45,2.0,4.0,3.36,16.48
8223,86,2,2023-03-16,3721.23,9.8,4.75,3.33,
8224,13,10,2023-03-16,4406.08,3.6,3.54,3.22,16.12
8225,134,8,2023-03-16,3761.77,9.2,4.49,3.74,17.51
8226,203,15,2023-03-16,1326.86,9.4,5.2,3.7,19.16
8227,124,11,2023-03-16,2983.86,8.9,4.99,3.55,14.46
8228,108,17,2023-03-16,578.8,2.5,3.9,3.79,14.58
8229,60,5,2023-03-16,3541.97,9.0,5.48,3.64,17.18
8230,155,5,2023-03-16,3414.08,6.8,3.74,3.81,14.17
8231,115,2,2023-03-16,731.61,6.8,3.52,2.84,19.42
8232,207,1,2023-03-16,3366.28,9.5,5.06,2.9,19.75
8233,224,2,2023-03-16,2878.91,,3.86,2.92,18.04
8234,165,4,2023-03-16,637.62,4.8,3.97,3.1,18.6
8235,25,20,2023-03-16,4866.24,8.9,4.68,3.17,17.16
8236,157,10,2023-03-16,1026.18,7.2,4.76,3.08,18.42
8237,180,18,2023-03-16,3147.83,5.9,4.16,3.0,
8238,30,19,2023-03-16,4247.47,2.2,4.69,2.81,14.84
8239,9,4,2023-03-16,1764.4,7.7,5.06,3.44,17.31
8240,62,10,2023-03-16,3894.39,,3.34,3.2,19.98
8241,209,8,2023-03-16,2458.34,2.5,5.35,3.78,15.42
8242,57,18,2023-03-16,4805.49,8.8,4.2,3.78,19.0
8243,129,7,2023-03-16,1632.3,8.3,3.72,3.65,16.47
8244,147,17,2023-03-16,-3672.16,,4.15,2.92,17.69
8245,42,1,2023-03-16,3111.43,5.8,5.02,2.84,16.57
8246,138,7,2023-03-16,1369.29,5.1,,3.92,18.84
8247,232,13,2023-03-16,3293.56,5.8,4.29,2.97,19.16
8248,4,16,2023-03-16,4612.63,6.7,,3.77,15.66
8249,128,4,2023-03-16,3990.06,8.7,4.68,,
8250,156,17,2023-03-16,2161.09,4.4,3.03,3.55,17.08
8251,131,6,2023-03-16,409.86,3.0,4.63,3.12,14.34
8252,72,7,2023-03-16,259.48,6.1,3.96,3.52,14.18
8253,32,9,2023-03-16,3880.06,6.5,4.21,3.17,18.8
8254,160,1,2023-03-16,2118.11,8.3,4.38,3.49,19.24
8255,120,1,2023-03-16,2134.53,7.2,4.1,3.77,16.91
8256,21,3,2023-03-16,1460.22,6.2,3.35,3.57,18.39
8257,7,6,2023-03-16,4758.65,8.3,4.8,3.99,16.95
8258,184,1,2023-03-16,4328.66,4.5,4.32,3.11,15.1
